[Strings]
nth  paddr      vaddr      len  size section    type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
689  0x0000d70c 0x0040d70c 38   39   .Themida   ascii   "c:\Windows\notepad.exe" c:\ReadMe.TxT
690  0x0000d734 0x0040d734 18   19   .Themida   ascii   LegalNoticeCaption
691  0x0000d747 0x0040d747 24   25   .Themida   ascii   SeSystemProfilePrivilege
692  0x0000d760 0x0040d760 15   16   .Themida   ascii   LegalNoticeText
693  0x0000d770 0x0040d770 41   42   .Themida   ascii   Attention!!! Your files are encrypted !!!
694  0x0000d79a 0x0040d79a 62   63   .Themida   ascii   To recover files, follow the prompts in the text file "Readme"
695  0x0000e07e 0x0040e07e 5    12   .Themida   utf16le crypt
696  0x0000e090 0x0040e090 13   28   .Themida   utf16le MS Sans Serif
697  0x00010087 0x00410087 4    5    .Themida_1 ascii   C&\e#
698  0x000100b5 0x004100b5 5    6    .Themida_1 ascii   PSP2B
699  0x000100d3 0x004100d3 5    7    .Themida_1 utf8    u\fhȰX blocks=Basic Latin,Latin Extended-B
700  0x000100da 0x004100da 4    7    .Themida_1 utf8    䫭4^\b blocks=CJK Unified Ideographs Extension A,Basic Latin
701  0x00010106 0x00410106 4    5    .Themida_1 ascii   <\bjW
702  0x00010161 0x00410161 4    6    .Themida_1 utf8    g\rwS
703  0x00010180 0x00410180 5    6    .Themida_1 ascii   uJMS8
704  0x00010193 0x00410193 4    5    .Themida_1 ascii   \*r.
705  0x000101a1 0x004101a1 5    6    .Themida_1 ascii   #%*P}
706  0x000101ad 0x004101ad 4    5    .Themida_1 ascii   d9\fs
707  0x000101ed 0x004101ed 5    6    .Themida_1 ascii   B.*7[
708  0x00010258 0x00410258 4    5    .Themida_1 ascii   \rP^%
709  0x0001028d 0x0041028d 4    5    .Themida_1 ascii   xd.d
710  0x000102a6 0x004102a6 4    5    .Themida_1 ascii   \b!EX
711  0x000102c5 0x004102c5 4    5    .Themida_1 ascii   B\fs\a
712  0x000102e6 0x004102e6 4    5    .Themida_1 ascii   9!B2
713  0x000102f7 0x004102f7 5    6    .Themida_1 ascii   S89th
714  0x00010300 0x00410300 4    5    .Themida_1 ascii   @OQV
715  0x0001030a 0x0041030a 4    5    .Themida_1 ascii   F\b^Y
716  0x00010312 0x00410312 6    7    .Themida_1 ascii   \vCQXw%
717  0x00010382 0x00410382 4    5    .Themida_1 ascii   V\rvH
718  0x000103a1 0x004103a1 6    7    .Themida_1 ascii    o8)wK
719  0x000103dc 0x004103dc 5    6    .Themida_1 ascii   YXI)}
720  0x000103e2 0x004103e2 5    6    .Themida_1 ascii   04P+1
721  0x00010425 0x00410425 4    7    .Themida_1 utf8    ƻɮ\bJ blocks=Latin Extended-B,IPA Extensions,Basic Latin
722  0x0001043c 0x0041043c 4    5    .Themida_1 ascii   +h\b\r
723  0x000104a3 0x004104a3 4    5    .Themida_1 ascii   h[)@
724  0x000104b7 0x004104b7 5    6    .Themida_1 ascii   |qRo\f
725  0x000104e9 0x004104e9 6    7    .Themida_1 ascii   !4+*"/
726  0x000104fb 0x004104fb 4    5    .Themida_1 ascii   sh>e
727  0x00010526 0x00410526 4    5    .Themida_1 ascii   #%!'
728  0x00010542 0x00410542 7    8    .Themida_1 ascii   XHRz\t]\f
729  0x00010579 0x00410579 5    6    .Themida_1 ascii   \aG\n@}
730  0x0001058c 0x0041058c 8    9    .Themida_1 ascii   &<A\ar\f,W
731  0x000105b6 0x004105b6 5    6    .Themida_1 ascii   _^[2B
732  0x000105ec 0x004105ec 4    5    .Themida_1 ascii   hd$'
733  0x00010603 0x00410603 4    5    .Themida_1 ascii   ?Dy`
734  0x00010684 0x00410684 4    5    .Themida_1 ascii   HR R
735  0x000106dc 0x004106dc 4    5    .Themida_1 ascii   HO\f2
736  0x0001072d 0x0041072d 4    5    .Themida_1 ascii   <0vt
737  0x0001076e 0x0041076e 4    5    .Themida_1 ascii   rtQ 
738  0x0001078c 0x0041078c 7    8    .Themida_1 ascii   1,OU\f|G
739  0x000107a4 0x004107a4 4    6    .Themida_1 utf8    jdWؙ blocks=Basic Latin,Arabic
740  0x000107b5 0x004107b5 6    7    .Themida_1 ascii   N1]/SO
741  0x000107d5 0x004107d5 4    5    .Themida_1 ascii   o{Va
742  0x000107de 0x004107de 4    6    .Themida_1 utf8    Η'FM blocks=Greek and Coptic,Basic Latin
743  0x000107e8 0x004107e8 4    5    .Themida_1 ascii   P%OW
744  0x000107f8 0x004107f8 5    6    .Themida_1 ascii   ie;+x
745  0x00010815 0x00410815 4    5    .Themida_1 ascii   8\u$
746  0x00010840 0x00410840 4    5    .Themida_1 ascii   C+e*
747  0x00010848 0x00410848 5    6    .Themida_1 ascii   kE\f0=
748  0x00010886 0x00410886 6    7    .Themida_1 ascii   )gPi U
749  0x00010976 0x00410976 4    5    .Themida_1 ascii   C !$
750  0x0001097d 0x0041097d 5    6    .Themida_1 ascii   ,dH24
751  0x00010992 0x00410992 5    6    .Themida_1 ascii   TdX2\
752  0x0001099c 0x0041099c 4    5    .Themida_1 ascii   Ch!l
753  0x000109a3 0x004109a3 5    6    .Themida_1 ascii   tdx2|
754  0x000109d3 0x004109d3 4    6    .Themida_1 utf8    C\f!ܐ blocks=Basic Latin,Syriac
755  0x00010a01 0x00410a01 5    6    .Themida_1 ascii   ,Jb3\b
756  0x00010a1a 0x00410a1a 5    6    .Themida_1 ascii   J(XH6
757  0x00010a23 0x00410a23 5    6    .Themida_1 ascii   K(2l)
758  0x00010a3a 0x00410a3a 6    7    .Themida_1 ascii   \e&7\vFp
759  0x00010a70 0x00410a70 4    5    .Themida_1 ascii   6f9O
760  0x00010aa8 0x00410aa8 4    5    .Themida_1 ascii   _^[]
761  0x00010ac4 0x00410ac4 4    5    .Themida_1 ascii   x~,~
762  0x00010ac9 0x00410ac9 6    7    .Themida_1 ascii   ~P~|{8
763  0x00010ad4 0x00410ad4 5    6    .Themida_1 ascii   /D/4?
764  0x00010b0f 0x00410b0f 4    5    .Themida_1 ascii   `8+Z
765  0x00010b1a 0x00410b1a 6    7    .Themida_1 ascii   SR\\b Z
766  0x00010b7e 0x00410b7e 5    6    .Themida_1 ascii   \r<a|\a
767  0x00010b9e 0x00410b9e 4    5    .Themida_1 ascii   @T\bx
768  0x00010ba9 0x00410ba9 4    5    .Themida_1 ascii   |;Z 
769  0x00010bc9 0x00410bc9 4    6    .Themida_1 utf8    +er$
770  0x00010c28 0x00410c28 4    5    .Themida_1 ascii   @!u\t
771  0x00010c8f 0x00410c8f 4    5    .Themida_1 ascii   3\a\f!
772  0x00010cc1 0x00410cc1 5    6    .Themida_1 ascii   AT]zv
773  0x00010ce7 0x00410ce7 4    5    .Themida_1 ascii   W p_
774  0x00010cf0 0x00410cf0 4    5    .Themida_1 ascii   !\nXA
775  0x00010cf7 0x00410cf7 7    8    .Themida_1 ascii   D46q]Px
776  0x00010d08 0x00410d08 4    6    .Themida_1 utf8    Ƀ!8I blocks=Latin Extended-B,Basic Latin
777  0x00010d15 0x00410d15 8    9    .Themida_1 ascii   EX3!00\n^
778  0x00010d1f 0x00410d1f 6    7    .Themida_1 ascii   M@oLI4
779  0x00010d71 0x00410d71 4    5    .Themida_1 ascii   \b:\nl
780  0x00010d7e 0x00410d7e 5    6    .Themida_1 ascii   yPe\ar
781  0x00010d88 0x00410d88 5    6    .Themida_1 ascii   }Pkbf
782  0x00010de7 0x00410de7 5    6    .Themida_1 ascii   8U\n+H
783  0x00010e42 0x00410e42 6    7    .Themida_1 ascii   $|\bT({
784  0x00010ea9 0x00410ea9 4    5    .Themida_1 ascii   $U\v$
785  0x00010eb7 0x00410eb7 4    5    .Themida_1 ascii   8h3(
786  0x00010ec0 0x00410ec0 4    5    .Themida_1 ascii   2AUv
787  0x00010ef2 0x00410ef2 4    5    .Themida_1 ascii   RWVH
788  0x00010f13 0x00410f13 5    7    .Themida_1 utf8    >ʞX > blocks=Basic Latin,IPA Extensions
789  0x00010f67 0x00410f67 4    5    .Themida_1 ascii   "FM~
790  0x00010f6c 0x00410f6c 4    5    .Themida_1 ascii   $6X\v
791  0x00010f76 0x00410f76 4    5    .Themida_1 ascii   ?k3t
792  0x00010fb7 0x00410fb7 4    5    .Themida_1 ascii   4+sh
793  0x00011030 0x00411030 5    7    .Themida_1 utf8    \r=\bؙP blocks=Basic Latin,Arabic
794  0x00011059 0x00411059 5    7    .Themida_1 utf8    d͈W^E blocks=Basic Latin,Combining Diacritical Marks
795  0x000110b4 0x004110b4 6    7    .Themida_1 ascii   0[8bl:
796  0x000110e7 0x004110e7 9    10   .Themida_1 ascii   Glo:ba8\C
797  0x000110f3 0x004110f3 6    7    .Themida_1 ascii   tdlZ.\t
798  0x00011111 0x00411111 7    8    .Themida_1 ascii   SK\b|9TA
799  0x0001111c 0x0041111c 7    8    .Themida_1 ascii   Default
800  0x0001113b 0x0041113b 4    5    .Themida_1 ascii   +@s:
801  0x0001117e 0x0041117e 4    5    .Themida_1 ascii   N7a1
802  0x0001119b 0x0041119b 4    5    .Themida_1 ascii   d48(
803  0x000111c6 0x004111c6 5    6    .Themida_1 ascii   GCTLZ
804  0x000111d1 0x004111d1 4    5    .Themida_1 ascii   9atE
805  0x000111e9 0x004111e9 5    6    .Themida_1 ascii   bdg! 
806  0x000111f0 0x004111f0 7    8    .Themida_1 ascii   Da/1tex
807  0x000111f8 0x004111f8 11   13   .Themida_1 utf8    $mPn`d@8ܡ<x blocks=Basic Latin,Syriac
808  0x0001120a 0x0041120a 6    8    .Themida_1 utf8    8bsӉ%> blocks=Basic Latin,Cyrillic
809  0x0001121c 0x0041121c 5    6    .Themida_1 ascii   i\'5;
810  0x00011296 0x00411296 4    6    .Themida_1 utf8    K|Ќ& blocks=Basic Latin,Cyrillic
811  0x0001129f 0x0041129f 4    5    .Themida_1 ascii   %w?c
812  0x000112f3 0x004112f3 5    6    .Themida_1 ascii   j\fB\b2
813  0x00011309 0x00411309 6    7    .Themida_1 ascii   tRvQuP
814  0x0001131b 0x0041131b 4    5    .Themida_1 ascii   x$ZY
815  0x0001133a 0x0041133a 9    10   .Themida_1 ascii   YZAX]ze\f[
816  0x000113ad 0x004113ad 5    7    .Themida_1 utf8    \aÀYt\v blocks=Basic Latin,Latin-1 Supplement
817  0x000113ca 0x004113ca 5    7    .Themida_1 utf8    Ð<BS4 blocks=Latin-1 Supplement,Basic Latin
818  0x000113dc 0x004113dc 4    6    .Themida_1 utf8    \f&õC blocks=Basic Latin,Latin-1 Supplement
819  0x00011405 0x00411405 5    9    .Themida_1 utf8    毩hЉ8= blocks=CJK Unified Ideographs,Basic Latin,Cyrillic
820  0x00011451 0x00411451 6    7    .Themida_1 ascii   v:DX)\f
821  0x00011460 0x00411460 6    7    .Themida_1 ascii   g9\bDF\b
822  0x000114cd 0x004114cd 4    5    .Themida_1 ascii   P0$R
823  0x000114e1 0x004114e1 7    8    .Themida_1 ascii   bL$5G=M
824  0x000114ee 0x004114ee 7    8    .Themida_1 ascii   v \nq\b0u
825  0x0001153c 0x0041153c 5    6    .Themida_1 ascii   HFUBP
826  0x0001154b 0x0041154b 4    5    .Themida_1 ascii   \vIM\v
827  0x0001157c 0x0041157c 5    6    .Themida_1 ascii   (E\aX}
828  0x00011589 0x00411589 4    5    .Themida_1 ascii   Z\fH+
829  0x000115c2 0x004115c2 4    5    .Themida_1 ascii   NH$0
830  0x00011615 0x00411615 4    5    .Themida_1 ascii   (f!C
831  0x00011622 0x00411622 7    8    .Themida_1 ascii   c:\b?:Kw
832  0x0001162f 0x0041162f 5    6    .Themida_1 ascii   MYq{Z
833  0x000116a7 0x004116a7 5    6    .Themida_1 ascii   J)-`=
834  0x000116ad 0x004116ad 5    6    .Themida_1 ascii   %y\edO
835  0x000116c0 0x004116c0 4    5    .Themida_1 ascii   w1"X
836  0x000116cc 0x004116cc 4    5    .Themida_1 ascii   \fP1
837  0x000116eb 0x004116eb 4    5    .Themida_1 ascii    s R
838  0x000116f8 0x004116f8 6    8    .Themida_1 utf8    @NGǧ\bT blocks=Basic Latin,Latin Extended-B
839  0x00011717 0x00411717 4    5    .Themida_1 ascii   (Lzl
840  0x00011724 0x00411724 4    5    .Themida_1 ascii   BRTd
841  0x0001172d 0x0041172d 4    5    .Themida_1 ascii   $%I|
842  0x00011742 0x00411742 4    5    .Themida_1 ascii   {05j
843  0x0001174b 0x0041174b 7    8    .Themida_1 ascii   !q3d(Fc
844  0x0001175e 0x0041175e 4    5    .Themida_1 ascii    AV1
845  0x00011765 0x00411765 4    5    .Themida_1 ascii   590J
846  0x00011782 0x00411782 5    6    .Themida_1 ascii   U&DDk
847  0x0001179d 0x0041179d 6    7    .Themida_1 ascii   #$"\r0(
848  0x000117bd 0x004117bd 4    5    .Themida_1 ascii   t?LD
849  0x000117ed 0x004117ed 5    6    .Themida_1 ascii   ]r8X+
850  0x000117fa 0x004117fa 5    6    .Themida_1 ascii   +qa${
851  0x0001181a 0x0041181a 4    5    .Themida_1 ascii   NLb7
852  0x00011832 0x00411832 4    5    .Themida_1 ascii   \n*u/
853  0x00011839 0x00411839 4    5    .Themida_1 ascii   @8}Q
854  0x0001184d 0x0041184d 9    10   .Themida_1 ascii   b"s${#]\aH
855  0x000118a1 0x004118a1 4    5    .Themida_1 ascii   u.La
856  0x000118bc 0x004118bc 4    5    .Themida_1 ascii   Gdi$
857  0x000118e1 0x004118e1 5    6    .Themida_1 ascii   gtCY6
858  0x0001196c 0x0041196c 6    7    .Themida_1 ascii    \b\eh"D
859  0x00011998 0x00411998 7    8    .Themida_1 ascii   BF xK2|
860  0x00011a30 0x00411a30 4    5    .Themida_1 ascii   JXVO
861  0x00011a68 0x00411a68 4    5    .Themida_1 ascii   \bH"P
862  0x00011aaf 0x00411aaf 4    6    .Themida_1 utf8    PǪ`l blocks=Basic Latin,Latin Extended-B
863  0x00011b39 0x00411b39 4    5    .Themida_1 ascii   UpeE
864  0x00011b65 0x00411b65 4    6    .Themida_1 utf8    v\b\bȯ blocks=Basic Latin,Latin Extended-B
865  0x00011b8f 0x00411b8f 4    7    .Themida_1 utf8    ĲfƪC blocks=Latin Extended-A,Basic Latin,Latin Extended-B
866  0x00011b9e 0x00411b9e 5    6    .Themida_1 ascii   A)@\f)
867  0x00011bd5 0x00411bd5 6    7    .Themida_1 ascii   \f[$!\no
868  0x00011bf4 0x00411bf4 4    5    .Themida_1 ascii   +V\bI
869  0x00011c01 0x00411c01 4    5    .Themida_1 ascii   'L+D
870  0x00011c3b 0x00411c3b 4    5    .Themida_1 ascii    jwh
871  0x00011c41 0x00411c41 4    5    .Themida_1 ascii   Ehz7
872  0x00011c55 0x00411c55 6    7    .Themida_1 ascii   \btJmlC
873  0x00011c94 0x00411c94 6    10   .Themida_1 utf8    УV?$䌉$ blocks=Cyrillic,Basic Latin,CJK Unified Ideographs Extension A
874  0x00011cb1 0x00411cb1 4    6    .Themida_1 utf8    Wݷp@ blocks=Basic Latin,Arabic Supplement
875  0x00011cb8 0x00411cb8 5    7    .Themida_1 utf8    o˞"\rb blocks=Basic Latin,Spacing Modifier Letters
876  0x00011d29 0x00411d29 4    5    .Themida_1 ascii   RK/"
877  0x00011d79 0x00411d79 4    6    .Themida_1 utf8    ہ71  blocks=Arabic,Basic Latin
878  0x00011da2 0x00411da2 4    5    .Themida_1 ascii   \ro|3
879  0x00011db5 0x00411db5 6    8    .Themida_1 utf8    6)Dc՞\e blocks=Basic Latin,Armenian
880  0x00011dcf 0x00411dcf 4    5    .Themida_1 ascii   #?ZD
881  0x00011dd4 0x00411dd4 4    5    .Themida_1 ascii   "' U
882  0x00011dec 0x00411dec 7    10   .Themida_1 utf8    $ӢaAЕb) blocks=Basic Latin,Cyrillic
883  0x00011e1f 0x00411e1f 5    7    .Themida_1 utf8    $3۪BX blocks=Basic Latin,Arabic
884  0x00011e2b 0x00411e2b 4    5    .Themida_1 ascii   ;,%}
885  0x00011e65 0x00411e65 5    6    .Themida_1 ascii   n}K%D
886  0x00011e7a 0x00411e7a 6    7    .Themida_1 ascii   Q}l$*b
887  0x00011ebc 0x00411ebc 4    6    .Themida_1 utf8    К#@Y blocks=Cyrillic,Basic Latin
888  0x00011ecc 0x00411ecc 4    5    .Themida_1 ascii   wwL$
889  0x00011ee1 0x00411ee1 5    7    .Themida_1 utf8    ,ބ\n\e1 blocks=Basic Latin,Thaana
890  0x00011f2b 0x00411f2b 4    5    .Themida_1 ascii   oX8s
891  0x00011f36 0x00411f36 5    7    .Themida_1 utf8    ?ɨ@\b@ blocks=Basic Latin,IPA Extensions
892  0x00011f3e 0x00411f3e 4    5    .Themida_1 ascii   *8K8
893  0x00011f62 0x00411f62 5    6    .Themida_1 ascii   $\n\r[m
894  0x00011f69 0x00411f69 5    6    .Themida_1 ascii   e(pei
895  0x00011f77 0x00411f77 4    6    .Themida_1 utf8    bS!Ԃ blocks=Basic Latin,Cyrillic Supplement
896  0x00011f80 0x00411f80 4    5    .Themida_1 ascii   $7'0
897  0x00011f9c 0x00411f9c 4    5    .Themida_1 ascii   Xc/I
898  0x00011fb1 0x00411fb1 4    5    .Themida_1 ascii   pSV\e
899  0x00011fca 0x00411fca 4    5    .Themida_1 ascii   Ms%!
900  0x00011fd1 0x00411fd1 11   14   .Themida_1 utf8    갌@8k@@sEH2] blocks=Hangul Syllables,Basic Latin
901  0x00011ff9 0x00411ff9 4    5    .Themida_1 ascii   :Y \t
902  0x0001202d 0x0041202d 4    6    .Themida_1 utf8    D\fKȈ blocks=Basic Latin,Latin Extended-B
903  0x00012043 0x00412043 7    8    .Themida_1 ascii   *i#lXXE
904  0x00012077 0x00412077 4    6    .Themida_1 utf8    ӆtf9 blocks=Cyrillic,Basic Latin
905  0x000120b5 0x004120b5 4    5    .Themida_1 ascii   XHT,
906  0x0001211e 0x0041211e 7    9    .Themida_1 utf8    bOd`4L0
907  0x00012190 0x00412190 4    5    .Themida_1 ascii   A419
908  0x0001219a 0x0041219a 6    7    .Themida_1 ascii   Rg<fE7
909  0x000121af 0x004121af 5    6    .Themida_1 ascii   \f\aJ{\b
910  0x000121b5 0x004121b5 4    5    .Themida_1 ascii   Uk\n}
911  0x000121bb 0x004121bb 4    5    .Themida_1 ascii   \tE8P
912  0x000121d6 0x004121d6 4    5    .Themida_1 ascii   1m:=
913  0x00012218 0x00412218 4    5    .Themida_1 ascii   Y\t q
914  0x00012222 0x00412222 5    6    .Themida_1 ascii   #Px<5
915  0x00012286 0x00412286 5    6    .Themida_1 ascii   \a|gx\n
916  0x000122e7 0x004122e7 4    5    .Themida_1 ascii   ABt;
917  0x000122ec 0x004122ec 4    5    .Themida_1 ascii   (/\fM
918  0x000122fc 0x004122fc 4    5    .Themida_1 ascii   P>R\t
919  0x00012302 0x00412302 4    6    .Themida_1 utf8    5RҬ` blocks=Basic Latin,Cyrillic
920  0x0001234b 0x0041234b 5    6    .Themida_1 ascii   P1s5d
921  0x00012378 0x00412378 4    5    .Themida_1 ascii   \a}\n;
922  0x0001238d 0x0041238d 5    7    .Themida_1 utf8    A^és< blocks=Basic Latin,Latin-1 Supplement
923  0x000123aa 0x004123aa 5    6    .Themida_1 ascii   E&*D.
924  0x000123e3 0x004123e3 4    5    .Themida_1 ascii   w JB
925  0x00012417 0x00412417 5    8    .Themida_1 utf8    eP$౹\b blocks=Basic Latin,Telugu
926  0x00012443 0x00412443 4    5    .Themida_1 ascii   F\&k
927  0x000124f4 0x004124f4 4    5    .Themida_1 ascii   >>\nk
928  0x0001250f 0x0041250f 9    10   .Themida_1 ascii   g(\bBC!0t\r
929  0x00012530 0x00412530 5    7    .Themida_1 utf8    Eإth& blocks=Basic Latin,Arabic
930  0x00012549 0x00412549 6    8    .Themida_1 utf8    IH\bAЉ/ blocks=Basic Latin,Cyrillic
931  0x00012599 0x00412599 7    8    .Themida_1 ascii   z;.L\aw\b
932  0x000125d5 0x004125d5 4    6    .Themida_1 utf8    ߭!8, blocks=NKo,Basic Latin
933  0x000125e4 0x004125e4 5    8    .Themida_1 utf8    =eRƼւ blocks=Basic Latin,Latin Extended-B,Armenian
934  0x000125ec 0x004125ec 4    7    .Themida_1 utf8    跢(t^ blocks=CJK Unified Ideographs,Basic Latin
935  0x000125fa 0x004125fa 5    6    .Themida_1 ascii   ]/Yi6
936  0x00012600 0x00412600 5    6    .Themida_1 ascii   )D*%m
937  0x00012616 0x00412616 4    5    .Themida_1 ascii   W4Ia
938  0x0001261c 0x0041261c 4    5    .Themida_1 ascii   c3[Z
939  0x00012626 0x00412626 4    5    .Themida_1 ascii   ~(?`
940  0x00012633 0x00412633 5    7    .Themida_1 utf8    L+ZٜF blocks=Basic Latin,Arabic
941  0x0001267a 0x0041267a 5    6    .Themida_1 ascii   M`z'F
942  0x000126b4 0x004126b4 4    6    .Themida_1 utf8    ρBu+ blocks=Greek and Coptic,Basic Latin
943  0x000126cb 0x004126cb 4    5    .Themida_1 ascii   d+@"
944  0x00012721 0x00412721 4    5    .Themida_1 ascii   B~X\
945  0x00012731 0x00412731 4    5    .Themida_1 ascii   \b5CJ
946  0x0001275f 0x0041275f 4    5    .Themida_1 ascii    at/
947  0x00012788 0x00412788 5    7    .Themida_1 utf8    !1I\fJ
948  0x000127ae 0x004127ae 4    5    .Themida_1 ascii   mj{>
949  0x000127c7 0x004127c7 4    5    .Themida_1 ascii   BIH\n
950  0x000127d4 0x004127d4 4    5    .Themida_1 ascii   F,)%
951  0x000127e9 0x004127e9 4    5    .Themida_1 ascii   Qz+!
952  0x000127f0 0x004127f0 5    6    .Themida_1 ascii   \t~k.b
953  0x00012842 0x00412842 5    6    .Themida_1 ascii   at+M2
954  0x0001284a 0x0041284a 4    6    .Themida_1 utf8    Xe˅= blocks=Basic Latin,Spacing Modifier Letters
955  0x00012850 0x00412850 6    8    .Themida_1 utf8    .ܣO3\t| blocks=Basic Latin,Syriac
956  0x0001286e 0x0041286e 5    6    .Themida_1 ascii   WP=G*
957  0x00012885 0x00412885 6    7    .Themida_1 ascii   ?Pu\r.u
958  0x000128a6 0x004128a6 4    5    .Themida_1 ascii   \rZ{3
959  0x000128c0 0x004128c0 4    5    .Themida_1 ascii   %+[c
960  0x00012933 0x00412933 4    5    .Themida_1 ascii   P_$[
961  0x000129be 0x004129be 4    6    .Themida_1 utf8    5#\aи blocks=Basic Latin,Cyrillic
962  0x000129ef 0x004129ef 4    6    .Themida_1 utf8    cݩ3% blocks=Basic Latin,Arabic Supplement
963  0x00012a39 0x00412a39 5    6    .Themida_1 ascii   ]L2lT
964  0x00012a4d 0x00412a4d 4    5    .Themida_1 ascii   >|B'
965  0x00012a58 0x00412a58 6    7    .Themida_1 ascii   0\v\IdN
966  0x00012a60 0x00412a60 4    5    .Themida_1 ascii   ,XDJ
967  0x00012a67 0x00412a67 8    9    .Themida_1 ascii   JdaNhw 9
968  0x00012aba 0x00412aba 5    6    .Themida_1 ascii   @uDtF
969  0x00012ac1 0x00412ac1 5    6    .Themida_1 ascii   $9\v$p
970  0x00012b0b 0x00412b0b 4    5    .Themida_1 ascii   xDG\n
971  0x00012b8d 0x00412b8d 4    5    .Themida_1 ascii   \t>"S
972  0x00012bc5 0x00412bc5 7    9    .Themida_1 utf8    X3R'^ǔ2 blocks=Basic Latin,Latin Extended-B
973  0x00012c07 0x00412c07 6    8    .Themida_1 utf8    Hȭh=^G blocks=Basic Latin,Latin Extended-B
974  0x00012c12 0x00412c12 5    6    .Themida_1 ascii   TCq1&
975  0x00012c1f 0x00412c1f 4    5    .Themida_1 ascii   B>BZ
976  0x00012c29 0x00412c29 4    5    .Themida_1 ascii   _Uv;
977  0x00012c5f 0x00412c5f 5    6    .Themida_1 ascii   nnO_A
978  0x00012cb9 0x00412cb9 4    5    .Themida_1 ascii   CEd*
979  0x00012cbe 0x00412cbe 7    8    .Themida_1 ascii   \nZ\vd\b\b+
980  0x00012cd1 0x00412cd1 4    5    .Themida_1 ascii   o\b`\r
981  0x00012d15 0x00412d15 4    6    .Themida_1 utf8    Mb\r 
982  0x00012d24 0x00412d24 4    5    .Themida_1 ascii   ZZ<x
983  0x00012d8e 0x00412d8e 4    5    .Themida_1 ascii   vMFh
984  0x00012dac 0x00412dac 4    5    .Themida_1 ascii   ,4O9
985  0x00012dbf 0x00412dbf 4    5    .Themida_1 ascii   D`JA
986  0x00012ddf 0x00412ddf 4    5    .Themida_1 ascii   &uCj
987  0x00012df1 0x00412df1 6    7    .Themida_1 ascii   MpDmyq
988  0x00012dfb 0x00412dfb 6    7    .Themida_1 ascii   ~%s"Z~
989  0x00012e04 0x00412e04 6    7    .Themida_1 ascii   $j-12%
990  0x00012e0f 0x00412e0f 7    8    .Themida_1 ascii   V\vO!e\t\a
991  0x00012e1b 0x00412e1b 4    5    .Themida_1 ascii   8KDI
992  0x00012e27 0x00412e27 4    5    .Themida_1 ascii   m0Q>
993  0x00012e48 0x00412e48 4    6    .Themida_1 utf8    tɬJ. blocks=Basic Latin,IPA Extensions
994  0x00012e94 0x00412e94 4    5    .Themida_1 ascii   .4r3
995  0x00012ec5 0x00412ec5 5    8    .Themida_1 utf8    \fɂkw͉ blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
996  0x00012ede 0x00412ede 6    7    .Themida_1 ascii   +\tJ2\n
997  0x00012eeb 0x00412eeb 4    5    .Themida_1 ascii   ^O5\f
998  0x00012ef6 0x00412ef6 4    5    .Themida_1 ascii   })mu
999  0x00012f12 0x00412f12 6    7    .Themida_1 ascii   fd\a\ba4
1000 0x00012f19 0x00412f19 4    5    .Themida_1 ascii   2\vp_
1001 0x00012f39 0x00412f39 5    6    .Themida_1 ascii   \tT\aoY
1002 0x00012f5c 0x00412f5c 4    5    .Themida_1 ascii   4r\bH
1003 0x00012f75 0x00412f75 5    6    .Themida_1 ascii   \bd` 4
1004 0x00012f9c 0x00412f9c 5    6    .Themida_1 ascii   d8vTp
1005 0x00012faa 0x00412faa 4    5    .Themida_1 ascii   csud
1006 0x00012fe5 0x00412fe5 5    6    .Themida_1 ascii   n#8ft
1007 0x00013002 0x00413002 7    8    .Themida_1 ascii   4\n)2~Jl
1008 0x00013027 0x00413027 4    5    .Themida_1 ascii   R,D\t
1009 0x0001305f 0x0041305f 5    6    .Themida_1 ascii   2$0\r_
1010 0x00013073 0x00413073 5    6    .Themida_1 ascii   ,R("\v
1011 0x0001307a 0x0041307a 5    6    .Themida_1 ascii   \t$\b\bR
1012 0x00013081 0x00413081 4    5    .Themida_1 ascii   H\b|Q
1013 0x00013088 0x00413088 4    5    .Themida_1 ascii   wqA4
1014 0x000130b9 0x004130b9 4    5    .Themida_1 ascii   [\tdt
1015 0x00013159 0x00413159 5    6    .Themida_1 ascii   \b\b:3`
1016 0x0001317d 0x0041317d 4    5    .Themida_1 ascii   y2\td
1017 0x000131b3 0x004131b3 4    6    .Themida_1 utf8    \tԣl3 blocks=Basic Latin,Cyrillic Supplement
1018 0x000131bf 0x004131bf 4    5    .Themida_1 ascii   33D\t
1019 0x000131fb 0x004131fb 4    5    .Themida_1 ascii   G #0
1020 0x00013204 0x00413204 5    6    .Themida_1 ascii   \rr9~
1021 0x0001321f 0x0041321f 4    5    .Themida_1 ascii   G2#B
1022 0x00013228 0x00413228 4    5    .Themida_1 ascii   frx9
1023 0x0001324d 0x0041324d 4    5    .Themida_1 ascii   Xrj9
1024 0x00013272 0x00413272 4    5    .Themida_1 ascii   Sz\b#
1025 0x000132a5 0x004132a5 6    7    .Themida_1 ascii    )QX<e
1026 0x000132c0 0x004132c0 6    7    .Themida_1 ascii   snwpri
1027 0x000132cd 0x004132cd 7    8    .Themida_1 ascii   vc~etg`
1028 0x000132e2 0x004132e2 5    6    .Themida_1 ascii   oc\sx
1029 0x00013305 0x00413305 8    9    .Themida_1 ascii   Han}zMA@
