[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1549 0x000462a6 0x00470ea6 4   5    .text   ascii   E\fPj
1550 0x000462ac 0x00470eac 4   5    .text   ascii   M\bQh
1551 0x000462d6 0x00470ed6 4   5    .text   ascii   E\fPj
1552 0x000462dc 0x00470edc 4   5    .text   ascii   M\bQh
1553 0x000463a6 0x00470fa6 4   5    .text   ascii   =<`I
1554 0x000463b9 0x00470fb9 7   8    .text   ascii   U\bRh LI
1555 0x000463d8 0x00470fd8 4   5    .text   ascii   U\bRj
1556 0x00046450 0x00471050 4   7    .text   utf8    \tẼ} blocks=Basic Latin,Combining Diacritical Marks
1557 0x00046804 0x00471404 6   10   .text   utf8    ؉EЋMЉM blocks=Arabic,Basic Latin,Cyrillic
1558 0x00046976 0x00471576 4   5    .text   ascii   =<`I
1559 0x00046989 0x00471589 7   8    .text   ascii   U\bRh LI
1560 0x000469a8 0x004715a8 4   5    .text   ascii   U\bRj
1561 0x00046a15 0x00471615 4   5    .text   ascii   jdhH
1562 0x00046b32 0x00471732 4   5    .text   ascii   B\f%\f
1563 0x00046b8a 0x0047178a 7   8    .text   ascii   \n+H\by!h
1564 0x00046c35 0x00471835 4   5    .text   ascii    t9j
1565 0x00046e3b 0x00471a3b 6   7    .text   ascii   jXh@\bI
1566 0x00046e90 0x00471a90 4   5    .text   ascii   Y_^[
1567 0x00046fe3 0x00471be3 4   5    .text   ascii   h@\bI
1568 0x00047016 0x00471c16 4   6    .text   utf8    M܋U\b blocks=Basic Latin,Syriac
1569 0x00047021 0x00471c21 4   6    .text   utf8    M܋U\f blocks=Basic Latin,Syriac
1570 0x00047078 0x00471c78 4   5    .text   ascii   Y_^[
1571 0x000470f7 0x00471cf7 4   5    .text   ascii   h\b<I
1572 0x000471a0 0x00471da0 4   5    .text   ascii   h@\bI
1573 0x000471f3 0x00471df3 4   5    .text   ascii   Y_^[
1574 0x00047297 0x00471e97 4   5    .text   ascii   h(<I
1575 0x000473a5 0x00471fa5 4   5    .text   ascii   h@\bI
1576 0x000473aa 0x00471faa 4   5    .text   ascii   hl\nI
1577 0x000473de 0x00471fde 4   6    .text   utf8    M܋U\b blocks=Basic Latin,Syriac
1578 0x000473e9 0x00471fe9 4   6    .text   utf8    M܋U\f blocks=Basic Latin,Syriac
1579 0x00047440 0x00472040 4   5    .text   ascii   Y_^[
1580 0x000474c7 0x004720c7 4   5    .text   ascii   hH<I
1581 0x00047569 0x00472169 4   5    .text   ascii   Y_^[
1582 0x000475c4 0x004721c4 5   6    .text   ascii   ;U\fs\f
1583 0x00047621 0x00472221 4   6    .text   utf8    3Ƀ}\b blocks=Basic Latin,Latin Extended-B
1584 0x00047798 0x00472398 4   7    .text   utf8    E\bP譏 blocks=Basic Latin,CJK Unified Ideographs
1585 0x000477cf 0x004723cf 4   5    .text   ascii   E\bPh
1586 0x000478d0 0x004724d0 4   7    .text   utf8    U\bR蠚 blocks=Basic Latin,CJK Unified Ideographs
1587 0x00047913 0x00472513 4   9    .text   utf16le jjjj
1588 0x00047a1f 0x0047261f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
1589 0x00047a28 0x00472628 7   9    .text   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
1590 0x00047a3d 0x0047263d 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
1591 0x00047a47 0x00472647 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
1592 0x00047ad6 0x004726d6 4   5    .text   ascii   =DSI
1593 0x00047adf 0x004726df 4   5    .text   ascii   =DSI
1594 0x00047af4 0x004726f4 4   5    .text   ascii   =@SI
1595 0x00047afd 0x004726fd 4   5    .text   ascii   =@SI
1596 0x00047b06 0x00472706 4   5    .text   ascii   \r@SI
1597 0x00047b37 0x00472737 4   5    .text   ascii   hh<I
1598 0x00047be2 0x004727e2 4   7    .text   utf8    U\bR荓 blocks=Basic Latin,CJK Unified Ideographs
1599 0x00047c2b 0x0047282b 4   5    .text   ascii   Y_^[
1600 0x00047e38 0x00472a38 4   5    .text   ascii   hx\rI
1601 0x00047e75 0x00472a75 4   5    .text   ascii   hx\rI
1602 0x00047f06 0x00472b06 4   7    .text   utf8    U\bR苇 blocks=Basic Latin,CJK Unified Ideographs
1603 0x00047fcf 0x00472bcf 4   5    .text   ascii   Y_^[
1604 0x0004809d 0x00472c9d 4   5    .text   ascii   E\b=`
1605 0x000480bc 0x00472cbc 4   5    .text   ascii   E\b-`
1606 0x00048117 0x00472d17 5   6    .text   ascii   E\b-f\t
1607 0x00048166 0x00472d66 5   6    .text   ascii   E\b=p\n
1608 0x00048171 0x00472d71 5   6    .text   ascii   E\b-f\n
1609 0x000481ad 0x00472dad 5   6    .text   ascii   E\b=f\v
1610 0x000481cc 0x00472dcc 5   6    .text   ascii   E\b-f\v
1611 0x000481ee 0x00472dee 5   6    .text   ascii   E\b=p\f
1612 0x000481f9 0x00472df9 5   6    .text   ascii   E\b-f\f
1613 0x00048235 0x00472e35 5   6    .text   ascii   E\b=f\r
1614 0x00048254 0x00472e54 5   6    .text   ascii   E\b-f\r
1615 0x00048276 0x00472e76 4   5    .text   ascii   E\b=Z
1616 0x00048281 0x00472e81 4   5    .text   ascii   E\b-P
1617 0x000482bd 0x00472ebd 4   5    .text   ascii   E\b= 
1618 0x000482dc 0x00472edc 4   5    .text   ascii   E\b- 
1619 0x000482fe 0x00472efe 4   5    .text   ascii   E\b=J
1620 0x00048309 0x00472f09 4   5    .text   ascii   E\b-@
1621 0x00048469 0x00473069 4   6    .text   utf8    ĘSVW blocks=Latin Extended-A,Basic Latin
1622 0x000484e8 0x004730e8 4   7    .text   utf8    E乤aI blocks=Basic Latin,CJK Unified Ideographs
1623 0x0004851a 0x0047311a 4   5    .text   ascii   Y_^[
1624 0x00048629 0x00473229 4   6    .text   utf8    ĘSVW blocks=Latin Extended-A,Basic Latin
1625 0x000486a9 0x004732a9 4   7    .text   utf8    E乤aI blocks=Basic Latin,CJK Unified Ideographs
1626 0x000486db 0x004732db 4   5    .text   ascii   Y_^[
1627 0x00048875 0x00473475 4   5    .text   ascii   $uEj
1628 0x00048ed4 0x00473ad4 4   7    .text   utf8    M\bQ舄 blocks=Basic Latin,CJK Unified Ideographs
1629 0x00048faa 0x00473baa 4   5    .text   ascii   ?ubj
1630 0x0004903e 0x00473c3e 5   6    .text   ascii   9j\rhP
1631 0x00049367 0x00473f67 5   6    .text   ascii   >u\nj 
1632 0x00049b71 0x00474771 47  48   .text   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f
1633 0x00049baa 0x004747aa 5   6    .text   ascii   \f\f\f\f\f
1634 0x00049bca 0x004747ca 6   7    .text   ascii   \f\f\f\f\f\v
1635 0x0004a32d 0x00474f2d 5   7    .text   utf8    ]ÐgMG blocks=Basic Latin,Latin-1 Supplement
1636 0x0004a4af 0x004750af 4   5    .text   ascii   \bPj-
1637 0x0004aaf9 0x004756f9 5   6    .text   ascii   >u\nj 
1638 0x0004afa0 0x00475ba0 4   5    .text   ascii   U\bRh
1639 0x0004b008 0x00475c08 4   5    .text   ascii   t{jd
1640 0x0004b052 0x00475c52 5   6    .text   ascii   U\bRje
1641 0x0004b108 0x00475d08 5   6    .text   ascii   Du5hH
1642 0x0004b315 0x00475f15 47  48   .text   ascii   \b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b
1643 0x0004b347 0x00475f47 17  18   .text   ascii   \b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b\b
1644 0x0004b35f 0x00475f5f 6   7    .text   ascii   \b\b\b\b\b\b
1645 0x0004b4ed 0x004760ed 4   5    .text   ascii   E\fPj
1646 0x0004bc0c 0x0047680c 5   6    .text   ascii   E\fPj 
1647 0x0004bdc4 0x004769c4 4   5    .text   ascii   uzj,
1648 0x0004be91 0x00476a91 4   5    .text   ascii   u3j,
1649 0x0004d171 0x00477d71 5   8    .text   utf8    E܋M܉M blocks=Basic Latin,Syriac
1650 0x0004d19d 0x00477d9d 5   8    .text   utf8    M؋U؉U blocks=Basic Latin,Arabic
1651 0x0004d24e 0x00477e4e 9   14   .text   utf8    M̋ỦUЋEЉE blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
1652 0x0004d96d 0x0047856d 35  36   .text   ascii   \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t
1653 0x0004d991 0x00478591 11  12   .text   ascii   \t\t\t\t\t\t\t\t\t\t\t
1654 0x0004d9a2 0x004785a2 11  12   .text   ascii   \t\t\t\t\t\t\t\t\t\t\t
1655 0x0004d9b1 0x004785b1 14  15   .text   ascii   \a\t\t\t\t\t\t\t\t\t\t\t\t\b
1656 0x0004e2d7 0x00478ed7 4   5    .text   ascii   M\fQj
1657 0x0004e307 0x00478f07 4   5    .text   ascii   u\nj 
1658 0x0004e36c 0x00478f6c 4   5    .text   ascii   U\fRj
1659 0x0004e455 0x00479055 4   5    .text   ascii   M\fQj
1660 0x0004e9be 0x004795be 4   5    .text   ascii   U\bRj
1661 0x0004ed96 0x00479996 5   6    .text   ascii   U\fRj 
1662 0x0004ee3b 0x00479a3b 4   5    .text   ascii   t$ht
1663 0x0004ee50 0x00479a50 4   5    .text   ascii   t\rhh
1664 0x0004ee67 0x00479a67 4   5    .text   ascii   t\rh(
1665 0x0004ee92 0x00479a92 4   5    .text   ascii   M\fQj
1666 0x0004eee5 0x00479ae5 16  17   .text   ascii   \a\a\a\a\n\n\n\n\b\n\n\n\n\n\n\t
1667 0x0004ef29 0x00479b29 35  36   .text   ascii   \v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v
1668 0x0004ef4d 0x00479b4d 31  32   .text   ascii   \v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v
1669 0x0004ef76 0x00479b76 12  13   .text   ascii   \a\b\v\v\v\v\v\v\v\t\n\n
1670 0x0004f182 0x00479d82 5   8    .text   utf8    M̉Mȃ} blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
1671 0x0004f2a5 0x00479ea5 83  84   .text   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1672 0x0004f558 0x0047a158 4   5    .text   ascii   U\fRj
1673 0x0004f60e 0x0047a20e 4   5    .text   ascii   E\fPj
1674 0x0004f82a 0x0047a42a 4   5    .text   ascii   u.j)
1675 0x0004fbc4 0x0047a7c4 4   5    .text   ascii   u\nj 
1676 0x0004fd8c 0x0047a98c 4   5    .text   ascii   v/j,
1677 0x0004ffd4 0x0047abd4 4   5    .text   ascii   u/j\a
1678 0x00050030 0x0047ac30 4   5    .text   ascii   u/j\t
1679 0x00050089 0x0047ac89 4   5    .text   ascii   u/j\b
1680 0x00050451 0x0047b051 5   6    .text   ascii   U\fRj 
1681 0x0005054c 0x0047b14c 4   5    .text   ascii   M\fQj
1682 0x00050569 0x0047b169 5   6    .text   ascii   M\bQj 
1683 0x000507ff 0x0047b3ff 5   6    .text   ascii   U\fRh 
1684 0x000508c8 0x0047b4c8 4   5    .text   ascii   M\fQj
1685 0x00050964 0x0047b564 4   5    .text   ascii   u>j]
1686 0x000509ec 0x0047b5ec 4   5    .text   ascii   t5j]
1687 0x00050a01 0x0047b601 4   5    .text   ascii   \bPj[
1688 0x00050a65 0x0047b665 5   6    .text   ascii   U\fRj(
1689 0x00050ac8 0x0047b6c8 4   5    .text   ascii   uSj]
1690 0x00050ae3 0x0047b6e3 5   6    .text   ascii   M\fQj(
1691 0x00050bfb 0x0047b7fb 4   5    .text   ascii   E\bPj
1692 0x00050c0b 0x0047b80b 4   5    .text   ascii   \bPj`
1693 0x00050ed0 0x0047bad0 5   6    .text   ascii   @txj'
1694 0x00050f36 0x0047bb36 4   5    .text   ascii   @t\rh
1695 0x00051fc1 0x0047cbc1 6   7    .text   ascii   M\b\vM\fu
1696 0x00052069 0x0047cc69 5   8    .text   utf8    E܋M؋Q blocks=Basic Latin,Syriac,Arabic
1697 0x0005217a 0x0047cd7a 6   7    .text   ascii   U\b\vU\fu
1698 0x000534ec 0x0047e0ec 4   6    .text   utf8    3Ƀ8\t blocks=Basic Latin,Latin Extended-B
1699 0x000535e0 0x0047e1e0 4   5    .text   ascii   }\f\t~
1700 0x000536fa 0x0047e2fa 6   7    .text   ascii   E\b;E\fs
1701 0x000538a7 0x0047e4a7 5   6    .text   ascii   E\f+E\b
1702 0x00053d5c 0x0047e95c 4   5    .text   ascii   ;M\fs
1703 0x00053f2d 0x0047eb2d 5   8    .text   utf8    3ŉEԃ= blocks=Basic Latin,Latin Extended-A,Cyrillic Supplement
1704 0x0005402d 0x0047ec2d 6   7    .text   ascii   ;U$trj
1705 0x00054127 0x0047ed27 5   6    .text   ascii   ;M u\n
1706 0x000542d8 0x0047eed8 4   5    .text   ascii   T\t\bR
1707 0x00054380 0x0047ef80 6   8    .text   utf8    M܍T\t\bR blocks=Basic Latin,Syriac
1708 0x000545a8 0x0047f1a8 5   7    .text   utf8    ۋE\f+E blocks=Arabic,Basic Latin
1709 0x00054601 0x0047f201 4   6    .text   utf8    3Ƀ}\b blocks=Basic Latin,Latin Extended-B
1710 0x0005464b 0x0047f24b 4   5    .text   ascii   ht\eI
1711 0x00054686 0x0047f286 4   5    .text   ascii   hL\eI
1712 0x000546be 0x0047f2be 4   5    .text   ascii   ht\eI
1713 0x000546c3 0x0047f2c3 4   5    .text   ascii   hL\eI
1714 0x00054731 0x0047f331 4   5    .text   ascii   ht\eI
1715 0x000547b2 0x0047f3b2 4   5    .text   ascii   U\bRh
1716 0x000548b6 0x0047f4b6 4   5    .text   ascii   =<`I
1717 0x0005491f 0x0047f51f 4   7    .text   utf8    \tE܃} blocks=Basic Latin,Syriac
1718 0x00054a2e 0x0047f62e 4   7    .text   utf8    U䡜XI blocks=Basic Latin,CJK Unified Ideographs Extension A
1719 0x00054bd5 0x0047f7d5 4   5    .text   ascii   ?s2h
1720 0x00054c54 0x0047f854 4   5    .text   ascii   ?s,h
1721 0x00055019 0x0047fc19 4   5    .text   ascii   u\nj\t
1722 0x000551aa 0x0047fdaa 4   5    .text   ascii   j/h8
1723 0x000551df 0x0047fddf 4   5    .text   ascii   j/h8
1724 0x00055230 0x0047fe30 4   5    .text   ascii   j0h8
1725 0x00055265 0x0047fe65 4   5    .text   ascii   j0h8
1726 0x000552ba 0x0047feba 4   7    .text   utf8    M\bQ虺 blocks=Basic Latin,CJK Unified Ideographs
1727 0x000552e7 0x0047fee7 4   5    .text   ascii   j:h8
1728 0x0005530d 0x0047ff0d 4   7    .text   utf8    M\bQ莳 blocks=Basic Latin,CJK Unified Ideographs
1729 0x00055326 0x0047ff26 4   5    .text   ascii   Y_^[
1730 0x0005541f 0x0048001f 4   7    .text   utf8    U\bR蒺 blocks=Basic Latin,CJK Unified Ideographs
1731 0x000554cb 0x004800cb 4   5    .text   ascii   h  I
1732 0x000554ff 0x004800ff 4   5    .text   ascii   \bt@j
1733 0x00055674 0x00480274 4   6    .text   utf8    3Ƀ}\b blocks=Basic Latin,Latin Extended-B
1734 0x0005568d 0x0048028d 6   7    .text   ascii   j:h` I
1735 0x000556b7 0x004802b7 6   7    .text   ascii   j:h` I
1736 0x000556be 0x004802be 4   5    .text   ascii   hD I
1737 0x00055788 0x00480388 4   5    .text   ascii   9M\fu
1738 0x000557a9 0x004803a9 4   5    .text   ascii   9U\fu
1739 0x000557b9 0x004803b9 4   5    .text   ascii   9E\fu
1740 0x00055880 0x00480480 6   8    .text   utf8    3\nD$\bS
1741 0x000558b5 0x004804b5 4   6    .text   utf8    V\v؋\n blocks=Basic Latin,Arabic
1742 0x000558f4 0x004804f4 4   5    .text   ascii   ^_[3
1743 0x0005592c 0x0048052c 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
1744 0x00055933 0x00480533 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
1745 0x0005666f 0x0048126f 4   6    .text   utf8    ̋T$\b blocks=Combining Diacritical Marks,Basic Latin
1746 0x0005673d 0x0048133d 4   6    .text   utf8    ËT$\b blocks=Latin-1 Supplement,Basic Latin
1747 0x0005846c 0x00483c6c 11  24   .rdata  utf16le \dhtmlh.dll
1748 0x00058488 0x00483c88 11  24   .rdata  utf16le winword.tmp
1749 0x000584a4 0x00483ca4 12  26   .rdata  utf16le \winword.tmp
1750 0x000584c4 0x00483cc4 11  24   .rdata  utf16le wintemp.tmp
1751 0x000584e0 0x00483ce0 12  26   .rdata  utf16le \wintemp.tmp
1752 0x00058500 0x00483d00 9   20   .rdata  utf16le tcwin.exe
1753 0x00058518 0x00483d18 10  22   .rdata  utf16le \tcwin.exe
1754 0x00058534 0x00483d34 9   20   .rdata  utf16le file2.asd
1755 0x0005854c 0x00483d4c 10  22   .rdata  utf16le \file2.asd
1756 0x00058568 0x00483d68 10  22   .rdata  utf16le rreegg.exe
1757 0x00058584 0x00483d84 11  24   .rdata  utf16le \rreegg.exe
1758 0x000585a0 0x00483da0 10  22   .rdata  utf16le ehtmlh.exe
1759 0x000585bc 0x00483dbc 11  24   .rdata  utf16le \ehtmlh.exe
1760 0x000585d8 0x00483dd8 10  22   .rdata  utf16le dhtmlh.dll
1761 0x000585f4 0x00483df4 6   7    .rdata  ascii   BUTTON
1762 0x000585fc 0x00483dfc 27  28   .rdata  ascii   TrayShowDesktopButtonWClass
1763 0x00058620 0x00483e20 13  14   .rdata  ascii   TrayNotifyWnd
1764 0x00058634 0x00483e34 5   6    .rdata  ascii   Start
1765 0x0005863c 0x00483e3c 6   7    .rdata  ascii   Button
1766 0x00058644 0x00483e44 13  14   .rdata  ascii   Shell_TrayWnd
1767 0x00058654 0x00483e54 29  60   .rdata  utf16le \Microsoft\Windows\HTML Help\
1768 0x000586a0 0x00483ea0 29  30   .rdata  ascii   Unknown Runtime Check Error\n\r
1769 0x000586c4 0x00483ec4 43  44   .rdata  ascii   Stack memory around _alloca was corrupted\n\r
1770 0x000586f8 0x00483ef8 53  54   .rdata  ascii   A local variable was used before it was initialized\n\r
1771 0x00058738 0x00483f38 28  29   .rdata  ascii   Stack memory was corrupted\n\r
1772 0x00058760 0x00483f60 284 285  .rdata  ascii   A cast to a smaller data type has caused a loss of data.  If this was intentional, you should mask the source of the cast with the appropriate bitmask.  For example:  \n\r\tchar c = (i & 0xFF);\n\rChanging the code in this way will not affect the quality of the resulting optimized code.\n\r
1773 0x000588b8 0x004840b8 220 221  .rdata  ascii   The value of ESP was not properly saved across a function call.  This is usually a result of calling a function declared with one calling convention with a function pointer declared with a different calling convention.\n\r
1774 0x000589f4 0x004841f4 27  28   .rdata  ascii   Stack around the variable '
1775 0x00058a10 0x00484210 16  17   .rdata  ascii   ' was corrupted.
1776 0x00058a24 0x00484224 14  15   .rdata  ascii   The variable '
1777 0x00058a34 0x00484234 42  43   .rdata  ascii   ' is being used without being initialized.
1778 0x00058a80 0x00484280 31  32   .rdata  ascii   Run-Time Check Failure #%d - %s
1779 0x00058aa8 0x004842a8 19  20   .rdata  ascii   Unknown Module Name
1780 0x00058ac0 0x004842c0 16  17   .rdata  ascii   Unknown Filename
1781 0x00058ad8 0x004842d8 31  64   .rdata  utf16le Run-Time Check Failure #%d - %s
1782 0x00058b28 0x00484328 53  108  .rdata  utf16le Runtime Check Error.\n\r Unable to display RTC Message.
1783 0x00058bac 0x004843ac 37  38   .rdata  ascii   Stack corrupted near unknown variable
1784 0x00058be0 0x004843e0 72  73   .rdata  ascii   Stack area around _alloca memory reserved by this function is corrupted\n
1785 0x00058c38 0x00484438 8   9    .rdata  ascii   %s%s%s%s
1786 0x00058c4c 0x0048444c 17  18   .rdata  ascii   %s%s%p%s%ld%s%d%s
1787 0x00058c68 0x00484468 71  72   .rdata  ascii   Stack area around _alloca memory reserved by this function is corrupted
1788 0x00058cc0 0x004844c0 12  13   .rdata  ascii   \nAddress: 0x
1789 0x00058cd0 0x004844d0 7   8    .rdata  ascii   \nSize: 
1790 0x00058cdc 0x004844dc 41  42   .rdata  ascii   \nAllocation number within this function: 
1791 0x00058d10 0x00484510 8   9    .rdata  ascii   \nData: <
1792 0x00058d1c 0x0048451c 9   10   .rdata  ascii   wsprintfA
1793 0x00058d28 0x00484528 10  11   .rdata  ascii   user32.dll
1794 0x00058d38 0x00484538 5   6    .rdata  ascii   %.2X 
1795 0x00058d40 0x00484540 51  52   .rdata  ascii   A variable is being used without being initialized.
1796 0x00058d80 0x00484580 30  31   .rdata  ascii   Stack around _alloca corrupted
1797 0x00058da8 0x004845a8 41  42   .rdata  ascii   Local variable used before initialization
1798 0x00058ddc 0x004845dc 23  24   .rdata  ascii   Stack memory corruption
1799 0x00058df8 0x004845f8 41  42   .rdata  ascii   Cast to smaller type causing loss of data
1800 0x00058e2c 0x0048462c 24  25   .rdata  ascii   Stack pointer corruption
1801 0x00058e64 0x00484664 62  63   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\prebuild\misc\i386\chkesp.c
1802 0x00058eb0 0x004846b0 219 220  .rdata  ascii   The value of ESP was not properly saved across a function call.  This is usually a result of calling a function declared with one calling convention with a function pointer declared with a different calling convention. 
1803 0x00058fd8 0x004847d8 14  15   .rdata  ascii   CorExitProcess
1804 0x00058fec 0x004847ec 11  24   .rdata  utf16le mscoree.dll
1805 0x00059008 0x00484808 16  34   .rdata  utf16le _wpgmptr != NULL
1806 0x00059030 0x00484830 12  26   .rdata  utf16le _get_wpgmptr
1807 0x00059050 0x00484850 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c
1808 0x000590c8 0x004848c8 14  30   .rdata  utf16le pValue != NULL
1809 0x000590ec 0x004848ec 15  32   .rdata  utf16le _pgmptr != NULL
1810 0x00059114 0x00484914 11  24   .rdata  utf16le _get_pgmptr
1811 0x000591c0 0x004849c0 25  52   .rdata  utf16le strcpy_s(*env, cchars, p)
1812 0x00059200 0x00484a00 8   18   .rdata  utf16le _setenvp
1813 0x00059218 0x00484a18 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\stdenvp.c
1814 0x00059290 0x00484a90 48  49   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\stdenvp.c
1815 0x000592cc 0x00484acc 48  49   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\stdargv.c
1816 0x00059308 0x00484b08 46  47   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\a_env.c
1817 0x00059340 0x00484b40 47  48   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\ioinit.c
1818 0x0005937c 0x00484b7c 6   7    .rdata  ascii   Client
1819 0x00059384 0x00484b84 6   7    .rdata  ascii   Ignore
1820 0x00059390 0x00484b90 6   7    .rdata  ascii   Normal
1821 0x00059398 0x00484b98 4   5    .rdata  ascii   Free
1822 0x000593b8 0x00484bb8 49  50   .rdata  ascii   Error: memory allocation: bad memory block type.\n
1823 0x000593f4 0x00484bf4 36  37   .rdata  ascii   Invalid allocation size: %Iu bytes.\n
1824 0x00059424 0x00484c24 32  33   .rdata  ascii   Client hook allocation failure.\n
1825 0x0005944c 0x00484c4c 52  53   .rdata  ascii   Client hook allocation failure at file %hs line %d.\n
1826 0x00059490 0x00484c90 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\dbgheap.c
1827 0x00059508 0x00484d08 17  36   .rdata  utf16le _CrtCheckMemory()
1828 0x00059534 0x00484d34 16  34   .rdata  utf16le _calloc_dbg_impl
1829 0x0005955c 0x00484d5c 30  62   .rdata  utf16le (_HEAP_MAXREQ / nNum) >= nSize
1830 0x000595a8 0x00484da8 25  52   .rdata  utf16le _pFirstBlock == pOldBlock
1831 0x000595e8 0x00484de8 24  50   .rdata  utf16le _pLastBlock == pOldBlock
1832 0x00059628 0x00484e28 49  100  .rdata  utf16le fRealloc || (!fRealloc && pNewBlock == pOldBlock)
1833 0x000596a0 0x00484ea0 47  48   .rdata  ascii   Error: possible heap corruption at or near 0x%p
1834 0x000596e0 0x00484ee0 68  138  .rdata  utf16le pOldBlock->nLine == IGNORE_LINE && pOldBlock->lRequest == IGNORE_REQ
1835 0x00059788 0x00484f88 33  68   .rdata  utf16le _CrtIsValidHeapPointer(pUserData)
1836 0x000597e0 0x00484fe0 75  76   .rdata  ascii   The Block at 0x%p was allocated by aligned routines, use _aligned_realloc()
1837 0x00059840 0x00485040 79  80   .rdata  ascii   Error: memory allocation: bad memory block type.\n\nMemory allocated at %hs(%d).\n
1838 0x000598a0 0x004850a0 66  67   .rdata  ascii   Invalid allocation size: %Iu bytes.\n\nMemory allocated at %hs(%d).\n
1839 0x000598f0 0x004850f0 35  36   .rdata  ascii   Client hook re-allocation failure.\n
1840 0x0005991c 0x0048511c 55  56   .rdata  ascii   Client hook re-allocation failure at file %hs line %d.\n
1841 0x00059960 0x00485160 13  28   .rdata  utf16le _recalloc_dbg
1842 0x00059984 0x00485184 30  62   .rdata  utf16le (_HEAP_MAXREQ / count) >= size
1843 0x000599d0 0x004851d0 11  24   .rdata  utf16le _expand_dbg
1844 0x000599ec 0x004851ec 17  36   .rdata  utf16le pUserData != NULL
1845 0x00059a18 0x00485218 21  44   .rdata  utf16le _pFirstBlock == pHead
1846 0x00059a4c 0x0048524c 20  42   .rdata  utf16le _pLastBlock == pHead
1847 0x00059a80 0x00485280 29  60   .rdata  utf16le pHead->nBlockUse == nBlockUse
1848 0x00059ac8 0x004852c8 60  122  .rdata  utf16le pHead->nLine == IGNORE_LINE && pHead->lRequest == IGNORE_REQ
1849 0x00059b60 0x00485360 133 134  .rdata  ascii   HEAP CORRUPTION DETECTED: after %hs block (#%d) at 0x%p.\nCRT detected that the application wrote to memory after end of heap buffer.\n
1850 0x00059c00 0x00485400 163 164  .rdata  ascii   HEAP CORRUPTION DETECTED: after %hs block (#%d) at 0x%p.\nCRT detected that the application wrote to memory after end of heap buffer.\n\nMemory allocated at %hs(%d).\n
1851 0x00059cc8 0x004854c8 137 138  .rdata  ascii   HEAP CORRUPTION DETECTED: before %hs block (#%d) at 0x%p.\nCRT detected that the application wrote to memory before start of heap buffer.\n
1852 0x00059d70 0x00485570 167 168  .rdata  ascii   HEAP CORRUPTION DETECTED: before %hs block (#%d) at 0x%p.\nCRT detected that the application wrote to memory before start of heap buffer.\n\nMemory allocated at %hs(%d).\n
1853 0x00059e40 0x00485640 38  78   .rdata  utf16le _BLOCK_TYPE_IS_VALID(pHead->nBlockUse)
1854 0x00059ea0 0x004856a0 26  27   .rdata  ascii   Client hook free failure.\n
1855 0x00059ec0 0x004856c0 72  73   .rdata  ascii   The Block at 0x%p was allocated by aligned routines, use _aligned_free()
1856 0x00059f18 0x00485718 10  22   .rdata  utf16le _msize_dbg
1857 0x00059f34 0x00485734 39  40   .rdata  ascii   %hs located at 0x%p is %Iu bytes long.\n
