[Strings]
nth  paddr      vaddr      len size section  type    string
81   0x00002101 0x00402101 4   5    .text    ascii   #7}a
82   0x00002111 0x00402111 4   5    .text    ascii   ,raJ
83   0x00002119 0x00402119 6   7    .text    ascii   \r0-*$J
84   0x00002155 0x00402155 4   5    .text    ascii   \r3$\t
85   0x00002185 0x00402185 5   6    .text    ascii   \t5"#h
86   0x00002212 0x00402212 7   9    .text    utf8    ~2L̥r\t# blocks=Basic Latin,Combining Diacritical Marks
87   0x00002227 0x00402227 5   6    .text    ascii   1Q:\eJ
88   0x00002233 0x00402233 4   5    .text    ascii   430"
89   0x0000223a 0x0040223a 4   5    .text    ascii   <_SJ
90   0x0000227f 0x0040227f 7   8    .text    ascii   RiZ9`LM
91   0x00002291 0x00402291 7   8    .text    ascii   \ni-i2nj
92   0x000022f6 0x004022f6 6   7    .text    ascii   if'v;2
93   0x00002352 0x00402352 4   5    .text    ascii   35~N
94   0x000023a1 0x004023a1 4   5    .text    ascii   bK|$
95   0x000023b0 0x004023b0 5   6    .text    ascii   kLE;z
96   0x000023bf 0x004023bf 6   8    .text    utf8    D{ýx$6 blocks=Basic Latin,Latin-1 Supplement
97   0x000023c7 0x004023c7 4   5    .text    ascii   \r?\t!
98   0x000023cc 0x004023cc 4   5    .text    ascii   xaae
99   0x000023da 0x004023da 4   6    .text    utf8    ;t#ۆ blocks=Basic Latin,Arabic
100  0x00002401 0x00402401 4   5    .text    ascii   NqQ\v
101  0x0000245f 0x0040245f 4   5    .text    ascii   ckH\f
102  0x00002471 0x00402471 6   7    .text    ascii   ^jOOdr
103  0x00002492 0x00402492 4   5    .text    ascii   "K\bN
104  0x000024ce 0x004024ce 10  12   .text    utf8    )3ȥbCve9)? blocks=Basic Latin,Latin Extended-B
105  0x000024ea 0x004024ea 6   7    .text    ascii   r\rf+<f
106  0x0000254d 0x0040254d 4   5    .text    ascii   oy{E
107  0x0000255f 0x0040255f 4   5    .text    ascii   I}Y\b
108  0x00002580 0x00402580 4   5    .text    ascii   a4\ap
109  0x00002595 0x00402595 4   5    .text    ascii   O>j`
110  0x000025c9 0x004025c9 4   5    .text    ascii   92Zw
111  0x000025dc 0x004025dc 4   5    .text    ascii   ;kmA
112  0x000025fe 0x004025fe 4   5    .text    ascii   AXTs
113  0x0000266b 0x0040266b 5   6    .text    ascii   ok3*j
114  0x00002693 0x00402693 4   5    .text    ascii   }]6&
115  0x000026de 0x004026de 6   8    .text    utf8    RV֒\e]W blocks=Basic Latin,Hebrew
116  0x000026ec 0x004026ec 6   7    .text    ascii   c(9\n3\f
117  0x000027cc 0x004027cc 4   5    .text    ascii   57Sv
118  0x000027d9 0x004027d9 4   5    .text    ascii   df!w
119  0x0000285b 0x0040285b 5   6    .text    ascii   5j\e9
120  0x00002874 0x00402874 4   5    .text    ascii   \n:wK
121  0x0000288b 0x0040288b 4   6    .text    utf8    fmoڏ blocks=Basic Latin,Arabic
122  0x000028a3 0x004028a3 4   5    .text    ascii   @[%G
123  0x000028ce 0x004028ce 4   6    .text    utf8    3B\aѺ blocks=Basic Latin,Cyrillic
124  0x0000294d 0x0040294d 4   5    .text    ascii   ^lM}
125  0x00002969 0x00402969 4   5    .text    ascii   KLZ[
126  0x000029ba 0x004029ba 4   5    .text    ascii   q)8n
127  0x000029d1 0x004029d1 4   5    .text    ascii   +o-3
128  0x000029d7 0x004029d7 5   7    .text    utf8    6'Ͻv` blocks=Basic Latin,Greek and Coptic
129  0x00002a0c 0x00402a0c 7   10   .text    utf8    璚,^jC-A blocks=CJK Unified Ideographs,Basic Latin
130  0x00002a31 0x00402a31 4   6    .text    utf8    Iԟ\a= blocks=Basic Latin,Cyrillic Supplement
131  0x00002a39 0x00402a39 6   9    .text    utf8    g+ꨋDN% blocks=Basic Latin,Cham
132  0x00002a4a 0x00402a4a 5   9    .text    utf8    )ў㭫2g blocks=Basic Latin,Cyrillic,CJK Unified Ideographs Extension A
133  0x00002a60 0x00402a60 4   6    .text    utf8    :ɪK? blocks=Basic Latin,IPA Extensions
134  0x00002a71 0x00402a71 4   6    .text    utf8    N\aہ~ blocks=Basic Latin,Arabic
135  0x00002aa1 0x00402aa1 6   7    .text    ascii   vQut:\e
136  0x00002ab2 0x00402ab2 5   8    .text    utf8    ṙs/֫ blocks=Basic Latin,Combining Diacritical Marks,Hebrew
137  0x00002b55 0x00402b55 4   5    .text    ascii   Gh(\n
138  0x00002b8f 0x00402b8f 4   5    .text    ascii   J~MU
139  0x00002bc2 0x00402bc2 4   6    .text    utf8    ̥eR@ blocks=Combining Diacritical Marks,Basic Latin
140  0x00002bea 0x00402bea 6   7    .text    ascii   +T_\tM4
141  0x00002c1f 0x00402c1f 6   7    .text    ascii   Na*SL3
142  0x00002c27 0x00402c27 4   5    .text    ascii   FE-i
143  0x00002c3e 0x00402c3e 4   5    .text    ascii   =Cv+
144  0x00002c6d 0x00402c6d 5   7    .text    utf8    ĕz[`) blocks=Latin Extended-A,Basic Latin
145  0x00002c8d 0x00402c8d 4   5    .text    ascii   OD\t>
146  0x00002c96 0x00402c96 4   6    .text    utf8    < zʫ blocks=Basic Latin,IPA Extensions
147  0x00002cf2 0x00402cf2 6   10   .text    utf8    ^ʸ}ew blocks=Basic Latin,Spacing Modifier Letters,Private Use Area
148  0x00002d1d 0x00402d1d 4   5    .text    ascii   .xG|
149  0x00002d2e 0x00402d2e 4   5    .text    ascii   u|36
150  0x00002d7b 0x00402d7b 9   11   .text    utf8    WLŒYDp9f{ blocks=Basic Latin,Latin Extended-A
151  0x00002d8c 0x00402d8c 4   5    .text    ascii   ',x!
152  0x00002d92 0x00402d92 4   5    .text    ascii   hGM!
153  0x00002e41 0x00402e41 8   9    .text    ascii   Vh'.\Xdk
154  0x00002e75 0x00402e75 4   5    .text    ascii   :DMI
155  0x00002e90 0x00402e90 4   7    .text    utf8    ̳̉6U blocks=Combining Diacritical Marks,Basic Latin
156  0x00002efb 0x00402efb 12  13   .text    ascii   nE8\vc.(vT))6
157  0x00002f0d 0x00402f0d 4   7    .text    utf8    VP. blocks=Basic Latin,Private Use Area
158  0x00002f52 0x00402f52 4   5    .text    ascii   g(X8
159  0x00002f57 0x00402f57 4   7    .text    utf8    0ȳp֓ blocks=Basic Latin,Latin Extended-B,Hebrew
160  0x00002f6f 0x00402f6f 4   5    .text    ascii   cU{3
161  0x0000307e 0x0040307e 7   8    .text    ascii   *XN$,nD
162  0x00003114 0x00403114 5   6    .text    ascii   N_]fS
163  0x00003132 0x00403132 5   8    .text    utf8    \(L荠z blocks=Basic Latin,CJK Unified Ideographs
164  0x0000313e 0x0040313e 4   5    .text    ascii   jh*/
165  0x00003163 0x00403163 5   6    .text    ascii   @\bK F
166  0x00003176 0x00403176 4   5    .text    ascii   E,|M
167  0x00003194 0x00403194 4   6    .text    utf8    i*ܩi blocks=Basic Latin,Syriac
168  0x000031a7 0x004031a7 5   6    .text    ascii   #79 ^
169  0x000031dc 0x004031dc 4   6    .text    utf8    `\`+
170  0x00003271 0x00403271 4   6    .text    utf8    mrӊk blocks=Basic Latin,Cyrillic
171  0x00003327 0x00403327 5   7    .text    utf8    Qܘ"Jc blocks=Basic Latin,Syriac
172  0x00003353 0x00403353 4   5    .text    ascii   u_\w
173  0x000033b0 0x004033b0 5   8    .text    utf8    y%B*粧 blocks=Basic Latin,CJK Unified Ideographs
174  0x000033c7 0x004033c7 4   6    .text    utf8    .[nȓ blocks=Basic Latin,Latin Extended-B
175  0x000033ee 0x004033ee 5   6    .text    ascii   \tn [Z
176  0x00003415 0x00403415 4   5    .text    ascii   e1.l
177  0x0000347b 0x0040347b 6   7    .text    ascii   .k7\vex
178  0x0000348a 0x0040348a 5   6    .text    ascii   ^5ufm
179  0x00003499 0x00403499 5   6    .text    ascii   6Ao8Q
180  0x000034e8 0x004034e8 4   6    .text    utf8    ;ɹ\tS blocks=Basic Latin,IPA Extensions
181  0x00003545 0x00403545 6   7    .text    ascii   T|P/:A
182  0x00003568 0x00403568 4   6    .text    utf8    Ҫ+o\e blocks=Cyrillic,Basic Latin
183  0x00003597 0x00403597 4   5    .text    ascii   I^=2
184  0x00003662 0x00403662 4   5    .text    ascii   KZh6
185  0x000036b3 0x004036b3 5   8    .text    utf8    갊Yw\e\n blocks=Hangul Syllables,Basic Latin
186  0x000036bf 0x004036bf 11  13   .text    utf8    \e_mm!+ݜ)uPk blocks=Basic Latin,Arabic Supplement
187  0x00003715 0x00403715 5   6    .text    ascii   yWn;6
188  0x00003721 0x00403721 9   12   .text    utf8    .ûr4 K\b\vݦ blocks=Basic Latin,Latin-1 Supplement,Arabic Supplement
189  0x0000372d 0x0040372d 4   7    .text    utf8    h{㭬\v blocks=Basic Latin,CJK Unified Ideographs Extension A
190  0x00003781 0x00403781 4   5    .text    ascii   #d;Y
191  0x00003788 0x00403788 6   7    .text    ascii   +.,A?:
192  0x00003812 0x00403812 7   9    .text    utf8    ĸt\byVS\e blocks=Latin Extended-A,Basic Latin
193  0x00003824 0x00403824 4   5    .text    ascii   IJ,T
194  0x0000382e 0x0040382e 5   7    .text    utf8    )&ȭvM blocks=Basic Latin,Latin Extended-B
195  0x00003854 0x00403854 6   8    .text    utf8    Ѧ\e_nx\a blocks=Cyrillic,Basic Latin
196  0x000038c2 0x004038c2 4   5    .text    ascii   ,=wa
197  0x0000392c 0x0040392c 10  11   .text    ascii   -P+g\rFm}BF
198  0x00003938 0x00403938 6   7    .text    ascii   ScH\v&O
199  0x00003982 0x00403982 4   7    .text    utf8    1ʃW¢ blocks=Basic Latin,IPA Extensions,Latin-1 Supplement
200  0x000039f9 0x004039f9 7   9    .text    utf8    <vjٌXN% blocks=Basic Latin,Arabic
201  0x00003a0f 0x00403a0f 4   5    .text    ascii   \a\v.;
202  0x00003a2f 0x00403a2f 4   5    .text    ascii   -\ts)
203  0x00003a53 0x00403a53 6   8    .text    utf8    co\v4ӳ\f blocks=Basic Latin,Cyrillic
204  0x00003a6c 0x00403a6c 5   7    .text    utf8    )ʶ(kK blocks=Basic Latin,Spacing Modifier Letters
205  0x00003a97 0x00403a97 4   5    .text    ascii   \nI#+
206  0x00003acb 0x00403acb 4   5    .text    ascii   \r9\b6
207  0x00003af0 0x00403af0 5   7    .text    utf8    ,٬<*y blocks=Basic Latin,Arabic
208  0x00003b33 0x00403b33 4   7    .text    utf8    ɥյ[l blocks=IPA Extensions,Armenian,Basic Latin
209  0x00003b88 0x00403b88 4   5    .text    ascii   6.B\f
210  0x00003ba6 0x00403ba6 6   9    .text    utf8    \nȑv7dA blocks=Basic Latin,Latin Extended-B
211  0x00003beb 0x00403beb 5   6    .text    ascii   XrEF 
212  0x00003c0e 0x00403c0e 7   9    .text    utf8    ٽpc"\a\bm blocks=Arabic,Basic Latin
213  0x00003c51 0x00403c51 4   6    .text    utf8    h3,Ҝ blocks=Basic Latin,Cyrillic
214  0x00003cc1 0x00403cc1 4   5    .text    ascii   hMwY
215  0x00003cce 0x00403cce 5   7    .text    utf8    ǃ$yTD blocks=Latin Extended-B,Basic Latin
216  0x00003ceb 0x00403ceb 6   8    .text    utf8    ]5K5\bɁ blocks=Basic Latin,Latin Extended-B
217  0x00003cfa 0x00403cfa 6   8    .text    utf8    %?Cɚg\e blocks=Basic Latin,IPA Extensions
218  0x00003d1e 0x00403d1e 4   5    .text    ascii   J\ G
219  0x00003d52 0x00403d52 4   6    .text    utf8    XAOϭ blocks=Basic Latin,Greek and Coptic
220  0x00003dd5 0x00403dd5 4   5    .text    ascii   Jmr?
221  0x00003de1 0x00403de1 4   5    .text    ascii   Ln)~
222  0x00003e15 0x00403e15 4   5    .text    ascii   ?q\rO
223  0x00003e27 0x00403e27 4   5    .text    ascii   *.5E
224  0x00003e61 0x00403e61 6   7    .text    ascii   "o=s{\a
225  0x00003e70 0x00403e70 4   5    .text    ascii   @8PJ
226  0x00003e75 0x00403e75 5   8    .text    utf8    Q湞cVA blocks=Basic Latin,CJK Unified Ideographs
227  0x00003ed8 0x00403ed8 4   5    .text    ascii   !S\tF
228  0x00003ef7 0x00403ef7 4   5    .text    ascii   ])T?
229  0x00003efc 0x00403efc 7   9    .text    utf8    2ɹF1V(} blocks=Basic Latin,IPA Extensions
230  0x00003f0e 0x00403f0e 4   5    .text    ascii   mCL,
231  0x00003f14 0x00403f14 5   7    .text    utf8    P\n\b\vҪ blocks=Basic Latin,Cyrillic
232  0x00003f4d 0x00403f4d 4   5    .text    ascii   (rVG
233  0x00003f6e 0x00403f6e 5   7    .text    utf8    sRӧ\n| blocks=Basic Latin,Cyrillic
234  0x00003f8e 0x00403f8e 4   6    .text    utf8    Aߑh7 blocks=Basic Latin,NKo
235  0x00003fa7 0x00403fa7 4   5    .text    ascii   YAp\t
236  0x00003fc6 0x00403fc6 5   6    .text    ascii   s #<O
237  0x00003ff8 0x00403ff8 4   8    .text    utf8    $Y璏ɔ blocks=Basic Latin,CJK Unified Ideographs,IPA Extensions
238  0x00004056 0x00404056 4   6    .text    utf8    JQIO
239  0x000040ab 0x004040ab 5   6    .text    ascii   U5S-}
240  0x000040f8 0x004040f8 4   5    .text    ascii   chi3
241  0x00004122 0x00404122 4   5    .text    ascii   n^\az
242  0x00004133 0x00404133 4   5    .text    ascii   L;H~
243  0x000041dd 0x004041dd 4   5    .text    ascii   ,o@n
244  0x000041e8 0x004041e8 4   5    .text    ascii   XYo+
245  0x000041f4 0x004041f4 4   5    .text    ascii   eTUH
246  0x0000420c 0x0040420c 4   5    .text    ascii   K\fV=
247  0x0000428c 0x0040428c 4   5    .text    ascii   ;b\a"
248  0x00004297 0x00404297 5   6    .text    ascii   zbF\aB
249  0x000042ae 0x004042ae 5   6    .text    ascii   u\bRm.
250  0x000042c3 0x004042c3 4   5    .text    ascii   &\egH
251  0x000042ed 0x004042ed 4   5    .text    ascii   O\tC4
252  0x000042f7 0x004042f7 5   7    .text    utf8    o_a:ċ blocks=Basic Latin,Latin Extended-A
253  0x00004328 0x00404328 4   5    .text    ascii   q;l]
254  0x00004366 0x00404366 8   9    .text    ascii   2vtB9=~L
255  0x000043a7 0x004043a7 5   6    .text    ascii   e-CBr
256  0x000043be 0x004043be 4   7    .text    utf8    q(E跈 blocks=Basic Latin,CJK Unified Ideographs
257  0x000043c7 0x004043c7 6   8    .text    utf8    .؈%/Rp blocks=Basic Latin,Arabic
258  0x000043da 0x004043da 4   5    .text    ascii   l-J\r
259  0x0000441d 0x0040441d 4   5    .text    ascii   @P#$
260  0x00004461 0x00404461 6   7    .text    ascii   +HO]~e
261  0x00004497 0x00404497 5   8    .text    utf8    e/l@ blocks=Basic Latin,Private Use Area
262  0x000044b4 0x004044b4 6   7    .text    ascii   \e;}xEL
263  0x000044c5 0x004044c5 4   5    .text    ascii   tTC9
264  0x000044d5 0x004044d5 5   7    .text    utf8    z.D<ҍ blocks=Basic Latin,Cyrillic
265  0x000044e0 0x004044e0 4   7    .text    utf8    hϐ,ǯ blocks=Basic Latin,Greek and Coptic,Latin Extended-B
266  0x000044f5 0x004044f5 4   5    .text    ascii   h3\ei
267  0x000045ae 0x004045ae 5   6    .text    ascii   <4bE{
268  0x00004625 0x00404625 6   7    .text    ascii   ,\>V\f^
269  0x00004633 0x00404633 5   7    .text    utf8    F ݫ5* blocks=Basic Latin,Arabic Supplement
270  0x0000463d 0x0040463d 4   5    .text    ascii   \a2z5
271  0x0000469d 0x0040469d 6   7    .text    ascii   (=,ZiN
272  0x000046b1 0x004046b1 4   5    .text    ascii   Rm}V
273  0x000046d9 0x004046d9 4   5    .text    ascii   @ZI7
274  0x000046f6 0x004046f6 4   7    .text    utf8    !ݾJ" blocks=Basic Latin,Arabic Supplement
275  0x00004765 0x00404765 4   6    .text    utf8    alҐ) blocks=Basic Latin,Cyrillic
276  0x000047dd 0x004047dd 4   5    .text    ascii   et9F
277  0x0000484f 0x0040484f 4   5    .text    ascii   [|bC
278  0x0000488f 0x0040488f 5   6    .text    ascii   L@a l
279  0x000048b0 0x004048b0 5   6    .text    ascii   ,m*v,
280  0x000048e5 0x004048e5 5   6    .text    ascii   \ffB|4
281  0x000048fe 0x004048fe 4   5    .text    ascii   tEaK
282  0x0000490a 0x0040490a 6   7    .text    ascii   S9f#\tP
283  0x00004955 0x00404955 9   12   .text    utf8    Ӑ${/mֽaHH blocks=Cyrillic,Basic Latin,Hebrew
284  0x00004992 0x00404992 4   5    .text    ascii   &)5g
285  0x000049a9 0x004049a9 6   7    .text    ascii   x3IEiR
286  0x000049c9 0x004049c9 4   6    .text    utf8    \jǙ9 blocks=Basic Latin,Latin Extended-B
287  0x000049cf 0x004049cf 4   5    .text    ascii   AR4\f
288  0x00004a8a 0x00404a8a 7   8    .text    ascii   Fl\r[c\v{
289  0x00004b10 0x00404b10 4   5    .text    ascii   b`nL
290  0x00004b16 0x00404b16 4   5    .text    ascii   4@gl
291  0x00004b1c 0x00404b1c 5   6    .text    ascii   S4E\*
292  0x00004b44 0x00404b44 4   5    .text    ascii   ry6E
293  0x00004b4f 0x00404b4f 5   6    .text    ascii   }PS_{
294  0x00004b68 0x00404b68 4   6    .text    utf8    \bkɅ` blocks=Basic Latin,Latin Extended-B
295  0x00004bcc 0x00404bcc 4   5    .text    ascii   6$>f
296  0x00004bdd 0x00404bdd 4   5    .text    ascii   CO`\r
297  0x00004c01 0x00404c01 5   6    .text    ascii   4Vpf[
298  0x00004c6c 0x00404c6c 4   5    .text    ascii   qD,G
299  0x00004c9b 0x00404c9b 5   7    .text    utf8    ռCNl. blocks=Armenian,Basic Latin
300  0x00004cb6 0x00404cb6 6   7    .text    ascii   >hi}(I
301  0x00004cd3 0x00404cd3 4   5    .text    ascii   ]0c^
302  0x00004cee 0x00404cee 6   8    .text    utf8    ߸o+Slh blocks=NKo,Basic Latin
303  0x00004d1f 0x00404d1f 7   8    .text    ascii   |]A4+B!
304  0x00004d2e 0x00404d2e 4   7    .text    utf8    ԻѼ5^ blocks=Armenian,Cyrillic,Basic Latin
305  0x00004d52 0x00404d52 4   6    .text    utf8    2)!̐ blocks=Basic Latin,Combining Diacritical Marks
306  0x00004d7c 0x00404d7c 4   5    .text    ascii   >lAx
307  0x00004d97 0x00404d97 5   7    .text    utf8    řrMO_ blocks=Latin Extended-A,Basic Latin
308  0x00004e1a 0x00404e1a 5   6    .text    ascii   v* wl
309  0x00004e30 0x00404e30 4   6    .text    utf8    Zd|С blocks=Basic Latin,Cyrillic
310  0x00004e55 0x00404e55 4   5    .text    ascii   Jd}\
311  0x00004ef0 0x00404ef0 4   5    .text    ascii   c<%P
312  0x00004f35 0x00404f35 6   7    .text    ascii   Rl}!9p
313  0x00004fbd 0x00404fbd 4   5    .text    ascii   *Pxv
314  0x00004fcf 0x00404fcf 4   5    .text    ascii   /uJc
315  0x00004fd7 0x00404fd7 6   9    .text    utf8    wdׂÓ^\r blocks=Basic Latin,Hebrew,Latin-1 Supplement
316  0x00004fe4 0x00404fe4 6   8    .text    utf8    ouҧde[ blocks=Basic Latin,Cyrillic
317  0x00004ff7 0x00404ff7 5   8    .text    utf8    ~\t㮊i! blocks=Basic Latin,CJK Unified Ideographs Extension A
318  0x00005029 0x00405029 4   5    .text    ascii   J\nMI
319  0x0000503a 0x0040503a 5   6    .text    ascii   Lq)u1
320  0x00005052 0x00405052 6   8    .text    utf8    YFM»>u blocks=Basic Latin,Latin-1 Supplement
321  0x00005067 0x00405067 4   5    .text    ascii   tNQ)
322  0x00005073 0x00405073 4   6    .text    utf8    YʋIl blocks=Basic Latin,IPA Extensions
323  0x000050be 0x004050be 4   5    .text    ascii   'k|Q
324  0x000050cd 0x004050cd 6   7    .text    ascii   6}wRKG
325  0x000050e3 0x004050e3 5   6    .text    ascii   9y}H?
326  0x00005131 0x00405131 9   10   .text    ascii   @^0{6b\fp;
327  0x00005194 0x00405194 4   5    .text    ascii   B=Qu
328  0x0000519d 0x0040519d 5   6    .text    ascii   x9300
329  0x000051c1 0x004051c1 5   7    .text    utf8    &B j͆ blocks=Basic Latin,Combining Diacritical Marks
330  0x000051e7 0x004051e7 6   7    .text    ascii   12xH\fz
331  0x000051ff 0x004051ff 4   6    .text    utf8    9)ɡQ blocks=Basic Latin,IPA Extensions
332  0x00005208 0x00405208 5   6    .text    ascii   \e\bb;@
333  0x00005238 0x00405238 4   6    .text    utf8    fFލ* blocks=Basic Latin,Thaana
334  0x00005294 0x00405294 4   5    .text    ascii   PzsR
335  0x0000529c 0x0040529c 4   5    .text    ascii   bRI\f
336  0x000052ea 0x004052ea 5   7    .text    utf8    f\f|~ڮ blocks=Basic Latin,Arabic
337  0x00005316 0x00405316 4   6    .text    utf8    aMe˸ blocks=Basic Latin,Spacing Modifier Letters
338  0x000053a5 0x004053a5 4   6    .text    utf8    B\nׄR blocks=Basic Latin,Hebrew
339  0x000053ce 0x004053ce 4   5    .text    ascii   hN8/
340  0x000053d8 0x004053d8 7   8    .text    ascii    _/%\X_
341  0x000053e8 0x004053e8 4   6    .text    utf8    {(]ٵ blocks=Basic Latin,Arabic
342  0x0000543d 0x0040543d 4   5    .text    ascii   \vrID
343  0x00005457 0x00405457 5   6    .text    ascii   \fk[h4
344  0x00005491 0x00405491 5   6    .text    ascii   iX nS
345  0x000054a1 0x004054a1 4   5    .text    ascii   pd`f
346  0x000054de 0x004054de 4   5    .text    ascii   =/EB
347  0x00005519 0x00405519 4   5    .text    ascii   P4J>
348  0x00005556 0x00405556 4   5    .text    ascii   Jgo'
349  0x000055a6 0x004055a6 4   5    .text    ascii   kIV;
350  0x000055d8 0x004055d8 4   7    .text    utf8    vק{ѻ blocks=Basic Latin,Hebrew,Cyrillic
351  0x000055e1 0x004055e1 9   11   .text    utf8    j?[ ؚ/{Hx blocks=Basic Latin,Arabic
