[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3186 0x00049dac 0x0044a9ac 15  16   .text   ascii   __vbaLsetFixstr
3187 0x00049dbe 0x0044a9be 19  20   .text   ascii   __vbaSetSystemError
3188 0x00049dd4 0x0044a9d4 13  14   .text   ascii   __vbaLenBstrB
3189 0x00049de4 0x0044a9e4 20  21   .text   ascii   __vbaHresultCheckObj
3190 0x00049dfc 0x0044a9fc 16  17   .text   ascii   __vbaVargVarCopy
3191 0x00049e10 0x0044aa10 11  12   .text   ascii   __vbaLenVar
3192 0x00049e1e 0x0044aa1e 13  14   .text   ascii   _adj_fdiv_m32
3193 0x00049e2e 0x0044aa2e 11  12   .text   ascii   __vbaAryVar
3194 0x00049e3c 0x0044aa3c 18  19   .text   ascii   Zombie_GetTypeInfo
3195 0x00049e52 0x0044aa52 16  17   .text   ascii   __vbaAryDestruct
3196 0x00049e66 0x0044aa66 13  14   .text   ascii   __vbaCyErrVar
3197 0x00049e76 0x0044aa76 24  25   .text   ascii   __vbaVarIndexLoadRefLock
3198 0x00049e92 0x0044aa92 13  14   .text   ascii   __vbaExitProc
3199 0x00049ea2 0x0044aaa2 15  16   .text   ascii   __vbaVarForInit
3200 0x00049eb4 0x0044aab4 11  12   .text   ascii   __vbaObjSet
3201 0x00049ec2 0x0044aac2 12  13   .text   ascii   __vbaStrLike
3202 0x00049ed2 0x0044aad2 12  13   .text   ascii   __vbaOnError
3203 0x00049ee2 0x0044aae2 14  15   .text   ascii   _adj_fdiv_m16i
3204 0x00049ef4 0x0044aaf4 17  18   .text   ascii   __vbaObjSetAddref
3205 0x00049f08 0x0044ab08 15  16   .text   ascii   _adj_fdivr_m16i
3206 0x00049f1a 0x0044ab1a 17  18   .text   ascii   __vbaVarIndexLoad
3207 0x00049f2e 0x0044ab2e 14  15   .text   ascii   __vbaStrFixstr
3208 0x00049f40 0x0044ab40 12  13   .text   ascii   __vbaBoolVar
3209 0x00049f50 0x0044ab50 19  20   .text   ascii   __vbaForEachCollVar
3210 0x00049f66 0x0044ab66 14  15   .text   ascii   __vbaRefVarAry
3211 0x00049f78 0x0044ab78 16  17   .text   ascii   __vbaBoolVarNull
3212 0x00049f8c 0x0044ab8c 6   7    .text   ascii   _CIsin
3213 0x00049f96 0x0044ab96 10  11   .text   ascii   __vbaErase
3214 0x00049fa4 0x0044aba4 16  17   .text   ascii   __vbaVargVarMove
3215 0x00049fb8 0x0044abb8 13  14   .text   ascii   __vbaVarCmpGt
3216 0x00049fc8 0x0044abc8 11  12   .text   ascii   __vbaChkstk
3217 0x00049fd6 0x0044abd6 14  15   .text   ascii   __vbaFileClose
3218 0x00049fe8 0x0044abe8 17  18   .text   ascii   EVENT_SINK_AddRef
3219 0x00049ffc 0x0044abfc 24  25   .text   ascii   __vbaGenerateBoundsError
3220 0x0004a018 0x0044ac18 11  12   .text   ascii   __vbaStrCmp
3221 0x0004a026 0x0044ac26 17  18   .text   ascii   __vbaExitEachColl
3222 0x0004a03a 0x0044ac3a 18  19   .text   ascii   __vbaAryConstruct2
3223 0x0004a050 0x0044ac50 13  14   .text   ascii   __vbaVarTstEq
3224 0x0004a060 0x0044ac60 11  12   .text   ascii   __vbaDateR8
3225 0x0004a06e 0x0044ac6e 14  15   .text   ascii   __vbaPutOwner4
3226 0x0004a080 0x0044ac80 9   10   .text   ascii   __vbaI2I4
3227 0x0004a08c 0x0044ac8c 11  12   .text   ascii   __vbaObjVar
3228 0x0004a09a 0x0044ac9a 20  21   .text   ascii   __vbaNextEachCollVar
3229 0x0004a0b2 0x0044acb2 15  16   .text   ascii   DllFunctionCall
3230 0x0004a0c4 0x0044acc4 10  11   .text   ascii   __vbaVarOr
3231 0x0004a0d2 0x0044acd2 17  18   .text   ascii   __vbaVarLateMemSt
3232 0x0004a0e6 0x0044ace6 10  11   .text   ascii   __vbaFpUI1
3233 0x0004a0f4 0x0044acf4 15  16   .text   ascii   __vbaCastObjVar
3234 0x0004a106 0x0044ad06 10  11   .text   ascii   __vbaStrR4
3235 0x0004a114 0x0044ad14 11  12   .text   ascii   __vbaLbound
3236 0x0004a122 0x0044ad22 18  19   .text   ascii   __vbaRedimPreserve
3237 0x0004a138 0x0044ad38 11  12   .text   ascii   _adj_fpatan
3238 0x0004a146 0x0044ad46 20  21   .text   ascii   __vbaFixstrConstruct
3239 0x0004a15e 0x0044ad5e 23  24   .text   ascii   Zombie_GetTypeInfoCount
3240 0x0004a178 0x0044ad78 10  11   .text   ascii   __vbaRedim
3241 0x0004a186 0x0044ad86 10  11   .text   ascii   __vbaStrR8
3242 0x0004a194 0x0044ad94 14  15   .text   ascii   __vbaUI1ErrVar
3243 0x0004a1a6 0x0044ada6 17  18   .text   ascii   __vbaRecUniToAnsi
3244 0x0004a1ba 0x0044adba 18  19   .text   ascii   EVENT_SINK_Release
3245 0x0004a1d0 0x0044add0 8   9    .text   ascii   __vbaNew
3246 0x0004a1dc 0x0044addc 10  11   .text   ascii   __vbaUI1I2
3247 0x0004a1ea 0x0044adea 7   8    .text   ascii   _CIsqrt
3248 0x0004a1f4 0x0044adf4 10  11   .text   ascii   __vbaObjIs
3249 0x0004a202 0x0044ae02 25  26   .text   ascii   EVENT_SINK_QueryInterface
3250 0x0004a21e 0x0044ae1e 10  11   .text   ascii   __vbaUI1I4
3251 0x0004a22c 0x0044ae2c 11  12   .text   ascii   __vbaStrUI1
3252 0x0004a23a 0x0044ae3a 12  13   .text   ascii   __vbaStr2Vec
3253 0x0004a24a 0x0044ae4a 18  19   .text   ascii   __vbaExceptHandler
3254 0x0004a260 0x0044ae60 17  18   .text   ascii   __vbaStrToUnicode
3255 0x0004a274 0x0044ae74 14  15   .text   ascii   __vbaPrintFile
3256 0x0004a286 0x0044ae86 13  14   .text   ascii   __vbaR4ErrVar
3257 0x0004a296 0x0044ae96 10  11   .text   ascii   _adj_fprem
3258 0x0004a2a4 0x0044aea4 14  15   .text   ascii   _adj_fdivr_m64
3259 0x0004a2b6 0x0044aeb6 13  14   .text   ascii   __vbaR8ErrVar
3260 0x0004a2c6 0x0044aec6 16  17   .text   ascii   __vbaFPException
3261 0x0004a2da 0x0044aeda 13  14   .text   ascii   __vbaInStrVar
3262 0x0004a2ea 0x0044aeea 14  15   .text   ascii   __vbaStrVarVal
3263 0x0004a2fc 0x0044aefc 11  12   .text   ascii   __vbaUbound
3264 0x0004a30a 0x0044af0a 11  12   .text   ascii   __vbaVarCat
3265 0x0004a318 0x0044af18 12  13   .text   ascii   __vbaDateVar
3266 0x0004a328 0x0044af28 10  11   .text   ascii   __vbaI2Var
3267 0x0004a336 0x0044af36 6   7    .text   ascii   _CIlog
3268 0x0004a340 0x0044af40 18  19   .text   ascii   __vbaErrorOverflow
3269 0x0004a356 0x0044af56 13  14   .text   ascii   __vbaFileOpen
3270 0x0004a366 0x0044af66 10  11   .text   ascii   __vbaR8Str
3271 0x0004a374 0x0044af74 10  11   .text   ascii   __vbaInStr
3272 0x0004a382 0x0044af82 9   10   .text   ascii   __vbaNew2
3273 0x0004a38e 0x0044af8e 12  13   .text   ascii   __vbaVar2Vec
3274 0x0004a39e 0x0044af9e 14  15   .text   ascii   _adj_fdiv_m32i
3275 0x0004a3b0 0x0044afb0 15  16   .text   ascii   _adj_fdivr_m32i
3276 0x0004a3c2 0x0044afc2 12  13   .text   ascii   __vbaStrCopy
3277 0x0004a3d2 0x0044afd2 14  15   .text   ascii   __vbaVarSetObj
3278 0x0004a3e4 0x0044afe4 10  11   .text   ascii   __vbaI4Str
3279 0x0004a3f2 0x0044aff2 13  14   .text   ascii   __vbaVarCmpLt
3280 0x0004a402 0x0044b002 11  12   .text   ascii   __vbaVarNot
3281 0x0004a410 0x0044b010 16  17   .text   ascii   __vbaFreeStrList
3282 0x0004a424 0x0044b024 14  15   .text   ascii   _adj_fdivr_m32
3283 0x0004a436 0x0044b036 11  12   .text   ascii   _adj_fdiv_r
3284 0x0004a444 0x0044b044 13  14   .text   ascii   __vbaVarTstNe
3285 0x0004a454 0x0044b054 14  15   .text   ascii   __vbaVarSetVar
3286 0x0004a466 0x0044b066 10  11   .text   ascii   __vbaI4Var
3287 0x0004a474 0x0044b074 13  14   .text   ascii   __vbaVarCmpEq
3288 0x0004a484 0x0044b084 19  20   .text   ascii   __vbaVarLateMemStAd
3289 0x0004a49a 0x0044b09a 11  12   .text   ascii   __vbaVarAdd
3290 0x0004a4a8 0x0044b0a8 12  13   .text   ascii   __vbaAryLock
3291 0x0004a4b8 0x0044b0b8 16  17   .text   ascii   __vbaLateMemCall
3292 0x0004a4cc 0x0044b0cc 11  12   .text   ascii   __vbaVarDup
3293 0x0004a4da 0x0044b0da 14  15   .text   ascii   __vbaStrToAnsi
3294 0x0004a4ec 0x0044b0ec 12  13   .text   ascii   __vbaVarCopy
3295 0x0004a4fc 0x0044b0fc 21  22   .text   ascii   __vbaVarLateMemCallLd
3296 0x0004a514 0x0044b114 9   10   .text   ascii   __vbaFpI4
3297 0x0004a520 0x0044b120 18  19   .text   ascii   __vbaLateMemCallLd
3298 0x0004a536 0x0044b136 20  21   .text   ascii   __vbaVarSetObjAddref
3299 0x0004a54e 0x0044b14e 7   8    .text   ascii   _CIatan
3300 0x0004a558 0x0044b158 13  14   .text   ascii   __vbaI2ErrVar
3301 0x0004a568 0x0044b168 12  13   .text   ascii   __vbaCastObj
3302 0x0004a578 0x0044b178 12  13   .text   ascii   __vbaStrMove
3303 0x0004a588 0x0044b188 12  13   .text   ascii   __vbaAryCopy
3304 0x0004a598 0x0044b198 7   8    .text   ascii   _allmul
3305 0x0004a5a2 0x0044b1a2 21  22   .text   ascii   __vbaVarLateMemCallSt
3306 0x0004a5ba 0x0044b1ba 6   7    .text   ascii   _CItan
3307 0x0004a5c4 0x0044b1c4 19  20   .text   ascii   __vbaNextEachCollAd
3308 0x0004a5da 0x0044b1da 10  11   .text   ascii   __vbaFPInt
3309 0x0004a5e8 0x0044b1e8 14  15   .text   ascii   __vbaAryUnlock
3310 0x0004a5fa 0x0044b1fa 15  16   .text   ascii   __vbaVarForNext
3311 0x0004a60c 0x0044b20c 6   7    .text   ascii   _CIexp
3312 0x0004a616 0x0044b216 13  14   .text   ascii   __vbaI4ErrVar
3313 0x0004a626 0x0044b226 12  13   .text   ascii   __vbaFreeStr
3314 0x0004a636 0x0044b236 12  13   .text   ascii   __vbaFreeObj
3315 0x0004c770 0x0044e370 12  26   .rsrc   utf16le \vDUMPSCANNER
3316 0x000647b9 0x004663b9 44  45   .rsrc   ascii   !This program cannot be run in DOS mode.\r\r\n$
3317 0x00064813 0x00466413 7   8    .rsrc   ascii   ve]Kvo%
3318 0x00064826 0x00466426 4   5    .rsrc   ascii   \vvh%
3319 0x0006483b 0x0046643b 7   8    .rsrc   ascii   vRichl%
3320 0x0006494c 0x0046654c 5   6    .rsrc   ascii   .text
3321 0x00064973 0x00466573 7   8    .rsrc   ascii   `.rdata
3322 0x0006499b 0x0046659b 6   7    .rsrc   ascii   @.data
3323 0x000649c4 0x004665c4 5   6    .rsrc   ascii   .rsrc
3324 0x000649eb 0x004665eb 7   8    .rsrc   ascii   @.reloc
3325 0x00064c00 0x00466800 4   5    .rsrc   ascii   E\b;H
3326 0x00064c09 0x00466809 4   5    .rsrc   ascii   ;E\fu
3327 0x00064e4b 0x00466a4b 4   6    .rsrc   utf8    ̋Q\bV blocks=Combining Diacritical Marks,Basic Latin
3328 0x00064e5d 0x00466a5d 5   6    .rsrc   ascii   sC+1W
3329 0x00064f74 0x00466b74 5   6    .rsrc   ascii   t\vWSP
3330 0x00065046 0x00466c46 4   5    .rsrc   ascii   E\bSV
3331 0x000650b4 0x00466cb4 4   5    .rsrc   ascii   ;Q\bu
3332 0x000650d7 0x00466cd7 4   5    .rsrc   ascii   U\f;U
3333 0x000650f1 0x00466cf1 4   5    .rsrc   ascii   ]\bVW
3334 0x00065351 0x00466f51 4   5    .rsrc   ascii   9\bu%
3335 0x0006537c 0x00466f7c 5   6    .rsrc   ascii   9H\buy
3336 0x000653a5 0x00466fa5 4   5    .rsrc   ascii   ;Q\bu
3337 0x0006564f 0x0046724f 4   5    .rsrc   ascii   \fSVW
3338 0x0006573f 0x0046733f 5   6    .rsrc   ascii   t\vSQP
3339 0x0006577f 0x0046737f 4   5    .rsrc   ascii   Y_^[
3340 0x000657bc 0x004673bc 4   5    .rsrc   ascii   _^[]
3341 0x00065864 0x00467464 4   5    .rsrc   ascii   ;P\bu
3342 0x000658e5 0x004674e5 6   7    .rsrc   ascii   \n;H\bu\v
3343 0x00065900 0x00467500 4   6    .rsrc   utf8    E\b3Ʌ blocks=Basic Latin,Latin Extended-B
3344 0x000659ea 0x004675ea 4   5    .rsrc   ascii   SVWP
3345 0x00065a42 0x00467642 5   6    .rsrc   ascii   t,;3u
3346 0x00065aa5 0x004676a5 4   5    .rsrc   ascii   Y_^[
3347 0x00065b91 0x00467791 4   5    .rsrc   ascii   ;A\bu
3348 0x00065ba5 0x004677a5 4   6    .rsrc   utf8    IE\b;
3349 0x00065bfd 0x004677fd 4   5    .rsrc   ascii   \a;\bu
3350 0x00065c0a 0x0046780a 5   6    .rsrc   ascii   \a;H\bu
3351 0x00065c40 0x00467840 5   6    .rsrc   ascii   ;A\bu:
3352 0x00065cc4 0x004678c4 5   6    .rsrc   ascii   ;Q\bu\v
3353 0x00065d2f 0x0046792f 4   5    .rsrc   ascii   ;A\bu
3354 0x00065db2 0x004679b2 4   5    .rsrc   ascii   h(\aB
3355 0x00065e48 0x00467a48 6   8    .rsrc   utf8    L$\bǄ$\b blocks=Basic Latin,Latin Extended-B
3356 0x00065f12 0x00467b12 4   5    .rsrc   ascii    SVW
3357 0x00065f1f 0x00467b1f 4   5    .rsrc   ascii   D$0d
3358 0x00065fba 0x00467bba 4   5    .rsrc   ascii   L$0d
3359 0x00065fc4 0x00467bc4 4   5    .rsrc   ascii   Y_^[
3360 0x0006602f 0x00467c2f 4   5    .rsrc   ascii   h<\aB
3361 0x0006604c 0x00467c4c 4   5    .rsrc   ascii   hT\aB
3362 0x00066065 0x00467c65 4   5    .rsrc   ascii   hl\aB
3363 0x00066091 0x00467c91 4   5    .rsrc   ascii   u\bWV
3364 0x000660c1 0x00467cc1 4   5    .rsrc   ascii   u\bWV
3365 0x000661c8 0x00467dc8 5   6    .rsrc   ascii   Sh )@
3366 0x00066217 0x00467e17 5   6    .rsrc   ascii   E\bSVW
3367 0x00066242 0x00467e42 4   5    .rsrc   ascii   D$4j
3368 0x00066251 0x00467e51 4   5    .rsrc   ascii   D$0,
3369 0x00066273 0x00467e73 6   8    .rsrc   utf8    ȍL$0QP blocks=Latin Extended-B,Basic Latin
3370 0x00066292 0x00467e92 4   5    .rsrc   ascii   D$XP
3371 0x000662b3 0x00467eb3 6   7    .rsrc   ascii   |$8;|$
3372 0x00066343 0x00467f43 4   6    .rsrc   utf8    ӋD$\f blocks=Cyrillic,Basic Latin
3373 0x00066359 0x00467f59 4   5    .rsrc   ascii   t$8j
3374 0x0006639d 0x00467f9d 4   5    .rsrc   ascii   L$(;
3375 0x000663a7 0x00467fa7 4   5    .rsrc   ascii   T$(;
3376 0x000663b5 0x00467fb5 6   7    .rsrc   ascii   ;F\bu\bQ
3377 0x000663d9 0x00467fd9 6   7    .rsrc   ascii   ;F\bu\bQ
3378 0x00066420 0x00468020 4   5    .rsrc   ascii   D$,P
3379 0x00066464 0x00468064 5   6    .rsrc   ascii   D$0PV
3380 0x000664d7 0x004680d7 4   6    .rsrc   utf8    u\nǆ  blocks=Basic Latin,Latin Extended-B
3381 0x00066624 0x00468224 4   5    .rsrc   ascii   X\bVW
3382 0x000666e2 0x004682e2 5   6    .rsrc   ascii   <=u"j
3383 0x00066707 0x00468307 4   5    .rsrc   ascii   8<^u
3384 0x00066734 0x00468334 11  12   .rsrc   ascii   <9~\v<=t\a<^t
3385 0x0006682a 0x0046842a 5   7    .rsrc   utf8    ]̍K\bQ blocks=Basic Latin,Combining Diacritical Marks
3386 0x00066863 0x00468463 6   9    .rsrc   utf8    tߋ]̀~\r blocks=Basic Latin,NKo,Combining Diacritical Marks
3387 0x000668fb 0x004684fb 8   10   .rsrc   utf8    3ĉD$xSVW blocks=Basic Latin,Latin Extended-A
3388 0x00066921 0x00468521 4   5    .rsrc   ascii   }\fjc
3389 0x0006692c 0x0046852c 4   5    .rsrc   ascii   D$!j
3390 0x00066962 0x00468562 4   5    .rsrc   ascii   <9~G
3391 0x000669a0 0x004685a0 4   5    .rsrc   ascii   D$ P
3392 0x000669ab 0x004685ab 4   6    .rsrc   utf8    u83\v
3393 0x000669bd 0x004685bd 4   5    .rsrc   ascii   Y_^[
3394 0x000669c2 0x004685c2 4   5    .rsrc   ascii   L$x3
3395 0x000669d8 0x004685d8 4   5    .rsrc   ascii   D$ P
3396 0x000669e3 0x004685e3 4   6    .rsrc   utf8    tȋD$ blocks=Basic Latin,Latin Extended-B
3397 0x00066a13 0x00468613 6   7    .rsrc   ascii   <0|$<9
3398 0x00066a47 0x00468647 4   5    .rsrc   ascii   D$ j
3399 0x00066a58 0x00468658 7   9    .rsrc   utf8    \f3ɀ8;u\n blocks=Basic Latin,Latin Extended-B
3400 0x00066ba4 0x004687a4 4   5    .rsrc   ascii   }\fjc
3401 0x00066ba9 0x004687a9 4   5    .rsrc   ascii   D$)j
3402 0x00066bc4 0x004687c4 4   6    .rsrc   utf8    +߉\$ blocks=Basic Latin,NKo
3403 0x00066be9 0x004687e9 4   5    .rsrc   ascii   <9~`
3404 0x00066c30 0x00468830 5   6    .rsrc   ascii   uC+T$
3405 0x00066c40 0x00468840 4   5    .rsrc   ascii   D$(P
3406 0x00066c4b 0x0046884b 4   6    .rsrc   utf8    u=3\v
3407 0x00066c5d 0x0046885d 4   5    .rsrc   ascii   Y_^[
3408 0x00066c7c 0x0046887c 5   6    .rsrc   ascii   D$$RP
3409 0x00066cab 0x004688ab 4   6    .rsrc   utf8    3\n\f>
3410 0x00066cd3 0x004688d3 4   5    .rsrc   ascii   D$(j
3411 0x00066cfe 0x004688fe 4   5    .rsrc   ascii   D$$P
3412 0x00066e2e 0x00468a2e 5   6    .rsrc   ascii   90u5S
3413 0x00066f13 0x00468b13 4   5    .rsrc   ascii   M\fV3
3414 0x00066f8e 0x00468b8e 4   5    .rsrc   ascii   gfff
3415 0x000670ca 0x00468cca 6   8    .rsrc   utf8    A\f\vǃy8 blocks=Basic Latin,Latin Extended-B
3416 0x00067114 0x00468d14 4   5    .rsrc   ascii   Y_^[
3417 0x00067148 0x00468d48 6   8    .rsrc   utf8    3ĉD$\bV blocks=Basic Latin,Latin Extended-A
3418 0x000671fa 0x00468dfa 4   5    .rsrc   ascii   L$\b3
3419 0x0006721c 0x00468e1c 4   5    .rsrc   ascii   PQVW
3420 0x000672dc 0x00468edc 5   6    .rsrc   ascii   PQSVW
3421 0x00067348 0x00468f48 4   5    .rsrc   ascii   Y_^[
3422 0x0006738f 0x00468f8f 4   5    .rsrc   ascii   $SVW
3423 0x000673d3 0x00468fd3 5   7    .rsrc   utf8    +ʡXJB blocks=Basic Latin,IPA Extensions
3424 0x0006740c 0x0046900c 6   10   .rsrc   utf8    E؋]܋}؋ blocks=Basic Latin,Arabic,Syriac
3425 0x000675f3 0x004691f3 6   8    .rsrc   utf8    A\f\vƃy8 blocks=Basic Latin,Latin Extended-B
3426 0x00067640 0x00469240 4   5    .rsrc   ascii   Y_^[
3427 0x0006767a 0x0046927a 6   7    .rsrc   ascii   M\b9\bt\r
3428 0x000676a4 0x004692a4 6   7    .rsrc   ascii   M\b9\bt\r
3429 0x0006781e 0x0046941e 4   6    .rsrc   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
3430 0x00067839 0x00469439 4   6    .rsrc   utf8    YY3Ƀ blocks=Basic Latin,Latin Extended-B
3431 0x00067857 0x00469457 4   6    .rsrc   utf8    YY3Ƀ blocks=Basic Latin,Latin Extended-B
3432 0x000678b8 0x004694b8 4   5    .rsrc   ascii   u\ehT
3433 0x00067951 0x00469551 4   5    .rsrc   ascii   u\ehT
3434 0x00067b05 0x00469705 5   6    .rsrc   ascii   9E\bu(
3435 0x00067bce 0x004697ce 7   8    .rsrc   ascii   ~,9~$t\t
3436 0x00067bdf 0x004697df 4   5    .rsrc   ascii   ~$9~
3437 0x00067c03 0x00469803 5   6    .rsrc   ascii   9~\ft\t
3438 0x00067c12 0x00469812 4   5    .rsrc   ascii   ~\f9~
3439 0x00067c7a 0x0046987a 4   6    .rsrc   utf8    ÍQ\bR blocks=Latin-1 Supplement,Basic Latin
3440 0x00067ce4 0x004698e4 4   5    .rsrc   ascii   Yt\aV
3441 0x00067e3f 0x00469a3f 4   7    .rsrc   utf8    M؉Mԃ blocks=Basic Latin,Arabic,Cyrillic Supplement
3442 0x00067e4a 0x00469a4a 4   6    .rsrc   utf8    }؋N@ blocks=Basic Latin,Arabic
3443 0x00067e66 0x00469a66 10  11   .rsrc   ascii   t\nHt\nHHuh@
3444 0x00067e98 0x00469a98 4   5    .rsrc   ascii   vPQj
3445 0x00067ef8 0x00469af8 5   7    .rsrc   utf8    }\b3ۉ] blocks=Basic Latin,Arabic
3446 0x00067f05 0x00469b05 4   5    .rsrc   ascii   uCj\b
3447 0x00067f12 0x00469b12 4   5    .rsrc   ascii   u\b!]
3448 0x00067f6b 0x00469b6b 7   8    .rsrc   ascii   tC97u?j
3449 0x00067f95 0x00469b95 5   6    .rsrc   ascii   M\bVPC
3450 0x00067fc0 0x00469bc0 4   5    .rsrc   ascii   u\bW3
3451 0x00067fc5 0x00469bc5 5   6    .rsrc   ascii   ;q\fs\b
3452 0x00067fe2 0x00469be2 4   5    .rsrc   ascii   ;p\fs
3453 0x00068045 0x00469c45 4   5    .rsrc   ascii   FH^]
3454 0x00068062 0x00469c62 4   5    .rsrc   ascii   A,V3
3455 0x000680e1 0x00469ce1 5   6    .rsrc   ascii   ~0_^[
3456 0x0006813b 0x00469d3b 4   6    .rsrc   utf8    A,+҉ blocks=Basic Latin,Cyrillic
3457 0x000681a0 0x00469da0 5   7    .rsrc   utf8    Y^ÃyP blocks=Basic Latin,Latin-1 Supplement
3458 0x00068316 0x00469f16 6   7    .rsrc   ascii   M\f+M\bQ
3459 0x0006834d 0x00469f4d 6   7    .rsrc   ascii   u\b;u\ft
3460 0x00068364 0x00469f64 7   8    .rsrc   ascii   FYY;u\fu
3461 0x00068390 0x00469f90 6   7    .rsrc   ascii   u\b;u\ft
3462 0x000683a7 0x00469fa7 7   8    .rsrc   ascii   FYY;u\fu
3463 0x000683d6 0x00469fd6 6   7    .rsrc   ascii   M\f+M\bQ
3464 0x000684d3 0x0046a0d3 4   5    .rsrc   ascii   9G@u
3465 0x00068519 0x0046a119 4   7    .rsrc   utf8    E؉Eԃ blocks=Basic Latin,Arabic,Cyrillic Supplement
3466 0x00068524 0x0046a124 6   9    .rsrc   utf8    E؉EЋO@ blocks=Basic Latin,Arabic,Cyrillic
3467 0x00068563 0x0046a163 4   7    .rsrc   utf8    E؉EЃ blocks=Basic Latin,Arabic,Cyrillic
3468 0x00068573 0x0046a173 5   8    .rsrc   utf8    U؉UԋU blocks=Basic Latin,Arabic,Cyrillic Supplement
3469 0x0006857b 0x0046a17b 4   6    .rsrc   utf8    +UԉU blocks=Basic Latin,Cyrillic Supplement
3470 0x0006858c 0x0046a18c 4   5    .rsrc   ascii   wPRj
3471 0x000685ad 0x0046a1ad 5   7    .rsrc   utf8    9]ċ]\b blocks=Basic Latin,Latin Extended-A
3472 0x000685c4 0x0046a1c4 6   7    .rsrc   ascii    s(Rj\b
3473 0x00068615 0x0046a215 6   7    .rsrc   ascii   F\f9\bs"
3474 0x0006866b 0x0046a26b 6   7    .rsrc   ascii   ND9\bt\v
3475 0x00068706 0x0046a306 5   7    .rsrc   utf8    E\b3ɉ\b blocks=Basic Latin,Latin Extended-B
3476 0x00068734 0x0046a334 4   6    .rsrc   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
3477 0x0006873a 0x0046a33a 4   5    .rsrc   ascii   H\f_^
3478 0x0006875d 0x0046a35d 4   6    .rsrc   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
3479 0x000687e2 0x0046a3e2 5   7    .rsrc   utf8    E\b3ɉ\b blocks=Basic Latin,Latin Extended-B
3480 0x00068810 0x0046a410 4   6    .rsrc   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
3481 0x00068816 0x0046a416 4   5    .rsrc   ascii   H\f_^
3482 0x00068839 0x0046a439 4   6    .rsrc   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
3483 0x0006885b 0x0046a45b 4   5    .rsrc   ascii   E\f\vE
3484 0x00068907 0x0046a507 5   6    .rsrc   ascii   9_Pu\b
3485 0x0006891b 0x0046a51b 4   5    .rsrc   ascii   9_@u
3486 0x00068978 0x0046a578 5   8    .rsrc   utf8    E؉Ẽ} blocks=Basic Latin,Arabic,Combining Diacritical Marks
3487 0x00068984 0x0046a584 4   6    .rsrc   utf8    ]؋O@ blocks=Basic Latin,Arabic
3488 0x00068cd8 0x0046a8d8 5   6    .rsrc   ascii   Whx2B
3489 0x00068d14 0x0046a914 4   5    .rsrc   ascii   u\tj\f
3490 0x00068d3a 0x0046a93a 4   5    .rsrc   ascii   hx2B
3491 0x00068d67 0x0046a967 4   5    .rsrc   ascii   u\tj\f
3492 0x00068ea6 0x0046aaa6 5   7    .rsrc   utf8    \n3\b]\f
3493 0x00068ebe 0x0046aabe 4   5    .rsrc   ascii   E\fPh
3494 0x00068fa3 0x0046aba3 5   7    .rsrc   utf8    \n3\b]\f
3495 0x00068fbb 0x0046abbb 4   5    .rsrc   ascii   E\fPh
3496 0x00069045 0x0046ac45 4   6    .rsrc   utf8    Σ4KB blocks=Greek and Coptic,Basic Latin
3497 0x00069058 0x0046ac58 4   5    .rsrc   ascii   54KB
3498 0x00069098 0x0046ac98 4   5    .rsrc   ascii   9;t>
3499 0x000690cc 0x0046accc 5   6    .rsrc   ascii   t\vVWP
3500 0x00069111 0x0046ad11 4   5    .rsrc   ascii   \r4KB
3501 0x00069120 0x0046ad20 5   7    .rsrc   utf8    3#4KB
3502 0x00069127 0x0046ad27 5   7    .rsrc   utf8    ]á0KB blocks=Basic Latin,Latin-1 Supplement
3503 0x00069146 0x0046ad46 4   5    .rsrc   ascii   50KB
3504 0x00069161 0x0046ad61 4   5    .rsrc   ascii   YYht
3505 0x00069178 0x0046ad78 4   5    .rsrc   ascii   5,KB
3506 0x0006928c 0x0046ae8c 4   5    .rsrc   ascii   =TKB
3507 0x00069294 0x0046ae94 4   5    .rsrc   ascii   hcW@
3508 0x000692dd 0x0046aedd 4   5    .rsrc   ascii   h0KB
3509 0x000692e8 0x0046aee8 4   5    .rsrc   ascii   %0KB
3510 0x000694e6 0x0046b0e6 4   5    .rsrc   ascii   %(:B
3511 0x00069566 0x0046b166 4   5    .rsrc   ascii   oF f
3512 0x000695c2 0x0046b1c2 4   5    .rsrc   ascii   oF f
3513 0x0006961a 0x0046b21a 4   5    .rsrc   ascii   oF f
3514 0x000697e5 0x0046b3e5 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3515 0x000697f1 0x0046b3f1 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
3516 0x00069803 0x0046b403 7   9    .rsrc   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
3517 0x0006981d 0x0046b41d 6   8    .rsrc   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
