Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2070 0x0001d86d 0x0041e46d 5   6    UPX1    ascii   0zKEh
2071 0x0001d877 0x0041e477 4   5    UPX1    ascii   \b^Po
2072 0x0001d88d 0x0041e48d 4   6    UPX1    utf8    ޗ{fT blocks=Thaana,Basic Latin
2073 0x0001d8be 0x0041e4be 4   5    UPX1    ascii   ?TT^
2074 0x0001d925 0x0041e525 4   5    UPX1    ascii   +TEg
2075 0x0001d939 0x0041e539 4   6    UPX1    utf8    ;#ޏ[ blocks=Basic Latin,Thaana
2076 0x0001d980 0x0041e580 4   5    UPX1    ascii   \R\v@
2077 0x0001d9ba 0x0041e5ba 4   5    UPX1    ascii   E9UW
2078 0x0001d9bf 0x0041e5bf 4   5    UPX1    ascii   p\taB
2079 0x0001d9d2 0x0041e5d2 4   5    UPX1    ascii   b\vsi
2080 0x0001da0e 0x0041e60e 4   5    UPX1    ascii   m=_`
2081 0x0001da1e 0x0041e61e 10  15   UPX1    utf8    Jਲ਼k^ꞑ}@*>~ blocks=Basic Latin,Gurmukhi,Latin Extended-D
2082 0x0001daa5 0x0041e6a5 4   7    UPX1    utf8    !U>侷 blocks=Basic Latin,CJK Unified Ideographs
2083 0x0001daf6 0x0041e6f6 5   7    UPX1    utf8    E~7ƾt blocks=Basic Latin,Latin Extended-B
2084 0x0001db00 0x0041e700 4   5    UPX1    ascii   _+(V
2085 0x0001db24 0x0041e724 9   10   UPX1    ascii   HrK\n~x45M
2086 0x0001db2e 0x0041e72e 5   6    UPX1    ascii   ~^T ~
2087 0x0001db6e 0x0041e76e 4   5    UPX1    ascii   CVZ|
2088 0x0001db86 0x0041e786 8   9    UPX1    ascii   \vI^f]&HN
2089 0x0001db9a 0x0041e79a 4   5    UPX1    ascii   0^Ih
2090 0x0001dbb1 0x0041e7b1 4   5    UPX1    ascii   mLDf
2091 0x0001dbc3 0x0041e7c3 4   5    UPX1    ascii   5;ec
2092 0x0001dbcd 0x0041e7cd 6   8    UPX1    utf8    e݄G^|^ blocks=Basic Latin,Syriac
2093 0x0001dbf2 0x0041e7f2 4   5    UPX1    ascii   \f\v#R
2094 0x0001dc69 0x0041e869 5   6    UPX1    ascii   ^?;'O
2095 0x0001dc8b 0x0041e88b 4   5    UPX1    ascii   _\a\r?
2096 0x0001dcba 0x0041e8ba 5   6    UPX1    ascii   JFhlL
2097 0x0001dcce 0x0041e8ce 4   5    UPX1    ascii   XxOA
2098 0x0001dcd6 0x0041e8d6 5   7    UPX1    utf8    =\t\n-Y
2099 0x0001dcf4 0x0041e8f4 5   8    UPX1    utf8    7Xwr㾐 blocks=Basic Latin,CJK Unified Ideographs Extension A
2100 0x0001ddc2 0x0041e9c2 4   6    UPX1    utf8    D4`ޥ blocks=Basic Latin,Thaana
2101 0x0001ddd2 0x0041e9d2 5   6    UPX1    ascii   p35@~
2102 0x0001de7c 0x0041ea7c 4   5    UPX1    ascii   O6#E
2103 0x0001df46 0x0041eb46 5   6    UPX1    ascii   _>#D/
2104 0x0001df6d 0x0041eb6d 6   7    UPX1    ascii   c_\b2`@
2105 0x0001df74 0x0041eb74 5   6    UPX1    ascii   B%+/Y
2106 0x0001df9c 0x0041eb9c 5   6    UPX1    ascii   "LPYy
2107 0x0001dfa9 0x0041eba9 6   7    UPX1    ascii   Tp(2)/
2108 0x0001dfbd 0x0041ebbd 6   7    UPX1    ascii   Hs%+/Y
2109 0x0001dfee 0x0041ebee 8   10   UPX1    utf8    "F-_P>^ء blocks=Basic Latin,Arabic
2110 0x0001e05e 0x0041ec5e 4   5    UPX1    ascii   ~>{I
2111 0x0001e086 0x0041ec86 7   8    UPX1    ascii   M\v?0h)C
2112 0x0001e165 0x0041ed65 4   5    UPX1    ascii   Xo6M
2113 0x0001e17a 0x0041ed7a 7   8    UPX1    ascii   \b{bAB%>
2114 0x0001e18a 0x0041ed8a 5   6    UPX1    ascii   z?]?\r
2115 0x0001e1c1 0x0041edc1 5   7    UPX1    utf8    ؞Y9yC blocks=Arabic,Basic Latin
2116 0x0001e1dd 0x0041eddd 6   7    UPX1    ascii   \vAa4(>
2117 0x0001e21a 0x0041ee1a 9   11   UPX1    utf8    :A߄\r^e!^\b blocks=Basic Latin,NKo
2118 0x0001e24a 0x0041ee4a 6   7    UPX1    ascii   =wC`|>
2119 0x0001e259 0x0041ee59 4   6    UPX1    utf8    ֛HzC blocks=Hebrew,Basic Latin
2120 0x0001e29d 0x0041ee9d 4   7    UPX1    utf8    \v~@걾 blocks=Basic Latin,Hangul Syllables
2121 0x0001e2ad 0x0041eead 4   7    UPX1    utf8    ТĊ_Z blocks=Cyrillic,Latin Extended-A,Basic Latin
2122 0x0001e2d2 0x0041eed2 4   5    UPX1    ascii   s0>I
2123 0x0001e303 0x0041ef03 4   5    UPX1    ascii   \^Px
2124 0x0001e343 0x0041ef43 6   7    UPX1    ascii   7^hM|>
2125 0x0001e37e 0x0041ef7e 4   5    UPX1    ascii   OieL
2126 0x0001e3d7 0x0041efd7 5   6    UPX1    ascii   }~!Si
2127 0x0001e3f8 0x0041eff8 4   6    UPX1    utf8    wa\ް blocks=Basic Latin,Thaana
2128 0x0001e425 0x0041f025 5   6    UPX1    ascii   Zayc\v
2129 0x0001e462 0x0041f062 4   5    UPX1    ascii   Vf6x
2130 0x0001e468 0x0041f068 4   5    UPX1    ascii   -`d>
2131 0x0001e512 0x0041f112 4   5    UPX1    ascii   "J\\b
2132 0x0001e59c 0x0041f19c 4   5    UPX1    ascii   6=>!
2133 0x0001e5a3 0x0041f1a3 5   7    UPX1    utf8    KҸ\g\a blocks=Basic Latin,Cyrillic
2134 0x0001e636 0x0041f236 4   5    UPX1    ascii   ^Diu
2135 0x0001e67d 0x0041f27d 6   9    UPX1    utf8    {[]쾓'\t blocks=Basic Latin,Hangul Syllables
2136 0x0001e6ee 0x0041f2ee 4   5    UPX1    ascii   o'\n{
2137 0x0001e724 0x0041f324 5   6    UPX1    ascii   =A\n_-
2138 0x0001e749 0x0041f349 4   6    UPX1    utf8    ۸TK^ blocks=Arabic,Basic Latin
2139 0x0001e759 0x0041f359 4   6    UPX1    utf8    )k^ڂ blocks=Basic Latin,Arabic
2140 0x0001e7b7 0x0041f3b7 5   6    UPX1    ascii   dEp5\b
2141 0x0001e7e9 0x0041f3e9 4   6    UPX1    utf8    HD{ش blocks=Basic Latin,Arabic
2142 0x0001e804 0x0041f404 4   6    UPX1    utf8    6ʴ_s blocks=Basic Latin,Spacing Modifier Letters
2143 0x0001e88a 0x0041f48a 4   5    UPX1    ascii   Pc.@
2144 0x0001e894 0x0041f494 4   6    UPX1    utf8    ~y(Ӄ blocks=Basic Latin,Cyrillic
2145 0x0001e8b5 0x0041f4b5 5   6    UPX1    ascii   &FZ3{
2146 0x0001e8cc 0x0041f4cc 4   6    UPX1    utf8    8ިk] blocks=Basic Latin,Thaana
2147 0x0001e912 0x0041f512 4   5    UPX1    ascii   ?r1{
2148 0x0001e934 0x0041f534 4   5    UPX1    ascii   &f?$
2149 0x0001e95b 0x0041f55b 4   5    UPX1    ascii   {e |
2150 0x0001e975 0x0041f575 4   5    UPX1    ascii   9%^^
2151 0x0001ea34 0x0041f634 4   5    UPX1    ascii   Uz0~
2152 0x0001ea6a 0x0041f66a 5   6    UPX1    ascii   \a*_Sf
2153 0x0001ea79 0x0041f679 7   8    UPX1    ascii   ~d^ SB7
2154 0x0001eb18 0x0041f718 4   5    UPX1    ascii   F"{x
2155 0x0001eb3c 0x0041f73c 5   6    UPX1    ascii   dVCiU
2156 0x0001eb72 0x0041f772 4   6    UPX1    utf8    ]ޅgh blocks=Basic Latin,Thaana
2157 0x0001ec0b 0x0041f80b 5   6    UPX1    ascii   t"SP^
2158 0x0001ecee 0x0041f8ee 5   6    UPX1    ascii   f~ Kh
2159 0x0001ecf8 0x0041f8f8 5   6    UPX1    ascii   ,(M!=
2160 0x0001ed02 0x0041f902 7   8    UPX1    ascii   rV?>aB!
2161 0x0001ed16 0x0041f916 4   5    UPX1    ascii   ~xi`
2162 0x0001ed2f 0x0041f92f 5   6    UPX1    ascii   Da]\fN
2163 0x0001ed68 0x0041f968 4   6    UPX1    utf8    X߶rt blocks=Basic Latin,NKo
2164 0x0001edd6 0x0041f9d6 5   6    UPX1    ascii   k@/:^
2165 0x0001ee4d 0x0041fa4d 4   5    UPX1    ascii   DN~>
2166 0x0001ee63 0x0041fa63 5   6    UPX1    ascii   4M~Pe
2167 0x0001ee73 0x0041fa73 4   5    UPX1    ascii   Fde\b
2168 0x0001ee8a 0x0041fa8a 4   8    UPX1    utf8    ߇%蛫_ blocks=NKo,Basic Latin,CJK Unified Ideographs
2169 0x0001eeaa 0x0041faaa 4   6    UPX1    utf8    >ߑ)8 blocks=Basic Latin,NKo
2170 0x0001eeb9 0x0041fab9 4   5    UPX1    ascii   lRiE
2171 0x0001eeef 0x0041faef 5   6    UPX1    ascii   %0^=-
2172 0x0001ef09 0x0041fb09 5   6    UPX1    ascii   VN \fs
2173 0x0001ef35 0x0041fb35 4   6    UPX1    utf8     4Ug blocks=Latin-1 Supplement,Basic Latin
2174 0x0001ef9a 0x0041fb9a 4   5    UPX1    ascii   `<\N
2175 0x0001f03a 0x0041fc3a 7   10   UPX1    utf8    \N ۠;{ߛ blocks=Basic Latin,Arabic,NKo
2176 0x0001f0ce 0x0041fcce 5   6    UPX1    ascii   84M8L
2177 0x0001f0fd 0x0041fcfd 5   6    UPX1    ascii   b^4~j
2178 0x0001f14a 0x0041fd4a 4   6    UPX1    utf8    M0=ğ blocks=Basic Latin,Latin Extended-A
2179 0x0001f15d 0x0041fd5d 4   5    UPX1    ascii   \N4\r
2180 0x0001f19c 0x0041fd9c 5   7    UPX1    utf8    G8zkݷ blocks=Basic Latin,Arabic Supplement
2181 0x0001f1c2 0x0041fdc2 7   8    UPX1    ascii   6#qS>~^
2182 0x0001f1e3 0x0041fde3 4   5    UPX1    ascii   m~FG
2183 0x0001f20b 0x0041fe0b 5   6    UPX1    ascii   \rLM!D
2184 0x0001f278 0x0041fe78 4   5    UPX1    ascii   Q\b?\n
2185 0x0001f287 0x0041fe87 4   5    UPX1    ascii   <`8?
2186 0x0001f28c 0x0041fe8c 4   5    UPX1    ascii   &j\7
2187 0x0001f2a4 0x0041fea4 5   7    UPX1    utf8    \v"~ϒW blocks=Basic Latin,Greek and Coptic
2188 0x0001f2b7 0x0041feb7 4   6    UPX1    utf8    >ޗ_\r blocks=Basic Latin,Thaana
2189 0x0001f2d4 0x0041fed4 5   7    UPX1    utf8    ^{f"ē blocks=Basic Latin,Latin Extended-A
2190 0x0001f2fc 0x0041fefc 5   6    UPX1    ascii   hGHS$
2191 0x0001f309 0x0041ff09 4   5    UPX1    ascii   H^6V
2192 0x0001f3c6 0x0041ffc6 4   5    UPX1    ascii   8\N 
2193 0x0001f407 0x00420007 4   5    UPX1    ascii   N \e*
2194 0x0001f48f 0x0042008f 4   8    UPX1    utf8    fަ幜@ blocks=Basic Latin,Thaana,CJK Unified Ideographs
2195 0x0001f497 0x00420097 5   6    UPX1    ascii   $\aGE2
2196 0x0001f4c5 0x004200c5 4   6    UPX1    utf8    2ZCӀ blocks=Basic Latin,Cyrillic
2197 0x0001f4de 0x004200de 5   6    UPX1    ascii   \eS_=}
2198 0x0001f500 0x00420100 4   5    UPX1    ascii   .o>X
2199 0x0001f51f 0x0042011f 4   5    UPX1    ascii   J>vt
2200 0x0001f538 0x00420138 4   6    UPX1    utf8    .v҃^ blocks=Basic Latin,Cyrillic
2201 0x0001f554 0x00420154 5   7    UPX1    utf8    *^\t(פ blocks=Basic Latin,Hebrew
2202 0x0001f55c 0x0042015c 4   5    UPX1    ascii   $@6\v
2203 0x0001f573 0x00420173 4   6    UPX1    utf8    bJ2ކ blocks=Basic Latin,Thaana
2204 0x0001f593 0x00420193 4   5    UPX1    ascii   \nqF1
2205 0x0001f5b6 0x004201b6 4   5    UPX1    ascii   &BbP
2206 0x0001f5e1 0x004201e1 5   6    UPX1    ascii   l6I@N
2207 0x0001f612 0x00420212 4   6    UPX1    utf8    x\b}ލ blocks=Basic Latin,Thaana
2208 0x0001f62b 0x0042022b 4   5    UPX1    ascii   '%&~
2209 0x0001f642 0x00420242 4   5    UPX1    ascii   >M@>
2210 0x0001f64a 0x0042024a 5   7    UPX1    utf8    X־,$n blocks=Basic Latin,Hebrew
2211 0x0001f665 0x00420265 4   5    UPX1    ascii   4{et
2212 0x0001f694 0x00420294 4   5    UPX1    ascii   R~~.
2213 0x0001f6a5 0x004202a5 4   5    UPX1    ascii   JSkT
2214 0x0001f6b9 0x004202b9 4   5    UPX1    ascii   nk\a(
2215 0x0001f73a 0x0042033a 4   5    UPX1    ascii   8g1s
2216 0x0001f74b 0x0042034b 7   8    UPX1    ascii   FZ\eI<Rt
2217 0x0001f7ac 0x004203ac 5   7    UPX1    utf8    @B!\nށ blocks=Basic Latin,Thaana
2218 0x0001f7b6 0x004203b6 4   5    UPX1    ascii   \e\bym
2219 0x0001f7c2 0x004203c2 4   5    UPX1    ascii   ~g\np
2220 0x0001f7db 0x004203db 4   5    UPX1    ascii   x~\rA
2221 0x0001f7e1 0x004203e1 5   6    UPX1    ascii   K~WCh
2222 0x0001f7f8 0x004203f8 4   5    UPX1    ascii   \n?>@
2223 0x0001f880 0x00420480 4   5    UPX1    ascii   D`?q
2224 0x0001f899 0x00420499 5   7    UPX1    utf8    ~Р-|O blocks=Basic Latin,Cyrillic
2225 0x0001f8cb 0x004204cb 5   6    UPX1    ascii   ]H1[/
2226 0x0001f955 0x00420555 4   5    UPX1    ascii   n2.>
2227 0x0001f96c 0x0042056c 8   9    UPX1    ascii   ?0^x\f0x?
2228 0x0001f9e1 0x004205e1 4   6    UPX1    utf8    EPĹ- blocks=Basic Latin,Latin Extended-A
2229 0x0001f9e9 0x004205e9 4   6    UPX1    utf8    1ؒx$ blocks=Basic Latin,Arabic
2230 0x0001f9fc 0x004205fc 4   5    UPX1    ascii   ^c0B
2231 0x0001fa22 0x00420622 4   5    UPX1    ascii   ?VG0
2232 0x0001fa59 0x00420659 5   6    UPX1    ascii   &?_p 
2233 0x0001fa83 0x00420683 7   10   UPX1    utf8    qO-ᮞv^~ blocks=Basic Latin,Sundanese
2234 0x0001fa9d 0x0042069d 5   6    UPX1    ascii   `~*qJ
2235 0x0001fabe 0x004206be 4   5    UPX1    ascii   .\bM3
2236 0x0001fadf 0x004206df 4   6    UPX1    utf8    ^Z!˪ blocks=Basic Latin,Spacing Modifier Letters
2237 0x0001fae5 0x004206e5 4   5    UPX1    ascii   z{y9
2238 0x0001faf3 0x004206f3 4   6    UPX1    utf8    Z>ϖ\e blocks=Basic Latin,Greek and Coptic
2239 0x0001fb03 0x00420703 4   5    UPX1    ascii   H^o'
2240 0x0001fb5d 0x0042075d 5   6    UPX1    ascii   ~";\t<
2241 0x0001fbcd 0x004207cd 6   9    UPX1    utf8    0昿}[hw blocks=Basic Latin,CJK Unified Ideographs
2242 0x0001fbe6 0x004207e6 4   5    UPX1    ascii   ~x/^
2243 0x0001fcf5 0x004208f5 5   6    UPX1    ascii   -2>eT
2244 0x0001fd0c 0x0042090c 4   5    UPX1    ascii   EX~1
2245 0x0001fd1f 0x0042091f 6   8    UPX1    utf8    ÊF$P@w blocks=Latin-1 Supplement,Basic Latin
2246 0x0001fdce 0x004209ce 7   10   UPX1    utf8    p|[;>dD blocks=Basic Latin,Greek and Coptic
2247 0x0001fdd8 0x004209d8 5   6    UPX1    ascii   ux$^i
2248 0x0001fe17 0x00420a17 4   5    UPX1    ascii   K~\aI
2249 0x0001fe68 0x00420a68 4   5    UPX1    ascii   ra,x
2250 0x0001fe80 0x00420a80 4   5    UPX1    ascii   >C6,
2251 0x0001fe8a 0x00420a8a 4   5    UPX1    ascii   +C\fe
2252 0x0001feb4 0x00420ab4 6   7    UPX1    ascii   ^H~5y!
2253 0x0001fed9 0x00420ad9 4   5    UPX1    ascii   ;P/^
2254 0x0001feef 0x00420aef 4   5    UPX1    ascii   \f4Q^
2255 0x0001ffe0 0x00420be0 5   6    UPX1    ascii   t/\b0`
2256 0x0002000f 0x00420c0f 4   5    UPX1    ascii   %T,0
2257 0x00020064 0x00420c64 4   5    UPX1    ascii   X.t=
2258 0x00020155 0x00420d55 5   7    UPX1    utf8    >ǵP>h blocks=Basic Latin,Latin Extended-B
2259 0x0002017a 0x00420d7a 4   5    UPX1    ascii   ^\t5\f
2260 0x000201e7 0x00420de7 4   5    UPX1    ascii   ZwxN
2261 0x0002021d 0x00420e1d 4   5    UPX1    ascii   ^\ta'
2262 0x00020294 0x00420e94 5   6    UPX1    ascii   +\ah]A
2263 0x000202a6 0x00420ea6 6   7    UPX1    ascii   G~Hq>J
2264 0x000202af 0x00420eaf 5   6    UPX1    ascii   {.{J\t
2265 0x000202e7 0x00420ee7 6   7    UPX1    ascii   dVp\b$4
2266 0x000202ff 0x00420eff 6   7    UPX1    ascii   Sc7xC\b
2267 0x00020316 0x00420f16 5   6    UPX1    ascii   zeXN\v
2268 0x00020355 0x00420f55 8   9    UPX1    ascii   zG)S{9ut
2269 0x000203d7 0x00420fd7 5   6    UPX1    ascii   B>*pH
2270 0x00020405 0x00421005 4   5    UPX1    ascii   (5"l
2271 0x0002040e 0x0042100e 5   7    UPX1    utf8    >?zѓH blocks=Basic Latin,Cyrillic
2272 0x00020423 0x00421023 6   7    UPX1    ascii   ns`x3>
2273 0x00020445 0x00421045 6   7    UPX1    ascii   (QL?C\t
2274 0x00020465 0x00421065 4   5    UPX1    ascii   cJ_5
2275 0x0002046a 0x0042106a 6   7    UPX1    ascii   0?\fg~{
2276 0x00020473 0x00421073 5   6    UPX1    ascii   ]D\t_~
2277 0x00020481 0x00421081 4   5    UPX1    ascii   4>L 
2278 0x00020488 0x00421088 4   5    UPX1    ascii   ^>@M
2279 0x00020498 0x00421098 5   6    UPX1    ascii   h>D)U
2280 0x000204cf 0x004210cf 5   7    UPX1    utf8    R8j\tÉ blocks=Basic Latin,Latin-1 Supplement
2281 0x000204df 0x004210df 4   5    UPX1    ascii   Cd%~
2282 0x000204e4 0x004210e4 5   6    UPX1    ascii   W.JRd
2283 0x0002051f 0x0042111f 4   6    UPX1    utf8    `ޞV0 blocks=Basic Latin,Thaana
2284 0x00020546 0x00421146 5   6    UPX1    ascii   _H>42
2285 0x00020572 0x00421172 4   6    UPX1    utf8    O>+m
2286 0x00020617 0x00421217 4   5    UPX1    ascii   RkS`
2287 0x000206c9 0x004212c9 4   5    UPX1    ascii   ^0!\e
2288 0x00020706 0x00421306 4   5    UPX1    ascii   ^\fS?
2289 0x00020796 0x00421396 5   6    UPX1    ascii   RC\bD_
2290 0x000207b1 0x004213b1 7   9    UPX1    utf8    \f#8ADp؈ blocks=Basic Latin,Arabic
2291 0x00020800 0x00421400 4   5    UPX1    ascii   ^i0^
2292 0x0002080b 0x0042140b 5   6    UPX1    ascii   ^En~+
2293 0x00020811 0x00421411 6   7    UPX1    ascii   \f\r\f,?~
2294 0x00020822 0x00421422 4   5    UPX1    ascii   ~\t-\b
2295 0x000208de 0x004214de 5   7    UPX1    utf8    ٥\t_da blocks=Arabic,Basic Latin
2296 0x000208f8 0x004214f8 4   6    UPX1    utf8    <OϠ' blocks=Basic Latin,Greek and Coptic
2297 0x00020901 0x00421501 4   6    UPX1    utf8    4ɫr' blocks=Basic Latin,IPA Extensions
2298 0x00020923 0x00421523 4   6    UPX1    utf8    `Ǿ8, blocks=Basic Latin,Latin Extended-B
2299 0x0002092f 0x0042152f 9   11   UPX1    utf8    KS^32C\f^ޟ blocks=Basic Latin,Thaana
2300 0x0002098f 0x0042158f 6   7    UPX1    ascii   F#04ux
2301 0x000209a3 0x004215a3 11  12   UPX1    ascii   ~9z4>&<_};`
2302 0x00020a0f 0x0042160f 4   5    UPX1    ascii   /\r>P
2303 0x00020a19 0x00421619 4   5    UPX1    ascii   j\e0>
2304 0x00020a25 0x00421625 4   5    UPX1    ascii   \b3^]
2305 0x00020a71 0x00421671 4   5    UPX1    ascii   ~K'|
2306 0x00020a90 0x00421690 4   5    UPX1    ascii   ? y\t
2307 0x00020ac9 0x004216c9 4   5    UPX1    ascii   M\t?~
2308 0x00020ace 0x004216ce 5   7    UPX1    utf8    ^6͋^\n blocks=Basic Latin,Combining Diacritical Marks
2309 0x00020b63 0x00421763 5   6    UPX1    ascii   X|>9}
2310 0x00020ba8 0x004217a8 6   7    UPX1    ascii   E0_V\vq
2311 0x00020bb0 0x004217b0 5   6    UPX1    ascii   4M+_Y
2312 0x00020bdc 0x004217dc 4   5    UPX1    ascii   >.\eM
2313 0x00020bef 0x004217ef 4   5    UPX1    ascii   6f^l
2314 0x00020c4b 0x0042184b 4   5    UPX1    ascii   wX2>
2315 0x00020ccf 0x004218cf 4   5    UPX1    ascii   _#mH
2316 0x00020cd9 0x004218d9 5   6    UPX1    ascii   ^d=|"
2317 0x00020cef 0x004218ef 5   7    UPX1    utf8    >PZfީ blocks=Basic Latin,Thaana
2318 0x00020d89 0x00421989 6   7    UPX1    ascii   -0^\eE:
2319 0x00020dae 0x004219ae 4   5    UPX1    ascii   dJ^H
2320 0x00020dbe 0x004219be 4   6    UPX1    utf8    ݨ:0~ blocks=Arabic Supplement,Basic Latin
2321 0x00020dfd 0x004219fd 4   5    UPX1    ascii   wS^?
2322 0x00020e2c 0x00421a2c 4   5    UPX1    ascii   #0\f0
2323 0x00020e72 0x00421a72 4   5    UPX1    ascii   ^k]T
2324 0x00020e9b 0x00421a9b 4   6    UPX1    utf8    >Ÿc( blocks=Basic Latin,Latin Extended-A
2325 0x00020ea3 0x00421aa3 4   5    UPX1    ascii   o~S>
2326 0x00020f09 0x00421b09 4   5    UPX1    ascii   fH\a_
2327 0x00020f23 0x00421b23 6   7    UPX1    ascii   ;SI8^L
2328 0x00020f2a 0x00421b2a 4   5    UPX1    ascii   m(\a^
2329 0x00020f87 0x00421b87 5   6    UPX1    ascii   ~5{h'
2330 0x00020fee 0x00421bee 7   8    UPX1    ascii   }pX^f\e4
2331 0x00020ff9 0x00421bf9 5   6    UPX1    ascii   /M^G\f
2332 0x00021030 0x00421c30 4   6    UPX1    utf8    hm?ב blocks=Basic Latin,Hebrew
2333 0x00021067 0x00421c67 4   5    UPX1    ascii   >)?h
2334 0x000210bb 0x00421cbb 4   5    UPX1    ascii   ~*sH
2335 0x000210ce 0x00421cce 4   5    UPX1    ascii   ]~P\t
2336 0x00021149 0x00421d49 4   6    UPX1    utf8    ݃\rph blocks=Syriac,Basic Latin
2337 0x0002115f 0x00421d5f 6   7    UPX1    ascii   p~lV\nZ
2338 0x000211a5 0x00421da5 4   5    UPX1    ascii   ]?l^
2339 0x000211ab 0x00421dab 5   7    UPX1    utf8    Ƙj>\b\e blocks=Latin Extended-B,Basic Latin
2340 0x000211ec 0x00421dec 5   6    UPX1    ascii   l\e^$c
2341 0x0002124f 0x00421e4f 5   6    UPX1    ascii   Mu$\nS
2342 0x00021255 0x00421e55 4   5    UPX1    ascii   X~hM
2343 0x00021293 0x00421e93 5   6    UPX1    ascii   VTdx+
2344 0x000212c1 0x00421ec1 6   7    UPX1    ascii   *6t2vO
2345 0x000212d0 0x00421ed0 4   5    UPX1    ascii   I|s^
2346 0x000212e0 0x00421ee0 5   7    UPX1    utf8    Rв_<q blocks=Basic Latin,Cyrillic
2347 0x0002131e 0x00421f1e 4   5    UPX1    ascii   \a\vs!
2348 0x000213d3 0x00421fd3 4   5    UPX1    ascii   \r|;\e
2349 0x00021418 0x00422018 4   5    UPX1    ascii   q`~?
2350 0x0002143a 0x0042203a 4   5    UPX1    ascii   ^"_K
2351 0x00021443 0x00422043 6   7    UPX1    ascii   P^s>\vx
2352 0x00021460 0x00422060 4   5    UPX1    ascii   -_mU
2353 0x00021476 0x00422076 4   6    UPX1    utf8    4!۴\b blocks=Basic Latin,Arabic
2354 0x000214a9 0x004220a9 4   5    UPX1    ascii   Zax-
2355 0x00021505 0x00422105 4   5    UPX1    ascii   IC?!
2356 0x00021546 0x00422146 4   7    UPX1    utf8    \e4"舶 blocks=Basic Latin,CJK Unified Ideographs
2357 0x00021562 0x00422162 4   5    UPX1    ascii   EK>^
2358 0x00021571 0x00422171 5   6    UPX1    ascii   {`~Iw
2359 0x00021587 0x00422187 4   5    UPX1    ascii   mv"?
2360 0x0002165e 0x0042225e 4   5    UPX1    ascii   c.}>
2361 0x00021675 0x00422275 5   6    UPX1    ascii   ;^6x/
2362 0x00021684 0x00422284 8   9    UPX1    ascii   :~\%`#^k
2363 0x00021696 0x00422296 4   5    UPX1    ascii   @d{#
2364 0x00021741 0x00422341 4   5    UPX1    ascii   ^+l!
2365 0x0002176f 0x0042236f 7   10   UPX1    utf8    \aޅR`1hp blocks=Basic Latin,Thaana
2366 0x0002179a 0x0042239a 4   5    UPX1    ascii   lCb<
2367 0x000217bf 0x004223bf 4   5    UPX1    ascii   dNX+
2368 0x0002186f 0x0042246f 6   8    UPX1    utf8    ֟~5@T^ blocks=Hebrew,Basic Latin
2369 0x00021991 0x00422591 4   5    UPX1    ascii   _/\rJ
2370 0x000219c1 0x004225c1 5   6    UPX1    ascii   J^_\al
2371 0x000219d2 0x004225d2 7   8    UPX1    ascii   ^_n,>#g
2372 0x000219e9 0x004225e9 4   5    UPX1    ascii   HN~\
2373 0x00021a16 0x00422616 4   5    UPX1    ascii   ~x8r
2374 0x00021a46 0x00422646 4   5    UPX1    ascii   +^X8
2375 0x00021ac4 0x004226c4 5   7    UPX1    utf8    pZ#Ȧy blocks=Basic Latin,Latin Extended-B
2376 0x00021b0f 0x0042270f 4   5    UPX1    ascii   YF\~
2377 0x00021b1e 0x0042271e 5   6    UPX1    ascii   l^\ab
2378 0x00021b82 0x00422782 7   8    UPX1    ascii   P'~\vMB\b
2379 0x00021b8c 0x0042278c 4   5    UPX1    ascii   ^{>~
2380 0x00021bc3 0x004227c3 4   6    UPX1    utf8    ~9˨_ blocks=Basic Latin,Spacing Modifier Letters
2381 0x00021be5 0x004227e5 5   6    UPX1    ascii   f\erp+
2382 0x00021c0c 0x0042280c 4   5    UPX1    ascii   .x\f<
2383 0x00021c62 0x00422862 8   10   UPX1    utf8    {f(^HyhՄ blocks=Basic Latin,Armenian
2384 0x00021cac 0x004228ac 4   6    UPX1    utf8    ^68Ҿ blocks=Basic Latin,Cyrillic
2385 0x00021cc5 0x004228c5 5   6    UPX1    ascii   N>\nhV
2386 0x00021d5f 0x0042295f 4   5    UPX1    ascii   #w^>
2387 0x00021d8f 0x0042298f 4   7    UPX1    utf8    ꨟ6m( blocks=Cham,Basic Latin
2388 0x00021d9d 0x0042299d 5   7    UPX1    utf8    ظ\vxZ< blocks=Arabic,Basic Latin
2389 0x00021dd3 0x004229d3 4   5    UPX1    ascii   \v$-\
2390 0x00021e19 0x00422a19 4   5    UPX1    ascii   s^<\t
2391 0x00021e6d 0x00422a6d 4   5    UPX1    ascii   \n ~K
2392 0x00021eb5 0x00422ab5 4   5    UPX1    ascii   2:}X
2393 0x00021ed2 0x00422ad2 7   8    UPX1    ascii   4j#8\rDn
2394 0x00021f44 0x00422b44 6   8    UPX1    utf8    pd06w߭ blocks=Basic Latin,NKo
2395 0x00021f4d 0x00422b4d 4   6    UPX1    utf8    _S\ri
2396 0x00021f99 0x00422b99 4   5    UPX1    ascii   z$i\b
2397 0x00021fd7 0x00422bd7 4   5    UPX1    ascii   "t:e
2398 0x00021ff3 0x00422bf3 4   5    UPX1    ascii   \e-kG
2399 0x00022009 0x00422c09 4   6    UPX1    utf8    \eItޚ blocks=Basic Latin,Thaana
2400 0x00022023 0x00422c23 4   5    UPX1    ascii   o ~s
