Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000050 0x00000050 40  41           ascii   This program must be run under Win32\r\n$7
1    0x000001f8 0x000001f8 5   6            ascii   .text
2    0x0000021f 0x0000021f 7   8            ascii   `.itext
3    0x00000247 0x00000247 6   7            ascii   `.data
4    0x00000270 0x00000270 4   5            ascii   .bss
5    0x00000298 0x00000298 6   7            ascii   .idata
6    0x000002c0 0x000002c0 7   8            ascii   .didata
7    0x000002e8 0x000002e8 4   5            ascii   .tls
8    0x00000310 0x00000310 6   7            ascii   .rdata
9    0x00000337 0x00000337 7   8            ascii   @.reloc
10   0x0000035f 0x0000035f 6   7            ascii   B.rsrc
383  0x00004a7d 0x0040567d 4   7            utf8    Ë\vD$ blocks=Latin-1 Supplement,Basic Latin
384  0x00004abe 0x004056be 7   8            ascii   T$\bSVWU
385  0x00004af0 0x004056f0 9   11           utf8    1Ɋ\b:\nu\t@B blocks=Basic Latin,Latin Extended-B
386  0x00004b10 0x00405710 4   5            ascii   ]_^[
387  0x00004b80 0x00405780 6   7            ascii   D$\bRQP
388  0x00004b8e 0x0040578e 6   7            ascii   YZXtm1
389  0x00004b97 0x00405797 5   6            ascii   \eSPRQ
390  0x00004c05 0x00405805 4   7            utf8    Ë\vD$ blocks=Latin-1 Supplement,Basic Latin
391  0x00004c1c 0x0040581c 5   6            ascii   VWUUh
392  0x00004c34 0x00405834 4   5            ascii   SPRQ
393  0x00004c7c 0x0040587c 4   5            ascii   ZYYd
394  0x00004c82 0x00405882 4   5            ascii   ]_^[
395  0x00004cad 0x004058ad 4   7            utf8    Ë\vD$ blocks=Latin-1 Supplement,Basic Latin
396  0x00004ccb 0x004058cb 4   5            ascii   SVWU
397  0x00004cdc 0x004058dc 4   5            ascii   ]_^[
398  0x00004cf6 0x004058f6 8   9            ascii   ZTUWVSPR
399  0x00004d00 0x00405900 4   5            ascii   Tj\aj
400  0x00004d3d 0x0040593d 4   5            ascii   I\fQj
401  0x00004d9f 0x0040599f 4   5            ascii   ]_^[
402  0x00004dc9 0x004059c9 4   5            ascii   d$,1
403  0x00004ddc 0x004059dc 5   7            utf8    1ҋL$\b blocks=Basic Latin,Cyrillic
404  0x00004e02 0x00405a02 4   5            ascii   ,t\=
405  0x00004e1a 0x00405a1a 5   6            ascii   t=HtN
406  0x00004e29 0x00405a29 4   5            ascii   r6t0
407  0x00004e3d 0x00405a3d 4   5            ascii   t.Ht
408  0x00004ec8 0x00405ac8 4   5            ascii   T$\bj
409  0x00004f34 0x00405b34 4   6            utf8    P1ҍE blocks=Basic Latin,Cyrillic
410  0x00004fc2 0x00405bc2 4   5            ascii   ZYYd
411  0x00004fde 0x00405bde 6   8            utf8    _^[]ÐU blocks=Basic Latin,Latin-1 Supplement
412  0x00004fe7 0x00405be7 4   5            ascii   QSVW
413  0x00004ff5 0x00405bf5 4   6            utf8    83ۋ@ blocks=Basic Latin,Arabic
414  0x00005000 0x00405c00 5   6            ascii   Uh6\@
415  0x0000502e 0x00405c2e 4   5            ascii   ZYYd
416  0x0000504a 0x00405c4a 5   6            ascii   _^[Y]
417  0x000050cc 0x00405ccc 4   5            ascii   ZYYd
418  0x000050e7 0x00405ce7 4   5            ascii   ^[Y]
419  0x000050f9 0x00405cf9 5   6            ascii   Uh/]@
420  0x0000511b 0x00405d1b 4   5            ascii   ZYYd
421  0x00005121 0x00405d21 4   5            ascii   h6]@
422  0x00005136 0x00405d36 7   9            utf8    ^[Y]ÐSV blocks=Basic Latin,Latin-1 Supplement
423  0x0000516b 0x00405d6b 7   8            ascii   t\aIt\vIt
424  0x0000518d 0x00405d8d 5   7            utf8    ^_[Í@ blocks=Basic Latin,Latin-1 Supplement
425  0x00005218 0x00405e18 6   9            utf8    _^[Éǋ_ blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
426  0x00005233 0x00405e33 4   6            utf8    _^1\a
427  0x000052a7 0x00405ea7 4   6            utf8    ZÀ=0 blocks=Basic Latin,Latin-1 Supplement
428  0x000052d8 0x00405ed8 4   5            ascii   SVWU
429  0x00005301 0x00405f01 4   5            ascii   = ;R
430  0x00005353 0x00405f53 4   6            utf8    3\tC\f
431  0x000053dd 0x00405fdd 6   9            utf8    ]_^[Ë# blocks=Basic Latin,Latin-1 Supplement
432  0x0000544b 0x0040604b 4   5            ascii   \nY]]
433  0x00005457 0x00406057 4   5            ascii   QSVW
434  0x00005495 0x00406095 4   5            ascii   U\fRP
435  0x000054a9 0x004060a9 5   6            ascii   _^[Y]
436  0x000054f1 0x004060f1 4   6            utf8    XÐSV blocks=Basic Latin,Latin-1 Supplement
437  0x000055fc 0x004061fc 5   6            ascii   ;_^[]
438  0x0000561c 0x0040621c 5   6            ascii   E\fPQj
439  0x00005652 0x00406252 5   6            ascii   E\fPQj
440  0x0000575d 0x0040635d 6   7            ascii   _^[YY]
441  0x00005767 0x00406367 6   9            utf8    \a\f$Q1Ʌ blocks=Basic Latin,Latin Extended-B
442  0x00005770 0x00406370 6   7            ascii   t!R:\nt
443  0x0000577f 0x0040637f 4   5            ascii   t\v:J
444  0x0000579d 0x0040639d 5   7            utf8    \f$Q1Ʌ blocks=Basic Latin,Latin Extended-B
445  0x000057a4 0x004063a4 11  12           ascii   t-Rf;\nt f;J
446  0x000057dd 0x004063dd 7   9            utf8    \f$Q1Ɋ\nB blocks=Basic Latin,Latin Extended-B
447  0x000057ed 0x004063ed 5   7            utf8    \f$Q1Ʌ blocks=Basic Latin,Latin Extended-B
448  0x00005836 0x00406436 4   5            ascii   t!P1
449  0x00005847 0x00406447 4   5            ascii   t\v:H
450  0x00005853 0x00406453 5   6            ascii   @@@Y)
451  0x000058eb 0x004064eb 4   5            ascii   X_^[
452  0x00005965 0x00406565 4   5            ascii   It6S
453  0x000059be 0x004065be 6   7            ascii   tGJ|<9
454  0x000059c5 0x004065c5 4   6            utf8    }@)Ӆ blocks=Basic Latin,Cyrillic
455  0x00005a06 0x00406606 4   6            utf8    ʋD$\b blocks=IPA Extensions,Basic Latin
456  0x00005a18 0x00406618 4   5            ascii   SVWU
457  0x00005a54 0x00406654 4   5            ascii   \rp$P
458  0x00005aa9 0x004066a9 6   8            utf8    ;]_^[Ð blocks=Basic Latin,Latin-1 Supplement
459  0x00005b16 0x00406716 4   6            utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
460  0x00005b33 0x00406733 4   7            utf8    QRP荾 blocks=Basic Latin,CJK Unified Ideographs
461  0x00005c18 0x00406818 6   7            ascii   t!R:\nt
462  0x00005c27 0x00406827 4   5            ascii   t\v:J
463  0x00005c48 0x00406848 11  12           ascii   t-Rf;\nt f;J
464  0x00005ce7 0x004068e7 4   5            ascii   uAJt
465  0x00005d39 0x00406939 5   7            utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
466  0x00005d94 0x00406994 4   5            ascii   SVWQ
467  0x00005de0 0x004069e0 6   8            utf8    Z_^[Í@ blocks=Basic Latin,Latin-1 Supplement
468  0x00005e00 0x00406a00 4   5            ascii   ~\tKf
469  0x00005e0b 0x00406a0b 4   6            utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
470  0x00005f61 0x00406b61 5   7            utf8    [ÐSVW blocks=Basic Latin,Latin-1 Supplement
471  0x00005f8f 0x00406b8f 4   5            ascii   ;_^[
472  0x00005fb1 0x00406bb1 4   7            utf8    ZÐ1Ʌ blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
473  0x00005fb8 0x00406bb8 6   7            ascii   t!R:\nt
474  0x00005fc7 0x00406bc7 4   5            ascii   t\v:J
475  0x00005fe8 0x00406be8 11  12           ascii   t-Rf;\nt f;J
476  0x00006063 0x00406c63 6   9            utf8    Ç\f$Q1Ʌ blocks=Latin-1 Supplement,Basic Latin,Latin Extended-B
477  0x000060e0 0x00406ce0 5   6            ascii   Uhvm@
478  0x00006162 0x00406d62 4   5            ascii   ZYYd
479  0x00006168 0x00406d68 4   5            ascii   h}m@
480  0x00006181 0x00406d81 6   9            utf8    ]Ð1Ɋ\nB blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
481  0x0000622e 0x00406e2e 5   7            utf8    ;_^[Ð blocks=Basic Latin,Latin-1 Supplement
482  0x000062b8 0x00406eb8 4   5            ascii   X_^[
483  0x0000639b 0x00406f9b 4   5            ascii   $\vD$
484  0x000063bf 0x00406fbf 4   6            utf8    _^[É blocks=Basic Latin,Latin-1 Supplement
485  0x000063dd 0x00406fdd 5   6            ascii   SVWRP
486  0x00006416 0x00407016 4   5            ascii   9\bu\f
487  0x000064e2 0x004070e2 8   9            ascii   XZ_^[X]X
488  0x00006563 0x00407163 4   5            ascii   QSVW
489  0x00006578 0x00407178 5   6            ascii   Uh!r@
490  0x0000660d 0x0040720d 4   5            ascii   ZYYd
491  0x00006613 0x00407213 4   5            ascii   h(r@
492  0x00006628 0x00407228 5   6            ascii   _^[Y]
493  0x00006683 0x00407283 4   6            utf8    r+ǋ\v blocks=Basic Latin,Latin Extended-B
494  0x0000669e 0x0040729e 4   6            utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
495  0x00006724 0x00407324 5   7            utf8    }\a3\tE
496  0x000067ae 0x004073ae 4   5            ascii   ZYYd
497  0x000067e9 0x004073e9 4   5            ascii   It4S
498  0x0000687e 0x0040747e 5   6            ascii   t6SVW
499  0x0000688e 0x0040748e 4   5            ascii   Jx f
500  0x000068a9 0x004074a9 4   5            ascii   _^t\f
501  0x000068ca 0x004074ca 6   8            utf8    SVW3ۉ] blocks=Basic Latin,Arabic
502  0x00006a8e 0x0040768e 4   5            ascii   ZYYd
503  0x00006adf 0x004076df 4   6            utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
504  0x00006afe 0x004076fe 17  18           ascii   <\nt&<\vt"<\ft(<\rt7<
505  0x00006b47 0x00407747 4   6            utf8    ՋT.\n blocks=Armenian,Basic Latin
506  0x00006b76 0x00407776 5   7            utf8    ]_^[Ð blocks=Basic Latin,Latin-1 Supplement
507  0x00006bb9 0x004077b9 5   7            utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
508  0x00006be1 0x004077e1 4   5            ascii   PSVW
509  0x00006bf2 0x004077f2 5   6            ascii   <\nt-<
510  0x00006bf8 0x004077f8 15  16           ascii   tc<\vtB<\ftr<\rt}<
511  0x00006c85 0x00407885 4   6            utf8    ՋT.\n blocks=Armenian,Basic Latin
512  0x00006cd6 0x004078d6 5   6            ascii   \v_^[X
513  0x00006ce2 0x004078e2 5   7            utf8    _^[XÐ blocks=Basic Latin,Latin-1 Supplement
514  0x00006d0c 0x0040790c 4   5            ascii   SVWU
515  0x00006d7f 0x0040797f 4   5            ascii   ]_^[
516  0x00006dce 0x004079ce 4   6            utf8    [1ɊJ blocks=Basic Latin,Latin Extended-B
517  0x00006dee 0x004079ee 4   6            utf8    ;1ɊJ blocks=Basic Latin,Latin Extended-B
518  0x00006e46 0x00407a46 9   11           utf8    ]_^[ÐSVWU blocks=Basic Latin,Latin-1 Supplement
519  0x00006e51 0x00407a51 5   9            utf8    É։ϋl$ blocks=Latin-1 Supplement,Armenian,Greek and Coptic,Basic Latin
520  0x00006e92 0x00407a92 4   5            ascii   ]_^[
521  0x00006ef0 0x00407af0 4   6            utf8    h1ɊO blocks=Basic Latin,Latin Extended-B
522  0x00006f59 0x00407b59 4   5            ascii   ]_^[
523  0x00006fcb 0x00407bcb 5   6            ascii   Uh(|@
524  0x00006fd6 0x00407bd6 4   6            utf8     3\tE
525  0x00007014 0x00407c14 4   5            ascii   ZYYd
526  0x0000701a 0x00407c1a 4   5            ascii   h/|@
527  0x00007032 0x00407c32 4   6            utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
528  0x00007056 0x00407c56 4   6            utf8     3\tE
529  0x00007092 0x00407c92 4   5            ascii   ZYYd
530  0x000070b0 0x00407cb0 4   6            utf8    YY]ð blocks=Basic Latin,Latin-1 Supplement
531  0x00007452 0x00408052 4   5            ascii   ZYYd
532  0x000076fe 0x004082fe 4   5            ascii   u+h\n
533  0x00007734 0x00408334 6   8            utf8    ^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
534  0x00007745 0x00408345 4   5            ascii   t ;s
535  0x0000774a 0x0040834a 6   7            ascii   t\n;s\bt
536  0x00007751 0x00408351 5   6            ascii   ;s\fu\v
537  0x0000776b 0x0040836b 20  22           utf8    _^[Ðzh-TW,zh-Hant,zh blocks=Basic Latin,Latin-1 Supplement
538  0x00007784 0x00408384 12  13           ascii   es-ES_tradnl
539  0x00007794 0x00408394 11  12           ascii   nb-NO,nb,no
540  0x000077a0 0x004083a0 10  11           ascii   tg-Cyrl-TJ
541  0x000077ac 0x004083ac 10  11           ascii   az-Latn-AZ
542  0x000077b8 0x004083b8 10  11           ascii   uz-Latn-UZ
543  0x000077c4 0x004083c4 16  17           ascii   mn-MN,mn-Cyrl,mn
544  0x000077d8 0x004083d8 10  11           ascii   iu-Cans-CA
545  0x000077e4 0x004083e4 10  11           ascii   ha-Latn-NG
546  0x000077f0 0x004083f0 11  12           ascii   qps-ploc,en
547  0x000077fc 0x004083fc 12  13           ascii   qps-ploca,ja
548  0x0000780c 0x0040840c 16  17           ascii   zh-CN,zh-Hans,zh
549  0x00007820 0x00408420 11  12           ascii   nn-NO,nn,no
550  0x0000782c 0x0040842c 10  11           ascii   sr-Latn-CS
551  0x00007838 0x00408438 10  11           ascii   az-Cyrl-AZ
552  0x00007844 0x00408444 14  15           ascii   dsb-DE,dsb,hsb
553  0x00007854 0x00408454 10  11           ascii   uz-Cyrl-UZ
554  0x00007860 0x00408460 10  11           ascii   mn-Mong-CN
555  0x0000786c 0x0040846c 10  11           ascii   iu-Latn-CA
556  0x00007878 0x00408478 11  12           ascii   tzm-Latn-DZ
557  0x00007884 0x00408484 12  13           ascii   qps-plocm,ar
558  0x00007894 0x00408494 16  17           ascii   zh-HK,zh-Hant,zh
559  0x000078a8 0x004084a8 10  11           ascii   sr-Cyrl-CS
560  0x000078b4 0x004084b4 16  17           ascii   zh-SG,zh-Hans,zh
561  0x000078c8 0x004084c8 13  14           ascii   smj-NO,smj,se
562  0x000078d8 0x004084d8 16  17           ascii   zh-MO,zh-Hant,zh
563  0x000078ec 0x004084ec 10  11           ascii   bs-Latn-BA
564  0x000078f8 0x004084f8 13  14           ascii   smj-SE,smj,se
565  0x00007908 0x00408508 10  11           ascii   sr-Latn-BA
566  0x00007914 0x00408514 13  14           ascii   sma-NO,sma,se
567  0x00007924 0x00408524 10  11           ascii   sr-Cyrl-BA
568  0x00007930 0x00408530 13  14           ascii   sma-SE,sma,se
569  0x00007940 0x00408540 10  11           ascii   bs-Cyrl-BA
570  0x0000794c 0x0040854c 13  14           ascii   sms-FI,sms,se
571  0x0000795c 0x0040855c 10  11           ascii   sr-Latn-RS
572  0x00007968 0x00408568 13  14           ascii   smn-FI,smn,se
573  0x00007978 0x00408578 10  11           ascii   sr-Cyrl-RS
574  0x00007984 0x00408584 10  11           ascii   sr-Latn-ME
575  0x00007990 0x00408590 10  11           ascii   sr-Cyrl-ME
576  0x0000799c 0x0040859c 4   5            ascii   h\;R
577  0x000079c4 0x004085c4 4   5            ascii   =X;R
578  0x00007a1c 0x0040861c 29  30           ascii   GetThreadPreferredUILanguages
579  0x00007a3c 0x0040863c 12  26           utf16le kernel32.dll
580  0x00007a58 0x00408658 29  30           ascii   SetThreadPreferredUILanguages
581  0x00007a78 0x00408678 19  20           ascii   GetThreadUILanguage
582  0x00007a8c 0x0040868c 4   5            ascii   h\;R
583  0x00007aa4 0x004086a4 16  17           ascii   0123456789ABCDEF
584  0x00007b34 0x00408734 4   5            ascii   ZYYd
585  0x00007b51 0x00408751 5   7            utf8    [Y]Í@ blocks=Basic Latin,Latin-1 Supplement
586  0x00007b5d 0x0040875d 6   7            ascii   QQQQSV
587  0x00007b9f 0x0040879f 6   7            ascii   ,tfBHu
588  0x00007c0a 0x0040880a 4   5            ascii   ZYYd
589  0x00007c51 0x00408851 5   7            utf8    SVW3ɉ blocks=Basic Latin,Latin Extended-B
590  0x00007c8c 0x0040888c 5   6            ascii   rTf;5
591  0x00007cbb 0x004088bb 4   5            ascii   !f;4
592  0x00007d1d 0x0040891d 4   5            ascii   PjZS
593  0x00007d93 0x00408993 4   5            ascii   ZYYd
594  0x00007e40 0x00408a40 6   8            utf8    ^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
595  0x00007f80 0x00408b80 5   6            ascii    h\;R
596  0x00007f95 0x00408b95 4   6            utf8    ƺx;R blocks=Latin Extended-B,Basic Latin
597  0x00007fa5 0x00408ba5 4   5            ascii   h\;R
598  0x00007fb4 0x00408bb4 4   5            ascii   h\;R
599  0x00007fd7 0x00408bd7 4   5            ascii   =X;R
600  0x00008025 0x00408c25 4   5            ascii   h\;R
601  0x00008042 0x00408c42 5   6            ascii   Phx;R
602  0x0000804d 0x00408c4d 4   5            ascii   h\;R
603  0x00008059 0x00408c59 4   5            ascii   ZYYd
604  0x00008074 0x00408c74 4   5            ascii   ^[Y]
605  0x000080aa 0x00408caa 4   6            utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
606  0x00008123 0x00408d23 4   5            ascii   8\u;
607  0x00008211 0x00408e11 4   6            utf8    ^fǄ] blocks=Basic Latin,Latin Extended-B
608  0x0000827c 0x00408e7c 12  26           utf16le kernel32.dll
609  0x00008298 0x00408e98 16  17           ascii   GetLongPathNameW
610  0x00008451 0x00409051 4   5            ascii   ZYYd
611  0x0000847d 0x0040907d 4   5            ascii   ZYYd
612  0x000084a0 0x004090a0 25  52           utf16le Software\CodeGear\Locales
613  0x000084d4 0x004090d4 24  50           utf16le Software\Borland\Locales
614  0x00008508 0x00409108 31  64           utf16le Software\Borland\Delphi\Locales
615  0x00008555 0x00409155 4   6            utf8    SV3ɉ blocks=Basic Latin,Latin Extended-B
616  0x000085e2 0x004091e2 4   5            ascii   ZYYd
617  0x00008699 0x00409299 5   6            ascii   ;,u\bf
618  0x000086d9 0x004092d9 4   5            ascii   ZYYd
619  0x000086f8 0x004092f8 8   10           utf8    _^[YY]ÐU blocks=Basic Latin,Latin-1 Supplement
620  0x00008765 0x00409365 5   7            utf8    SVW3ۉ blocks=Basic Latin,Arabic
621  0x00008800 0x00409400 4   5            ascii   8.t\n
622  0x0000880a 0x0040940a 4   7            utf8    ;\au덅 blocks=Basic Latin,Hangul Syllables
623  0x00008893 0x00409493 4   5            ascii   =X;R
624  0x000088df 0x004094df 4   5            ascii   ZYYd
625  0x00008939 0x00409539 6   8            utf8    [ÐSVWU blocks=Basic Latin,Latin-1 Supplement
626  0x0000899a 0x0040959a 6   8            utf8    ]_^[ÐU blocks=Basic Latin,Latin-1 Supplement
627  0x000089bc 0x004095bc 4   6            utf8    Uhە@ blocks=Basic Latin,Arabic
628  0x000089d3 0x004095d3 4   5            ascii   ZYYd
629  0x000089f3 0x004095f3 8   11           utf8    _^[YY]Ë\v blocks=Basic Latin,Latin-1 Supplement
630  0x00008a2e 0x0040962e 4   5            ascii   ZYYd
631  0x00008a77 0x00409677 4   7            utf8    Y]Ë\v blocks=Basic Latin,Latin-1 Supplement
632  0x00008a8d 0x0040968d 5   7            utf8    P\bXÍ@ blocks=Basic Latin,Latin-1 Supplement
633  0x00008aae 0x004096ae 4   6            utf8    P\bË\b blocks=Basic Latin,Latin-1 Supplement
634  0x00008bc5 0x004097c5 5   6            ascii   E\bPVj
635  0x00008c15 0x00409815 4   9            utf16le jjjj
636  0x00008c1e 0x0040981e 5   6            ascii   E\bPVj
637  0x00008c2e 0x0040982e 4   5            ascii   _^[]
638  0x00008c50 0x00409850 4   5            ascii   vKVS
639  0x00008c55 0x00409855 5   6            ascii   E\bPWj
640  0x00008ca2 0x004098a2 5   6            ascii   E\bPWj
641  0x00008cb2 0x004098b2 4   5            ascii   _^[]
642  0x00008cc2 0x004098c2 6   8            utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
643  0x00008cd9 0x004098d9 4   6            utf8    Uh̙@ blocks=Basic Latin,Combining Diacritical Marks
644  0x00008db0 0x004099b0 4   5            ascii   ZYYd
645  0x00008dd3 0x004099d3 7   9            utf8    _^[YY]Ë blocks=Basic Latin,Latin-1 Supplement
646  0x00008e48 0x00409a48 4   5            ascii   ZYYd
647  0x00008e63 0x00409a63 4   5            ascii   ^[Y]
648  0x00008e6e 0x00409a6e 5   7            utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
649  0x00008f17 0x00409b17 4   5            ascii   ZYYd
650  0x00008f3a 0x00409b3a 5   6            ascii   ^[YY]
651  0x00008f4e 0x00409b4e 4   6            utf8    Uhƛ@ blocks=Basic Latin,Latin Extended-B
652  0x00008fb2 0x00409bb2 4   5            ascii   ZYYd
653  0x00008fcd 0x00409bcd 8   10           utf8    _^[Y]ÐSV blocks=Basic Latin,Latin-1 Supplement
654  0x000090c5 0x00409cc5 4   5            ascii   %|yR
655  0x00009102 0x00409d02 6   7            ascii   u\bj\bj@
656  0x00009162 0x00409d62 5   6            ascii   E\b+E\f
657  0x000091ce 0x00409dce 7   8            ascii   U\b;B4u\a
658  0x000091ec 0x00409dec 5   6            ascii   u\bj$j
659  0x00009206 0x00409e06 4   6            utf8    uԋU\f blocks=Basic Latin,Cyrillic Supplement
660  0x00009212 0x00409e12 4   6            utf8    M܋^\b blocks=Basic Latin,Syriac
661  0x000092ed 0x00409eed 4   5            ascii   h$<R
662  0x00009310 0x00409f10 6   7            ascii   ^\bh$<R
663  0x0000935f 0x00409f5f 4   5            ascii   u!SW
664  0x0000942c 0x0040a02c 5   7            utf8    3\tF\bS
665  0x00009441 0x0040a041 4   5            ascii   _^[]
666  0x00009453 0x0040a053 4   5            ascii   h$<R
667  0x0000949e 0x0040a09e 4   5            ascii   h$<R
668  0x000094b3 0x0040a0b3 4   5            ascii   h$<R
669  0x000094c9 0x0040a0c9 4   5            ascii   h$<R
670  0x00009534 0x0040a134 4   5            ascii   ZYYd
671  0x0000954d 0x0040a14d 4   5            ascii   %DzR
672  0x00009555 0x0040a155 4   5            ascii   %@zR
673  0x0000955d 0x0040a15d 4   5            ascii   %<zR
674  0x00009565 0x0040a165 4   5            ascii   %8zR
675  0x000095c2 0x0040a1c2 6   8            utf8    [Ê\r<<R blocks=Basic Latin,Latin-1 Supplement
676  0x000095f2 0x0040a1f2 4   6            utf8    áD<R blocks=Latin-1 Supplement,Basic Latin
677  0x00009662 0x0040a262 7   8            ascii   TPoint\b
678  0x0000969a 0x0040a29a 5   6            ascii   PRect
679  0x000096ae 0x0040a2ae 5   6            ascii   TRect
680  0x000096ca 0x0040a2ca 4   5            ascii   Left
681  0x000096e9 0x0040a2e9 5   6            ascii   Right
682  0x000096fa 0x0040a2fa 6   7            ascii   Bottom
683  0x0000970b 0x0040a30b 8   9            ascii   \aTopLeft
684  0x0000971e 0x0040a31e 12  13           ascii   \vBottomRight
685  0x00009735 0x0040a335 9   10           ascii   \atagSIZE\b
686  0x0000976d 0x0040a36d 12  13           ascii   \vTSmallPoint
687  0x00009820 0x0040a420 4   5            ascii   r\ft(
688  0x000098b0 0x0040a4b0 4   5            ascii   SVWU
689  0x0000992b 0x0040a52b 4   6            utf8    Y+MK
690  0x00009941 0x0040a541 6   8            utf8    $]_^[Ð blocks=Basic Latin,Latin-1 Supplement
691  0x00009949 0x0040a549 4   5            ascii   \b;\nu
692  0x0000994f 0x0040a54f 6   7            ascii   H\b;J\bu
693  0x0000995f 0x0040a55f 6   7            ascii   @\f;B\ft
694  0x0000997f 0x0040a57f 4   5            ascii   K\b[]
695  0x00009987 0x0040a587 4   6            utf8    \vP\b+
696  0x0000998f 0x0040a58f 5   7            utf8    ËP\f+P blocks=Latin-1 Supplement,Basic Latin
697  0x000099b1 0x0040a5b1 7   9            utf8    $ZË\n;\b| blocks=Basic Latin,Latin-1 Supplement
698  0x000099ba 0x0040a5ba 4   5            ascii   ;H\b}
699  0x000099ca 0x0040a5ca 4   5            ascii   ;P\f|
700  0x000099fd 0x0040a5fd 6   7            ascii   C\b;B\b}
701  0x00009a08 0x0040a608 6   7            ascii   C\f;B\f}
702  0x00009a32 0x0040a632 8   11           utf8    _^[Ë\vP\b; blocks=Basic Latin,Latin-1 Supplement
703  0x00009a40 0x0040a640 4   5            ascii   P\f;P
704  0x00009a7d 0x0040a67d 4   5            ascii   S\f[]
705  0x00009a89 0x0040a689 11  12           ascii   \nPListEntry
706  0x00009aa1 0x0040a6a1 13  14           ascii   \v_LIST_ENTRY\b
707  0x00009ac4 0x0040a6c4 5   6            ascii   Flink
708  0x00009ad5 0x0040a6d5 5   6            ascii   Blink
709  0x00009ae6 0x0040a6e6 19  20           ascii   PRTLCriticalSection
710  0x00009b06 0x0040a706 25  26           ascii   PRTLCriticalSectionDebug$
711  0x00009b29 0x0040a729 29  30           ascii   \e_RTL_CRITICAL_SECTION_DEBUG 
712  0x00009b5b 0x0040a75b 8   9            ascii   \aType_18
713  0x00009b6f 0x0040a76f 21  22           ascii   CreatorBackTraceIndex
714  0x00009b90 0x0040a790 15  16           ascii   CriticalSection
715  0x00009bab 0x0040a7ab 16  17           ascii   ProcessLocksList
716  0x00009bc6 0x0040a7c6 11  12           ascii   \nEntryCount
717  0x00009bdd 0x0040a7dd 15  16           ascii   ContentionCount
718  0x00009bf8 0x0040a7f8 5   6            ascii   Spare
719  0x00009c0a 0x0040a80a 21  22           ascii   _RTL_CRITICAL_SECTION
720  0x00009c35 0x0040a835 10  11           ascii   \tDebugInfo
721  0x00009c4a 0x0040a84a 10  11           ascii   \tLockCount
722  0x00009c60 0x0040a860 14  15           ascii   RecursionCount
723  0x00009c79 0x0040a879 13  14           ascii   \fOwningThread
724  0x00009c91 0x0040a891 14  15           ascii   \rLockSemaphore
725  0x00009caa 0x0040a8aa 9   10           ascii   \bReserved
726  0x00009cbe 0x0040a8be 4   5            ascii   HWND
727  0x00009cd6 0x0040a8d6 6   7            ascii   HACCEL
728  0x00009ced 0x0040a8ed 8   9            ascii   \aHBITMAP
729  0x00009d06 0x0040a906 6   7            ascii   HBRUSH
730  0x00009d32 0x0040a932 5   6            ascii   HFONT
731  0x00009d4a 0x0040a94a 5   6            ascii   HICON
732  0x00009d62 0x0040a962 5   6            ascii   HMENU
733  0x00009d79 0x0040a979 9   10           ascii   \bHPALETTE
734  0x00009d96 0x0040a996 4   5            ascii   HPEN
735  0x00009dc2 0x0040a9c2 21  23           utf8    PSecurityAttributesܩ@ blocks=Basic Latin,Syriac
736  0x00009de2 0x0040a9e2 21  22           ascii   _SECURITY_ATTRIBUTES\f
737  0x00009e0c 0x0040aa0c 8   9            ascii   \anLength
738  0x00009e20 0x0040aa20 20  21           ascii   lpSecurityDescriptor
739  0x00009e40 0x0040aa40 14  15           ascii   bInheritHandle
740  0x00009e59 0x0040aa59 11  12           ascii   \t_FILETIME\b
741  0x00009e79 0x0040aa79 14  15           ascii   \rdwLowDateTime
742  0x00009e93 0x0040aa93 14  15           ascii   dwHighDateTime
743  0x00009ead 0x0040aaad 10  11           ascii   \ttagBITMAP
744  0x00009ece 0x0040aace 6   7            ascii   bmType
745  0x00009edf 0x0040aadf 8   9            ascii   \abmWidth
746  0x00009ef2 0x0040aaf2 9   10           ascii   \bbmHeight
747  0x00009f06 0x0040ab06 13  14           ascii   \fbmWidthBytes
748  0x00009f1e 0x0040ab1e 9   10           ascii   \bbmPlanes
749  0x00009f32 0x0040ab32 12  13           ascii   \vbmBitsPixel
750  0x00009f4a 0x0040ab4a 6   7            ascii   bmBits
751  0x00009f5a 0x0040ab5a 20  21           ascii   tagBITMAPINFOHEADER(
752  0x00009f84 0x0040ab84 6   7            ascii   biSize
