Metadata Signature: 0x8a8 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 734
Stream name: #~ 4
DirectoryAddress: 7a0 Size: 1474
Stream name: #Strings 12
DirectoryAddress: 1c14 Size: 308
Stream name: #US 4
DirectoryAddress: 1f1c Size: 10
Stream name: #GUID 8
DirectoryAddress: 1f2c Size: 31c
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len size section type    string
73  0x000013d0 0x004031d0 14  15   .text   ascii   set_ClientSize
74  0x000013df 0x004031df 26  27   .text   ascii   System.Diagnostics.Tracing
75  0x000013fa 0x004031fa 14  15   .text   ascii   DownloadString
76  0x00001409 0x00403209 8   9    .text   ascii   ToString
77  0x00001412 0x00403212 9   10   .text   ascii   disposing
78  0x0000141c 0x0040321c 14  15   .text   ascii   System.Drawing
79  0x0000142b 0x0040322b 5   6    .text   ascii   Match
80  0x00001431 0x00403231 10  11   .text   ascii   get_Length
81  0x0000143c 0x0040323c 35  36   .text   ascii   RemoteCertificateValidationCallback
82  0x00001460 0x00403260 39  40   .text   ascii   set_ServerCertificateValidationCallback
83  0x00001488 0x00403288 21  22   .text   ascii   System.ComponentModel
84  0x0000149e 0x0040329e 20  21   .text   ascii   set_SecurityProtocol
85  0x000014b3 0x004032b3 16  17   .text   ascii   ContainerControl
86  0x000014c4 0x004032c4 12  13   .text   ascii   MemoryStream
87  0x000014d1 0x004032d1 8   9    .text   ascii   get_Item
88  0x000014da 0x004032da 6   7    .text   ascii   System
89  0x000014e1 0x004032e1 4   5    .text   ascii   Form
90  0x000014e6 0x004032e6 4   5    .text   ascii   Main
91  0x000014eb 0x004032eb 9   10   .text   ascii   X509Chain
92  0x000014f5 0x004032f5 9   10   .text   ascii   AppDomain
93  0x000014ff 0x004032ff 17  18   .text   ascii   get_CurrentDomain
94  0x00001511 0x00403311 20  21   .text   ascii   System.Configuration
95  0x00001526 0x00403326 20  21   .text   ascii   System.Globalization
96  0x0000153b 0x0040333b 17  18   .text   ascii   System.Reflection
97  0x0000154d 0x0040334d 19  20   .text   ascii   NameValueCollection
98  0x00001561 0x00403361 15  16   .text   ascii   MatchCollection
99  0x00001571 0x00403371 15  16   .text   ascii   GroupCollection
100 0x00001581 0x00403381 19  20   .text   ascii   WebHeaderCollection
101 0x00001595 0x00403395 22  23   .text   ascii   TaskSchedulerException
102 0x000015ac 0x004033ac 15  16   .text   ascii   UIntPtrTypeInfo
103 0x000015bc 0x004033bc 11  12   .text   ascii   CultureInfo
104 0x000015c8 0x004033c8 18  19   .text   ascii   CSharpArgumentInfo
105 0x000015db 0x004033db 16  17   .text   ascii   Microsoft.CSharp
106 0x000015ec 0x004033ec 5   6    .text   ascii   Group
107 0x000015f2 0x004033f2 4   5    .text   ascii   Char
108 0x000015f7 0x004033f7 12  13   .text   ascii   InvokeMember
109 0x00001604 0x00403404 9   10   .text   ascii   GetMember
110 0x0000160e 0x0040340e 12  13   .text   ascii   StreamReader
111 0x0000161b 0x0040341b 10  11   .text   ascii   TextReader
112 0x00001626 0x00403426 13  14   .text   ascii   StringBuilder
113 0x00001634 0x00403434 30  31   .text   ascii   Microsoft.CSharp.RuntimeBinder
114 0x00001653 0x00403453 14  15   .text   ascii   CallSiteBinder
115 0x00001662 0x00403462 15  16   .text   ascii   ResourceManager
116 0x00001672 0x00403472 19  20   .text   ascii   ServicePointManager
117 0x00001686 0x00403486 26  27   .text   ascii   ApplicationSecurityManager
118 0x000016a1 0x004034a1 23  24   .text   ascii   System.CodeDom.Compiler
119 0x000016b9 0x004034b9 10  11   .text   ascii   IContainer
120 0x000016c4 0x004034c4 8   9    .text   ascii   Comparer
121 0x000016cd 0x004034cd 12  13   .text   ascii   StreamWriter
122 0x000016da 0x004034da 10  11   .text   ascii   TextWriter
123 0x000016e5 0x004034e5 11  12   .text   ascii   IEnumerator
124 0x000016f1 0x004034f1 13  14   .text   ascii   GetEnumerator
125 0x000016ff 0x004034ff 5   6    .text   ascii   .ctor
126 0x00001705 0x00403505 6   7    .text   ascii   .cctor
127 0x0000170c 0x0040350c 18  19   .text   ascii   System.Diagnostics
128 0x0000171f 0x0040351f 30  31   .text   ascii   System.Runtime.InteropServices
129 0x0000173e 0x0040353e 31  32   .text   ascii   System.Runtime.CompilerServices
130 0x0000175e 0x0040355e 16  17   .text   ascii   System.Resources
131 0x0000176f 0x0040356f 47  80   .text   utf8    镩镼閊間镻镧镨閖閬閖镩閖閃镢镧閩.Properties.Resources.resources blocks=CJK Unified Ideographs,Basic Latin
132 0x000017bf 0x004035bf 7   8    .text   ascii   Matches
133 0x000017c7 0x004035c7 27  28   .text   ascii   Microsoft.Win32.SafeHandles
134 0x000017e3 0x004035e3 45  46   .text   ascii   System.Security.Cryptography.X509Certificates
135 0x00001811 0x00403611 23  24   .text   ascii   CSharpArgumentInfoFlags
136 0x00001829 0x00403629 17  18   .text   ascii   CSharpBinderFlags
137 0x0000183b 0x0040363b 22  23   .text   ascii   System.Threading.Tasks
138 0x00001852 0x00403652 20  21   .text   ascii   System.Windows.Forms
139 0x00001867 0x00403667 30  31   .text   ascii   System.Text.RegularExpressions
140 0x00001886 0x00403686 18  19   .text   ascii   System.Collections
141 0x00001899 0x00403699 10  11   .text   ascii   get_Groups
142 0x000018a4 0x004036a4 11  12   .text   ascii   get_Headers
143 0x000018b0 0x004036b0 15  16   .text   ascii   SslPolicyErrors
144 0x000018c0 0x004036c0 6   7    .text   ascii   Exists
145 0x000018c7 0x004036c7 6   7    .text   ascii   Concat
146 0x000018ce 0x004036ce 6   7    .text   ascii   Object
147 0x000018d5 0x004036d5 10  11   .text   ascii   System.Net
148 0x000018e0 0x004036e0 6   7    .text   ascii   Target
149 0x000018e7 0x004036e7 5   6    .text   ascii   Split
150 0x000018ed 0x004036ed 9   10   .text   ascii   WebClient
151 0x000018f7 0x004036f7 11  12   .text   ascii   get_Current
152 0x00001903 0x00403703 29  30   .text   ascii   System.Collections.Concurrent
153 0x00001921 0x00403721 7   8    .text   ascii   Convert
154 0x00001929 0x00403729 8   9    .text   ascii   MoveNext
155 0x00001932 0x00403732 11  12   .text   ascii   System.Text
156 0x0000193e 0x0040373e 8   9    .text   ascii   set_Text
157 0x00001947 0x00403747 5   6    .text   ascii   Regex
158 0x0000194d 0x0040374d 7   8    .text   ascii   ToArray
159 0x00001955 0x00403755 22  23   .text   ascii   System.Security.Policy
160 0x0000196c 0x0040376c 12  13   .text   ascii   get_Assembly
161 0x00001979 0x00403779 19  20   .text   ascii   System.Net.Security
162 0x0000198d 0x0040378d 5   6    .text   ascii   Empty
163 0x00001993 0x00403793 20  61   .text   utf8    嚕嚺囄噽噽噾嚬噾噺嚯嚀嚒嚜嚃囄嚷嚁嚻噽嚃 blocks=CJK Unified Ideographs
164 0x000019d0 0x004037d0 41  124  .text   utf8    鑂鑉鑷鑆鑫鑲鑈鑼鑉鑓鑆鑄鑶鑁鑆鑴鑵鑵鑊鑿鑲鑉鑷鑜鑂鑂鑃鑅鑃鑆鑅鑶鑓鑄鑹鑁鑷鑈鑃鑵钅 blocks=CJK Unified Ideographs
165 0x00001a4c 0x0040384c 29  88   .text   utf8     blocks=Private Use Area
166 0x00001aa4 0x004038a4 23  70   .text   utf8     blocks=Private Use Area
167 0x00001aea 0x004038ea 36  109  .text   utf8    놑놏뇂놊놐높뇀놼놻놾놓뇀농놐놏놳놏놤놾뇀놽놼놎뇈놭뇔놎뇁놼놋놎놋놏놼놪뇇 blocks=Hangul Syllables
168 0x00001b57 0x00403957 7   22   .text   utf8    鬫魈魜鬨魩魗魉 blocks=CJK Unified Ideographs
169 0x00001b6d 0x0040396d 10  31   .text   utf8    枎杪杲枥杪杬枟枝杭枋 blocks=CJK Unified Ideographs
170 0x00001b8c 0x0040398c 15  46   .text   utf8    ⟔⟏⠀⟽⠂⠂⠒⟓⟿⟎⟕⟞⟰⟲⟎ blocks=Miscellaneous Mathematical Symbols-A,Braille Patterns,Supplemental Arrows-A
171 0x00001bba 0x004039ba 31  96   .text   utf8    ᰓ᱇᱗ᰚ᱘᱆ᱎᰕ᱉ᰘᰕᰚᰗ᱆᱄ᰛᰗᰔᰘᰖ᱄ᰚ᱇᱙᱒᱉ᱍᰳ᱔ᰔᰘ blocks=Lepcha,Ol Chiki
172 0x00001c1a 0x00403a1a 4   13   .text   utf8    ᰷᱗ᰚᰓ blocks=Lepcha,Ol Chiki
173 0x00001c27 0x00403a27 42  127  .text   utf8    辘辔辘过迚辥辔辒辙迌迃迕辘辚迒辖迃辘辕迗辳辘迗迎迅迂输这辥農辚辑迉迃辙过辵过辕迂还迕 blocks=CJK Unified Ideographs
174 0x00001ca6 0x00403aa6 10  33   .text   utf8    ⏗␛⏱⏖⏣␈⏨␅⏚␈ blocks=Miscellaneous Technical,Control Pictures
175 0x00001cf8 0x00403af8 11  36   .text   utf8    ᯅ᯳ᯉᯇ᯽ᯆᯛᰌᯘᯆᯇ blocks=Batak,Lepcha
176 0x00001d2c 0x00403b2c 33  100  .text   utf8    䓚䓗䓔䓶䓖䓕䓙䔂䔘䓕䔇䓭䓗䓚䔍䔃䓷䓕䔅䔉䓓䔂䓕䓕䓤䔄䓒䔅䔃䔃䓒䔘䓙 blocks=CJK Unified Ideographs Extension A
177 0x00001d90 0x00403b90 33  100  .text   utf8    褜襢褝襔褝襎褠褡褢襀襐襏襢褡褫襏襐襏褣襔褺襌襞褝褢襑褣褟褜褞褣襋褛 blocks=CJK Unified Ideographs
178 0x00001df4 0x00403bf4 34  103  .text   utf8    䏮䏲䐜䏫䐝䏬䐀䐱䐤䏰䏰䏪䏽䏲䏭䏮䏭䏲䏮䏯䏮䏰䏭䏳䏲䐛䏭䏫䏲䏱䏮䏱䏯䐝 blocks=CJK Unified Ideographs Extension A
179 0x00001e5b 0x00403c5b 36  109  .text   utf8    ⰟⰰⱗⰥⰤⱍⰥⱗⰣⱥⱎⰜⰞⰤⰿⰤⱜⰟⰹⱂⰜⱦⱐⱛⰟⱒⰣⱤⰥⱍⱒⰟⰺⱒⰠⱞ blocks=Glagolitic,Latin Extended-C
180 0x00001ec8 0x00403cc8 38  115  .text   utf8    굋괽굋굉굉괠괟괙괸괫괛괚괿괚괟굊굢괛괡괛굉괟괟굎괜굌괙굟괝굌굟괶굎괡굉괱굚괡 blocks=Hangul Syllables
181 0x00001f3b 0x00403d3b 33  100  .text   utf8    άᾡᾌᾠᾡὲὰᾀήὲᾢὭᾀᾟᾡὰᾡᾩᾠὰᾴάὶᾡᾡᾨᾟὲᾠᾠὶὲᾡ blocks=Greek Extended
182 0x00001f9f 0x00403d9f 9   19   .text   utf8    ˠˢʝˑˑʤʞˑʦ blocks=Spacing Modifier Letters,IPA Extensions
183 0x00001fb2 0x00403db2 11  34   .text   utf8    蓱蔟蓮蓴蓮蓳蔈蔒蓬蔢蔧 blocks=CJK Unified Ideographs
184 0x00001fd4 0x00403dd4 48  145  .text   utf8    匩匕匚勥勢勷勧匥匑勦匕匕匑匒勡勦匓勧匑匓勸勺匕勢匚匛勿匦匐勢勡勢匞匐匓勤勤勥勢匔匐勢匒匨匔匑勤勨 blocks=CJK Unified Ideographs
185 0x00002065 0x00403e65 16  49   .text   utf8    镩镼閊間镻镧镨閖閬閖镩閖閃镢镧閩 blocks=CJK Unified Ideographs
186 0x00002096 0x00403e96 35  106  .text   utf8    ꐯꐠꐮꐦꐷꏶꐡꏯꏳꏯꐤꐢꐣꏲꏱꐇꐌꐖꏰꐤꐢꐖꐟꏲꐠꐤꐅꏷꐤꐸꏮꏵꐢꏱꐮ blocks=Yi Syllables
187 0x00002100 0x00403f00 13  40   .text   utf8    愮慡愿慓慞慠愵慞愬愰愾愱慳 blocks=CJK Unified Ideographs
188 0x00002128 0x00403f28 7   24   .text   utf8    ᥚᥙ᥄ᥑ᥅᥈ᥲ blocks=Tai Le,Limbu
189 0x00002143 0x00403f43 4   15   .text   utf8    ᥆᥈ᥳ᥈ blocks=Limbu,Tai Le
190 0x00002173 0x00403f73 5   18   .text   utf8    ᥈᥈ᥱᥑ᥄ blocks=Limbu,Tai Le
191 0x0000218e 0x00403f8e 5   16   .text   utf8    ᥔ᥆ᥠ᥆ᥳ blocks=Tai Le,Limbu
192 0x000021ce 0x00403fce 4   15   .text   utf8    ﬅﬤﬔשּׁ blocks=Alphabetic Presentation Forms
193 0x000021de 0x00403fde 15  48   .text   utf8    ꛄꛆ꛷꛵ꛇꛊꛉꛜꛇꛌꛃ꜆ꛥꛅꛅ blocks=Bamum,Modifier Tone Letters
194 0x0000220e 0x0040400e 5   18   .text   utf8    ꛴꛷ꛊ꜋ꛬ blocks=Bamum,Modifier Tone Letters
195 0x00002227 0x00404027 5   18   .text   utf8    ஸ௦௪ழ௦ blocks=Tamil
196 0x0000226c 0x0040406c 4   15   .text   utf8    ௲லோள blocks=Tamil
197 0x0000227e 0x0040407e 6   21   .text   utf8    ௹௦௧ஶ௨வ blocks=Tamil
198 0x00002296 0x00404096 6   21   .text   utf8    ௵வ௮௵ஷழ blocks=Tamil
199 0x000022b5 0x004040b5 13  42   .text   utf8    ತಶಋಈಉಆಃಛಷಖೃಷಇ blocks=Kannada
200 0x000022eb 0x004040eb 5   16   .text   utf8    ಷಅಊಋಷ blocks=Kannada
201 0x000022fb 0x004040fb 21  64   .text   utf8     blocks=Private Use Area
202 0x0000233b 0x0040413b 7   22   .text   utf8    菫莺莸莾菕菷莻 blocks=CJK Unified Ideographs
203 0x00002351 0x00404151 11  34   .text   utf8    肋說論論葉籠論錄祿綾祿 blocks=CJK Compatibility Ideographs
204 0x00002376 0x00404176 9   30   .text   utf8    ꩐꩟ꩻꩇꩪꩫꩌꩌ꩹ blocks=Cham,Myanmar Extended-A
205 0x00002395 0x00404195 25  76   .text   utf8    羝羙翉義翈翑羗羚羶羞羕翈翉羝羖翞羖羝羽羚羺羗羘翇羽 blocks=CJK Unified Ideographs
206 0x000023e1 0x004041e1 36  109  .text   utf8    ������������������������������������ blocks=Specials
207 0x00002451 0x00404251 9   30   .text   utf8    ꙬꙊꙫꙔꙓꙩꙚꙭꙌ blocks=Cyrillic Extended-B
208 0x0000246f 0x0040426f 6   21   .text   utf8    ꙩꙀꙩ꙱Ꙫꙫ blocks=Cyrillic Extended-B
209 0x000024a6 0x004042a6 7   22   .text   utf8     blocks=Private Use Area
210 0x000024be 0x004042be 5   12   .text   utf16le Form1
211 0x000024ca 0x004042ca 6   13   .text   utf16le Invoke
212 0x000024d8 0x004042d8 10  21   .text   utf16le EntryPoint
213 0x000024ee 0x004042ee 4   9    .text   utf16le Load
214 0x000024f8 0x004042f8 10  21   .text   utf16le User-Agent
215 0x0000250f 0x0040430f 73  147  .text   utf16le Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0
216 0x000025a3 0x004043a3 7   15   .text   utf16le Referer
217 0x000025b3 0x004043b3 10  21   .text   utf16le google.com
218 0x000025c9 0x004043c9 32  65   .text   utf16le c8126ac00ece42b2b328a43c8d4efd5a
219 0x000026e8 0x004044e8 27  55   .text   utf16le AB2B9D71B451FC0FEE48F6.html
220 0x00002720 0x00404520 43  87   .text   utf16le <meta name="keywords" content="([\w\d ]*)">
221 0x00002778 0x00404578 37  76   .text   utf16le WindowsFormsApp1.Properties.Resources
222 0x0000287f 0x0040467f 60  61   .text   ascii   3System.Resources.Tools.StronglyTypedResourceBuilder\a4.0.0.0
223 0x000028cf 0x004046cf 85  86   .text   ascii   KMicrosoft.VisualStudio.Editors.SettingsDesigner.SettingsSingleFileGenerator\b11.0.0.0
224 0x00002b22 0x00404922 11  12   .text   ascii   _CorExeMain
225 0x00002b2e 0x0040492e 11  12   .text   ascii   mscoree.dll
226 0x00002ca6 0x004060a6 15  32   .rsrc   utf16le VS_VERSION_INFO
227 0x00002d04 0x00406104 10  22   .rsrc   utf16le arFileInfo
228 0x00002d22 0x00406122 11  24   .rsrc   utf16le Translation
229 0x00002d46 0x00406146 14  30   .rsrc   utf16le StringFileInfo
230 0x00002d6a 0x0040616a 8   18   .rsrc   utf16le 000004b0
231 0x00002d82 0x00406182 8   18   .rsrc   utf16le Comments
232 0x00002d9e 0x0040619e 11  24   .rsrc   utf16le CompanyName
233 0x00002dc2 0x004061c2 15  32   .rsrc   utf16le FileDescription
234 0x00002de4 0x004061e4 16  34   .rsrc   utf16le WindowsFormsApp1
235 0x00002e0e 0x0040620e 11  24   .rsrc   utf16le FileVersion
236 0x00002e28 0x00406228 7   16   .rsrc   utf16le 1.0.0.0
237 0x00002e3e 0x0040623e 12  26   .rsrc   utf16le InternalName
238 0x00002e58 0x00406258 20  42   .rsrc   utf16le WindowsFormsApp1.exe
239 0x00002e8a 0x0040628a 14  30   .rsrc   utf16le LegalCopyright
240 0x00002ea8 0x004062a8 10  21   .rsrc   utf16le Copyright 
241 0x00002ebe 0x004062be 6   14   .rsrc   utf16le   2021
242 0x00002ed2 0x004062d2 15  32   .rsrc   utf16le LegalTrademarks
243 0x00002efe 0x004062fe 16  34   .rsrc   utf16le OriginalFilename
244 0x00002f20 0x00406320 20  42   .rsrc   utf16le WindowsFormsApp1.exe
245 0x00002f52 0x00406352 11  24   .rsrc   utf16le ProductName
246 0x00002f6c 0x0040636c 16  34   .rsrc   utf16le WindowsFormsApp1
247 0x00002f96 0x00406396 14  30   .rsrc   utf16le ProductVersion
248 0x00002fb4 0x004063b4 7   16   .rsrc   utf16le 1.0.0.0
249 0x00002fca 0x004063ca 16  34   .rsrc   utf16le Assembly Version
250 0x00002fec 0x004063ec 7   16   .rsrc   utf16le 1.0.0.0
251 0x00002fff 0x004063ff 487 488  .rsrc   ascii   <?xml version="1.0" encoding="UTF-8" standalone="yes"?>\r\n\r\n<assembly xmlns="urn:schemas-microsoft-com:asm.v1" manifestVersion="1.0">\r\n  <assemblyIdentity version="1.0.0.0" name="MyApplication.app"/>\r\n  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v2">\r\n    <security>\r\n      <requestedPrivileges xmlns="urn:schemas-microsoft-com:asm.v3">\r\n        <requestedExecutionLevel level="asInvoker" uiAccess="false"/>\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>

