[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x0000011c 0x0000011c 4   8            utf8    ƿ䚐P) blocks=Latin Extended-B,CJK Unified Ideographs Extension A,Basic Latin
2    0x00000168 0x00000168 4   5            ascii   Rich
3    0x00000294 0x00000294 5   6            ascii   .text
4    0x000002bb 0x000002bb 7   8            ascii   `.rdata
5    0x000002e3 0x000002e3 5   6            ascii   @.crt
6    0x0000030c 0x0000030c 5   6            ascii   .rsrc
7    0x00000333 0x00000333 7   8            ascii   @.reloc
154  0x0000479d 0x1000539d 8   10   .text   utf8    ŋD$<;D$4 blocks=Latin Extended-A,Basic Latin
155  0x000047f6 0x100053f6 5   7    .text   utf8    ^]ËE\b blocks=Basic Latin,Latin-1 Supplement
156  0x00004811 0x10005411 4   6    .text   utf8    rϋD$ blocks=Basic Latin,Greek and Coptic
157  0x0000481c 0x1000541c 5   7    .text   utf8    ҋD$\b\r blocks=Cyrillic,Basic Latin
158  0x00004873 0x10005473 4   5    .text   ascii   T$01
159  0x0000487a 0x1000547a 4   5    .text   ascii   |\eP)
160  0x00004880 0x10005480 4   6    .text   utf8    Ήt$$ blocks=Greek and Coptic,Basic Latin
161  0x000048e2 0x100054e2 4   6    .text   utf8    ^_]Ð blocks=Basic Latin,Latin-1 Supplement
162  0x00004915 0x10005515 6   10   .text   utf8    D$/\t⍴$ blocks=Basic Latin,Miscellaneous Technical
163  0x00004925 0x10005525 4   5    .text   ascii   D$(f
164  0x0000499e 0x1000559e 5   7    .text   utf8    T$ )҉ blocks=Basic Latin,Cyrillic
165  0x000049bb 0x100055bb 5   7    .text   utf8    T$0Ƅ$ blocks=Basic Latin,Latin Extended-B
166  0x00004a07 0x10005607 6   8    .text   utf8    L$&fiɥ blocks=Basic Latin,IPA Extensions
167  0x00004a79 0x10005679 8   10   .text   utf8    :\$/r\rǄ$ blocks=Basic Latin,Latin Extended-B
168  0x00004b1e 0x1000571e 4   5    .text   ascii   ^_[]
169  0x00004b51 0x10005751 5   7    .text   utf8    |$[Ǆ$ blocks=Basic Latin,Latin Extended-B
170  0x00004b7b 0x1000577b 4   5    .text   ascii   D$|3
171  0x00004be0 0x100057e0 4   5    .text   ascii   D$@-
172  0x00004bf1 0x100057f1 4   5    .text   ascii   D$@9
173  0x00004bfc 0x100057fc 5   6    .text   ascii   \$0ru
174  0x00004c11 0x10005811 5   6    .text   ascii   t$4f!
175  0x00004c61 0x10005861 4   5    .text   ascii   D$@i
176  0x00004c71 0x10005871 8   10   .text   utf8    [_^]ËD$0 blocks=Basic Latin,Latin-1 Supplement
177  0x00004cad 0x100058ad 4   5    .text   ascii   D$\f@
178  0x00004ce5 0x100058e5 5   7    .text   utf8    E\ffǄ$ blocks=Basic Latin,Latin Extended-B
179  0x00004cf2 0x100058f2 6   8    .text   utf8    L$TfǄ$ blocks=Basic Latin,Latin Extended-B
180  0x00004d0c 0x1000590c 4   5    .text   ascii   D$T-
181  0x00004d19 0x10005919 6   8    .text   utf8    D$TfǄ$ blocks=Basic Latin,Latin Extended-B
182  0x00004d2d 0x1000592d 6   8    .text   utf8    D$PfǄ$ blocks=Basic Latin,Latin Extended-B
183  0x00004db0 0x100059b0 4   5    .text   ascii   t$$i
184  0x00004dcd 0x100059cd 4   6    .text   utf8     ۈ\$ blocks=Basic Latin,Arabic
185  0x00004e07 0x10005a07 4   5    .text   ascii   \f;D$
186  0x00004e1d 0x10005a1d 4   6    .text   utf8    ыT$\f blocks=Cyrillic,Basic Latin
187  0x00004e57 0x10005a57 4   5    .text   ascii   [^_]
188  0x00004ecb 0x10005acb 4   5    .text   ascii   D$pf
189  0x00004ef9 0x10005af9 4   5    .text   ascii   D$Li
190  0x00004f07 0x10005b07 5   7    .text   utf8    D$|Ƅ$ blocks=Basic Latin,Latin Extended-B
191  0x00004f5f 0x10005b5f 4   6    .text   utf8    ҋD$p blocks=Cyrillic,Basic Latin
192  0x00004f79 0x10005b79 5   7    .text   utf8    D$pǄ$ blocks=Basic Latin,Latin Extended-B
193  0x00004fee 0x10005bee 4   5    .text   ascii   T$z9
194  0x00004ffc 0x10005bfc 4   5    .text   ascii   |$@ 
195  0x00005030 0x10005c30 4   5    .text   ascii   [_^]
196  0x00005072 0x10005c72 4   7    .text   utf8    D$@넰 blocks=Basic Latin,Hangul Syllables
197  0x00005082 0x10005c82 4   6    .text   utf8    ȊT$\v blocks=Latin Extended-B,Basic Latin
198  0x00005091 0x10005c91 4   5    .text   ascii   t$Pf
199  0x000050c6 0x10005cc6 4   6    .text   utf8    )ʋL$ blocks=Basic Latin,IPA Extensions
200  0x000050ce 0x10005cce 4   5    .text   ascii   {EXG
201  0x00005112 0x10005d12 4   6    .text   utf8    ÉD$< blocks=Latin-1 Supplement,Basic Latin
202  0x0000511b 0x10005d1b 5   7    .text   utf8    1\tD$|
203  0x00005144 0x10005d44 5   6    .text   ascii   D$#4H
204  0x00005164 0x10005d64 4   5    .text   ascii   t$pf
205  0x000051c8 0x10005dc8 4   5    .text   ascii   t$lf
206  0x000051cd 0x10005dcd 5   6    .text   ascii   D$z]'
207  0x000051f4 0x10005df4 4   6    .text   utf8    ƊD$# blocks=Latin Extended-B,Basic Latin
208  0x00005201 0x10005e01 4   5    .text   ascii   t$h$
209  0x00005253 0x10005e53 5   7    .text   utf8    D$yǄ$ blocks=Basic Latin,Latin Extended-B
210  0x0000527c 0x10005e7c 4   5    .text   ascii   L$d8
211  0x000052aa 0x10005eaa 4   5    .text   ascii   L$@f
212  0x000052fe 0x10005efe 4   5    .text   ascii   [_^]
213  0x00005318 0x10005f18 4   6    .text   utf8    IL$D
214  0x00005333 0x10005f33 4   5    .text   ascii   D$Df
215  0x00005338 0x10005f38 5   7    .text   utf8    D$z\nI
216  0x000053ed 0x10005fed 4   5    .text   ascii   L$pf
217  0x00005414 0x10006014 4   5    .text   ascii   \$'f
218  0x00005430 0x10006030 4   5    .text   ascii   T$$f
219  0x00005435 0x10006035 5   7    .text   utf8    ыt$<i blocks=Cyrillic,Basic Latin
220  0x0000546d 0x1000606d 5   6    .text   ascii   D$'\f+
221  0x00005498 0x10006098 5   6    .text   ascii   3L$8f
222  0x0000549e 0x1000609e 5   6    .text   ascii   D$$f\t
223  0x00005510 0x10006110 4   5    .text   ascii   t$di
224  0x0000552c 0x1000612c 5   7    .text   utf8    D$hǄ$ blocks=Basic Latin,Latin Extended-B
225  0x0000553e 0x1000613e 5   7    .text   utf8    ͊|$'( blocks=Combining Diacritical Marks,Basic Latin
226  0x00005555 0x10006155 8   10   .text   utf8    L$`1ȉD$h blocks=Basic Latin,Latin Extended-B
227  0x00005567 0x10006167 6   9    .text   utf8    ȉD$xǄ$ blocks=Latin Extended-B,Basic Latin
228  0x00005588 0x10006188 4   5    .text   ascii   D$lf
229  0x0000558d 0x1000618d 5   6    .text   ascii   L$$fi
230  0x00005596 0x10006196 4   5    .text   ascii   t$xf
231  0x000055b5 0x100061b5 5   7    .text   utf8    1\vt$l
232  0x000055c2 0x100061c2 4   5    .text   ascii   |$,!
233  0x000055ed 0x100061ed 4   5    .text   ascii   L$$f
234  0x000055fb 0x100061fb 5   7    .text   utf8    u\bfǄ$ blocks=Basic Latin,Latin Extended-B
235  0x00005608 0x10006208 4   5    .text   ascii   F\f0 
236  0x00005611 0x10006211 9   11   .text   utf8    [_^]ËD$<@ blocks=Basic Latin,Latin-1 Supplement
237  0x00005657 0x10006257 5   7    .text   utf8    T$@Ǆ$ blocks=Basic Latin,Latin Extended-B
238  0x00005663 0x10006263 4   6    .text   utf8    [\nǄ$ blocks=Basic Latin,Latin Extended-B
239  0x000056bb 0x100062bb 4   5    .text   ascii   |$$f
240  0x000056d0 0x100062d0 4   5    .text   ascii   D$,%
241  0x00005721 0x10006321 4   5    .text   ascii   t$$f
242  0x0000573d 0x1000633d 5   6    .text   ascii   D$',N
243  0x0000582b 0x1000642b 4   5    .text   ascii   |$ f
244  0x00005853 0x10006453 6   8    .text   utf8    |$.Ƅ$# blocks=Basic Latin,Latin Extended-B
245  0x0000587b 0x1000647b 4   5    .text   ascii   T$\bf
246  0x0000588c 0x1000648c 4   6    .text   utf8    f5ӥf blocks=Basic Latin,Cyrillic
247  0x00005925 0x10006525 5   7    .text   utf8    _[^]Ð blocks=Basic Latin,Latin-1 Supplement
248  0x0000594f 0x1000654f 6   8    .text   utf8    D$DՉHU blocks=Basic Latin,Armenian
249  0x00005999 0x10006599 4   6    .text   utf8    KD$$
250  0x0000599f 0x1000659f 8   9    .text   ascii   T$W2T$Wf
251  0x000059f2 0x100065f2 5   7    .text   utf8    D$Pnؔ blocks=Basic Latin,Arabic
252  0x00005a17 0x10006617 4   5    .text   ascii   L$Zf
253  0x00005a2c 0x1000662c 4   5    .text   ascii   T$Wf
254  0x00005a3e 0x1000663e 5   6    .text   ascii   t$@f9
255  0x00005a58 0x10006658 4   5    .text   ascii   T$,B
256  0x00005a63 0x10006663 4   6    .text   utf8    щL$L blocks=Cyrillic,Basic Latin
257  0x00005a85 0x10006685 4   5    .text   ascii   D$W,
258  0x00005a8c 0x1000668c 8   10   .text   utf8    ^[_]ËD$$ blocks=Basic Latin,Latin-1 Supplement
259  0x00005a9d 0x1000669d 4   5    .text   ascii   T$,f
260  0x00005aca 0x100066ca 6   7    .text   ascii   D$Xf\r"
261  0x00005ad6 0x100066d6 4   5    .text   ascii   T$,f
262  0x00005adb 0x100066db 7   8    .text   ascii   D$Xit$P
263  0x00005aeb 0x100066eb 9   10   .text   ascii   t$Pfi|$X:
264  0x00005afa 0x100066fa 4   5    .text   ascii   |$X9
265  0x00005b72 0x10006772 5   7    .text   utf8    ɉL$|f blocks=Latin Extended-B,Basic Latin
266  0x00005c10 0x10006810 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
267  0x00005e13 0x10006a13 6   8    .text   utf8    ^_]ËD$ blocks=Basic Latin,Latin-1 Supplement
268  0x00005e50 0x10006a50 5   6    .text   ascii   fiL$.
269  0x00005e75 0x10006a75 4   5    .text   ascii   L$.f
270  0x0000bb68 0x1000cb68 4   6    .rdata  utf8    RUá\r blocks=Basic Latin,Latin-1 Supplement
271  0x0000bb7a 0x1000cb7a 4   5    .rdata  ascii   Vc@L
272  0x0000bbf2 0x1000cbf2 4   5    .rdata  ascii   C9=B
273  0x0000bc29 0x1000cc29 4   5    .rdata  ascii   DM1o
274  0x0000bc5a 0x1000cc5a 4   5    .rdata  ascii   ZKfI
275  0x0000bc82 0x1000cc82 5   6    .rdata  ascii   (X=T~
276  0x0000bcae 0x1000ccae 4   5    .rdata  ascii   `S~H
277  0x0000bcda 0x1000ccda 4   5    .rdata  ascii   >Q1K
278  0x0000bce4 0x1000cce4 7   10   .rdata  utf8    ߂\bJY\fԟu blocks=NKo,Basic Latin,Cyrillic Supplement
279  0x0000bd08 0x1000cd08 4   5    .rdata  ascii   PULY
280  0x0000bd0d 0x1000cd0d 5   6    .rdata  ascii   1_>Yk
281  0x0000bd6e 0x1000cd6e 6   8    .rdata  utf8    տm-i|) blocks=Armenian,Basic Latin
282  0x0000bd93 0x1000cd93 4   5    .rdata  ascii   \r>Br
283  0x0000bdf4 0x1000cdf4 4   5    .rdata  ascii   =<lY
284  0x0000be27 0x1000ce27 5   7    .rdata  utf8    @JUßE blocks=Basic Latin,Latin-1 Supplement
285  0x0000be3d 0x1000ce3d 4   5    .rdata  ascii   R%A;
286  0x0000be5f 0x1000ce5f 4   6    .rdata  utf8    @ҾUr blocks=Basic Latin,Cyrillic
287  0x0000be9b 0x1000ce9b 4   7    .rdata  utf8    Kˡѹ\b blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
288  0x0000beed 0x1000ceed 4   6    .rdata  utf8    1g>ͬ blocks=Basic Latin,Combining Diacritical Marks
289  0x0000bf28 0x1000cf28 4   6    .rdata  utf8    2@̟E blocks=Basic Latin,Combining Diacritical Marks
290  0x0000bf40 0x1000cf40 4   6    .rdata  utf8    A}ˈS blocks=Basic Latin,Spacing Modifier Letters
291  0x0000bfed 0x1000cfed 5   6    .rdata  ascii   3WNg\b
292  0x0000c00d 0x1000d00d 4   5    .rdata  ascii   1Wfm
293  0x0000c012 0x1000d012 4   5    .rdata  ascii   \vmcD
294  0x0000c0df 0x1000d0df 7   9    .rdata  utf8    A7%Szʂ4 blocks=Basic Latin,IPA Extensions
295  0x0000c1a7 0x1000d1a7 4   5    .rdata  ascii   V5"F
296  0x0000c1bb 0x1000d1bb 4   5    .rdata  ascii   pt|E
297  0x0000c1cd 0x1000d1cd 4   5    .rdata  ascii   1Wfm
298  0x0000c214 0x1000d214 4   5    .rdata  ascii   L=<X
299  0x0000c23d 0x1000d23d 7   10   .rdata  utf8    }>+t?kǕ blocks=Basic Latin,Latin Extended-B
300  0x0000c29f 0x1000d29f 5   7    .rdata  utf8    ?\vuفx blocks=Basic Latin,Arabic
301  0x0000c2a7 0x1000d2a7 5   6    .rdata  ascii   v5]NY
302  0x0000c2be 0x1000d2be 4   5    .rdata  ascii   J^A}
303  0x0000c2f0 0x1000d2f0 5   6    .rdata  ascii   \bUl)}
304  0x0000c339 0x1000d339 6   7    .rdata  ascii    Ub?5\f
305  0x0000c347 0x1000d347 5   8    .rdata  utf8    ƏUßMh blocks=Latin Extended-B,Basic Latin,Latin-1 Supplement
306  0x0000c41a 0x1000d41a 4   5    .rdata  ascii   ?nAL
307  0x0000c42d 0x1000d42d 4   5    .rdata  ascii   3o&m
308  0x0000c43d 0x1000d43d 4   6    .rdata  utf8    ɵ?\ei blocks=IPA Extensions,Basic Latin
309  0x0000c454 0x1000d454 4   5    .rdata  ascii   =D!D
310  0x0000c466 0x1000d466 6   8    .rdata  utf8    >pJdXՋ blocks=Basic Latin,Armenian
311  0x0000c47e 0x1000d47e 4   5    .rdata  ascii   ZzG2
312  0x0000c498 0x1000d498 4   5    .rdata  ascii   jlDo
313  0x0000c4a9 0x1000d4a9 4   6    .rdata  utf8    D͝EH blocks=Basic Latin,Combining Diacritical Marks
314  0x0000c4c9 0x1000d4c9 4   7    .rdata  utf8    d7r먜 blocks=Basic Latin,Hangul Syllables
315  0x0000c4d0 0x1000d4d0 6   7    .rdata  ascii   {l"%@D
316  0x0000c51f 0x1000d51f 5   6    .rdata  ascii   ?\vaSB
317  0x0000c527 0x1000d527 5   6    .rdata  ascii   uITNY
318  0x0000c55e 0x1000d55e 5   6    .rdata  ascii   R:G2Z
319  0x0000c56d 0x1000d56d 4   5    .rdata  ascii   3WBo
320  0x0000c579 0x1000d579 5   6    .rdata  ascii    BfTR
321  0x0000c5c2 0x1000d5c2 4   5    .rdata  ascii   v\fcq
322  0x0000c5e6 0x1000d5e6 4   5    .rdata  ascii   ?wHT
323  0x0000c5fa 0x1000d5fa 4   5    .rdata  ascii   Vc@L
324  0x0000c63b 0x1000d63b 4   5    .rdata  ascii   c@LQ
325  0x0000c640 0x1000d640 7   8    .rdata  ascii   0\t9^B;'
