[Strings]
nth  paddr      vaddr      len size section  type    string
74   0x00002034 0x0bbc2034 4   5    .text    ascii   D$tf
75   0x0000208e 0x0bbc208e 4   5    .text    ascii   D$tf
76   0x000020cd 0x0bbc20cd 4   5    .text    ascii   L$tf
77   0x0000212d 0x0bbc212d 5   7    .text    utf8    W\tD$@
78   0x0000213b 0x0bbc213b 4   5    .text    ascii   D$ f
79   0x00002149 0x0bbc2149 4   5    .text    ascii   L$ Q
80   0x00002152 0x0bbc2152 4   5    .text    ascii   D$ P
81   0x0000215e 0x0bbc215e 8   9    .text    ascii   |$ \tu6Vj
82   0x0000219a 0x0bbc219a 4   6    .text    utf8    3\tD$
83   0x000021b0 0x0bbc21b0 5   6    .text    ascii   D$PPW
84   0x000021e9 0x0bbc21e9 4   5    .text    ascii   j\nPQ
85   0x000022b7 0x0bbc22b7 5   6    .text    ascii   U\bSVW
86   0x00002417 0x0bbc2417 4   5    .text    ascii   E\bSV
87   0x00002464 0x0bbc2464 4   6    .text    utf8    r܋E\b blocks=Basic Latin,Syriac
88   0x00002495 0x0bbc2495 4   5    .text    ascii   DVQj
89   0x000024e0 0x0bbc24e0 4   5    .text    ascii   GPPj
90   0x00002566 0x0bbc2566 5   8    .text    utf8    rɋu܋] blocks=Basic Latin,Latin Extended-B,Syriac
91   0x000025a5 0x0bbc25a5 4   7    .text    utf8    3҉Mă blocks=Basic Latin,Cyrillic,Latin Extended-A
92   0x0000274f 0x0bbc274f 4   9    .text    utf16le jjjj
93   0x000027ad 0x0bbc27ad 4   5    .text    ascii   \vh8R
94   0x000027c9 0x0bbc27c9 4   9    .text    utf16le jjjj
95   0x000028e2 0x0bbc28e2 5   6    .text    ascii   f;1u\t
96   0x000028f0 0x0bbc28f0 4   5    .text    ascii   f;9u
97   0x00002ab8 0x0bbc2ab8 4   5    .text    ascii   F\b+F
98   0x00002af7 0x0bbc2af7 5   6    .text    ascii   ^(+^$
99   0x00002b37 0x0bbc2b37 5   6    .text    ascii   ^H+^D
100  0x00002b73 0x0bbc2b73 5   6    .text    ascii   ^h+^d
101  0x00002c94 0x0bbc2c94 4   5    .text    ascii   G8\au
102  0x00002cb3 0x0bbc2cb3 5   6    .text    ascii   QSVW3
103  0x00002cee 0x0bbc2cee 4   5    .text    ascii   RPQS
104  0x00002d9a 0x0bbc2d9a 5   6    .text    ascii   u\thHC
105  0x00002daa 0x0bbc2daa 4   5    .text    ascii   \vh,S
106  0x00002f04 0x0bbc2f04 5   6    .text    ascii   t\vG;}
107  0x00002f3e 0x0bbc2f3e 6   7    .text    ascii   t<<*u\v
108  0x00002f4d 0x0bbc2f4d 5   6    .text    ascii   t5<?t
109  0x00002f5a 0x0bbc2f5a 5   7    .text    utf8    ۀ?*u$ blocks=Arabic,Basic Latin
110  0x00002f90 0x0bbc2f90 4   5    .text    ascii   SVWj
111  0x00002fba 0x0bbc2fba 6   7    .text    ascii   u\v8\au\a
112  0x00002fc6 0x0bbc2fc6 4   5    .text    ascii   L<*u
113  0x00002fd9 0x0bbc2fd9 12  13   .text    ascii   9<?t(:\at$<*u
114  0x00003094 0x0bbc3094 5   6    .text    ascii   t\vG;}
115  0x000030f0 0x0bbc30f0 4   5    .text    ascii   zu<W
116  0x00003153 0x0bbc3153 4   5    .text    ascii   vfW3
117  0x000031a4 0x0bbc31a4 5   6    .text    ascii   t\vG;}
118  0x000031b8 0x0bbc31b8 4   5    .text    ascii   ^[_3
119  0x000031f4 0x0bbc31f4 4   5    .text    ascii   t\rF;
120  0x000032d4 0x0bbc32d4 5   6    .text    ascii   t\vG;}
121  0x00003305 0x0bbc3305 5   6    .text    ascii   E\bSVW
122  0x00003350 0x0bbc3350 4   5    .text    ascii   <\nt\b
123  0x00003357 0x0bbc3357 4   5    .text    ascii   F<\ru
124  0x000033a3 0x0bbc33a3 4   5    .text    ascii   QSVW
125  0x000033b6 0x0bbc33b6 4   5    .text    ascii   \vWVP
126  0x000034b2 0x0bbc34b2 4   5    .text    ascii   s*f9
127  0x000034b8 0x0bbc34b8 4   5    .text    ascii   t\aF;
128  0x00003554 0x0bbc3554 4   5    .text    ascii   t\aF;
129  0x0000358b 0x0bbc358b 4   5    .text    ascii   8_^[
130  0x00003624 0x0bbc3624 4   5    .text    ascii   t\aF;
131  0x0000367b 0x0bbc367b 4   6    .text    utf8    S3҉E blocks=Basic Latin,Cyrillic
132  0x0000368b 0x0bbc368b 5   6    .text    ascii   9GET 
133  0x0000369c 0x0bbc369c 7   8    .text    ascii   9POSTu\f
134  0x00003715 0x0bbc3715 5   6    .text    ascii   ?\ru"V
135  0x00003765 0x0bbc3765 4   5    .text    ascii   \a< t
136  0x0000376a 0x0bbc376a 4   5    .text    ascii   <?uC
137  0x000037e5 0x0bbc37e5 4   5    .text    ascii   \bVWh
138  0x000037ec 0x0bbc37ec 4   5    .text    ascii   \vhHC
139  0x00003844 0x0bbc3844 5   6    .text    ascii   QPj"V
140  0x00003864 0x0bbc3864 4   5    .text    ascii   :/u\a
141  0x00003915 0x0bbc3915 4   5    .text    ascii   $SVW
142  0x00003970 0x0bbc3970 5   6    .text    ascii   tH<*u
143  0x000039db 0x0bbc39db 4   6    .text    utf8    +ˋ_\f blocks=Basic Latin,Spacing Modifier Letters
144  0x000039ef 0x0bbc39ef 5   7    .text    utf8    u\b+ى] blocks=Basic Latin,Arabic
145  0x00003a22 0x0bbc3a22 5   6    .text    ascii   +1+u\b
146  0x00003a73 0x0bbc3a73 5   6    .text    ascii   u\bQVS
147  0x00003b87 0x0bbc3b87 4   5    .text    ascii   }\bWP
148  0x00003c26 0x0bbc3c26 4   6    .text    utf8    ?\v^]
149  0x00003cf0 0x0bbc3cf0 4   5    .text    ascii   SVWj
150  0x00003d9e 0x0bbc3d9e 4   5    .text    ascii   \v_^[
151  0x00003dd0 0x0bbc3dd0 4   5    .text    ascii   9>u5
152  0x00003e05 0x0bbc3e05 5   7    .text    utf8    \v_^Ã~ blocks=Basic Latin,Latin-1 Supplement
153  0x00003e2a 0x0bbc3e2a 4   6    .text    utf8    \v_^Ë blocks=Basic Latin,Latin-1 Supplement
154  0x00003e85 0x0bbc3e85 6   7    .text    ascii   ?GET t
155  0x00003e8d 0x0bbc3e8d 5   6    .text    ascii   ?POST
156  0x00003f0b 0x0bbc3f0b 4   5    .text    ascii   ^_[]
157  0x00003f1d 0x0bbc3f1d 5   6    .text    ascii   \f^_[]
158  0x00003f30 0x0bbc3f30 4   5    .text    ascii   \f_[]
159  0x00003f46 0x0bbc3f46 4   5    .text    ascii   SVWj
160  0x00003f67 0x0bbc3f67 4   5    .text    ascii   93t\a
161  0x00003ff3 0x0bbc3ff3 9   10   .text    ascii   <0\r\n\r\nt-@
162  0x000040e3 0x0bbc40e3 8   9    .text    ascii   \r\n\r\nt\aF;
163  0x0000428c 0x0bbc428c 4   6    .text    utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
164  0x000042ac 0x0bbc42ac 4   6    .text    utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
165  0x0000441a 0x0bbc441a 5   6    .text    ascii   \r\n0\ru
166  0x00004425 0x0bbc4425 4   5    .text    ascii   \n\ru\v
167  0x0000443a 0x0bbc443a 7   8    .text    ascii   :0\r\n\ru\n
168  0x000044b7 0x0bbc44b7 4   5    .text    ascii   \r\n0\r
169  0x0000451b 0x0bbc451b 4   5    .text    ascii   :\au!
170  0x00004614 0x0bbc4614 4   5    .text    ascii   ^\tSW
171  0x0000468d 0x0bbc468d 4   6    .text    utf8    ]ËK\f blocks=Basic Latin,Latin-1 Supplement
172  0x000046b2 0x0bbc46b2 7   8    .text    ascii   C\f;C\br"
173  0x0000473d 0x0bbc473d 5   6    .text    ascii   8VVVV
174  0x000047a2 0x0bbc47a2 4   9    .text    utf16le jjjj
175  0x00004820 0x0bbc4820 4   5    .text    ascii   9>u9
176  0x00004859 0x0bbc4859 5   7    .text    utf8    \v_^Ã~ blocks=Basic Latin,Latin-1 Supplement
177  0x0000487d 0x0bbc487d 4   6    .text    utf8    \v_^Ë blocks=Basic Latin,Latin-1 Supplement
178  0x00004901 0x0bbc4901 6   7    .text    ascii   u\a[_^]
179  0x00004919 0x0bbc4919 4   5    .text    ascii   [_^]
180  0x00004973 0x0bbc4973 4   5    .text    ascii   \v_^]
181  0x0000499e 0x0bbc499e 6   7    .text    ascii   t\v9>t\a
182  0x000049bf 0x0bbc49bf 7   8    .text    ascii   E\f+N\f_^
183  0x000049de 0x0bbc49de 5   7    .text    utf8    ?\v_^]
184  0x000049fd 0x0bbc49fd 5   6    .text    ascii   3uEVj
185  0x00004a58 0x0bbc4a58 4   5    .text    ascii   HVWh
186  0x00004a5f 0x0bbc4a5f 4   5    .text    ascii   \vhHC
187  0x00004a97 0x0bbc4a97 4   5    .text    ascii   D$\fh
188  0x00004aa6 0x0bbc4aa6 4   6    .text    utf8    W\vu\f
189  0x00004ab0 0x0bbc4ab0 4   5    .text    ascii   D$\ff
190  0x00004ab6 0x0bbc4ab6 4   5    .text    ascii   D$ f
191  0x00004ada 0x0bbc4ada 4   5    .text    ascii   D$ (
192  0x00004ae2 0x0bbc4ae2 4   5    .text    ascii   D$4j
193  0x00004b1e 0x0bbc4b1e 4   6    .text    utf8    ƋD$8 blocks=Latin Extended-B,Basic Latin
194  0x00004b5c 0x0bbc4b5c 4   6    .text    utf8    3\tD$
195  0x00004ba5 0x0bbc4ba5 5   6    .text    ascii   (SVWj
196  0x00004be2 0x0bbc4be2 8   9    .text    ascii   w\b+w\f9u\b
197  0x00004bf2 0x0bbc4bf2 4   5    .text    ascii   G\fVP
198  0x00004c0a 0x0bbc4c0a 7   8    .text    ascii   O\f;O\br\a
199  0x00004c22 0x0bbc4c22 4   6    .text    utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
200  0x00004c78 0x0bbc4c78 4   5    .text    ascii   \vhHC
201  0x00004c91 0x0bbc4c91 5   6    .text    ascii   QVj"S
202  0x00004cbb 0x0bbc4cbb 5   6    .text    ascii   PVj"S
203  0x00004d07 0x0bbc4d07 4   5    .text    ascii   \vhHC
204  0x00004e05 0x0bbc4e05 4   5    .text    ascii   \v_^3
205  0x00004e19 0x0bbc4e19 5   7    .text    utf8    }\b;=l
206  0x00004e61 0x0bbc4e61 4   5    .text    ascii   \v_^]
207  0x00004e75 0x0bbc4e75 4   5    .text    ascii   ,SVW
208  0x00004e83 0x0bbc4e83 4   5    .text    ascii   \vh\T
209  0x00004e9b 0x0bbc4e9b 4   5    .text    ascii   \vh\T
210  0x00004ead 0x0bbc4ead 4   5    .text    ascii   \vh\T
211  0x00004ebe 0x0bbc4ebe 4   5    .text    ascii   \vh\T
212  0x00004f93 0x0bbc4f93 4   5    .text    ascii   u\fWS
213  0x00004f9e 0x0bbc4f9e 7   9    .text    utf8    ?\v_^[Y]
214  0x00004fb5 0x0bbc4fb5 4   5    .text    ascii   u\bWV
215  0x00004fe0 0x0bbc4fe0 4   5    .text    ascii   SVWj
216  0x0000508e 0x0bbc508e 4   5    .text    ascii   \v_^[
217  0x000050c0 0x0bbc50c0 4   5    .text    ascii   9>u5
218  0x000050f5 0x0bbc50f5 5   7    .text    utf8    \v_^Ã~ blocks=Basic Latin,Latin-1 Supplement
219  0x0000511a 0x0bbc511a 4   6    .text    utf8    \v_^Ë blocks=Basic Latin,Latin-1 Supplement
220  0x00005175 0x0bbc5175 6   7    .text    ascii   ?GET t
221  0x0000517d 0x0bbc517d 5   6    .text    ascii   ?POST
222  0x000051fb 0x0bbc51fb 4   5    .text    ascii   ^_[]
223  0x0000520d 0x0bbc520d 5   6    .text    ascii   \f^_[]
224  0x00005220 0x0bbc5220 4   5    .text    ascii   \f_[]
225  0x00005236 0x0bbc5236 4   5    .text    ascii   SVWj
226  0x00005257 0x0bbc5257 4   5    .text    ascii   93t\a
227  0x000052e3 0x0bbc52e3 9   10   .text    ascii   <0\r\n\r\nt-@
228  0x000053d3 0x0bbc53d3 8   9    .text    ascii   \r\n\r\nt\aF;
229  0x0000559b 0x0bbc559b 4   6    .text    utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
230  0x000055b9 0x0bbc55b9 4   6    .text    utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
231  0x0000572a 0x0bbc572a 5   6    .text    ascii   \r\n0\ru
232  0x00005735 0x0bbc5735 4   5    .text    ascii   \n\ru\v
233  0x0000574a 0x0bbc574a 7   8    .text    ascii   :0\r\n\ru\n
234  0x000057c7 0x0bbc57c7 4   5    .text    ascii   \r\n0\r
235  0x0000582b 0x0bbc582b 4   5    .text    ascii   :\au!
236  0x00005924 0x0bbc5924 4   5    .text    ascii   ^\tSW
237  0x0000599d 0x0bbc599d 4   6    .text    utf8    ]ËK\f blocks=Basic Latin,Latin-1 Supplement
238  0x000059c2 0x0bbc59c2 7   8    .text    ascii   C\f;C\br"
239  0x00005a25 0x0bbc5a25 4   5    .text    ascii   ,SV3
240  0x00005a33 0x0bbc5a33 4   5    .text    ascii   \vhxC
241  0x00005b50 0x0bbc5b50 4   5    .text    ascii   >SSL
242  0x00005d11 0x0bbc5d11 4   5    .text    ascii   Pj@j
243  0x00005df1 0x0bbc5df1 4   5    .text    ascii   Pj@j
244  0x00005ef5 0x0bbc5ef5 4   5    .text    ascii   \vu h
245  0x00005f48 0x0bbc5f48 5   6    .text    ascii   u h4W
246  0x00005f71 0x0bbc5f71 5   6    .text    ascii   u hHW
247  0x00005feb 0x0bbc5feb 4   5    .text    ascii   \vu h
248  0x0000603e 0x0bbc603e 5   6    .text    ascii   u h\fW
249  0x00006248 0x0bbc6248 4   5    .text    ascii   \fSVW
250  0x000062d4 0x0bbc62d4 4   5    .text    ascii   \vh@T
251  0x0000631a 0x0bbc631a 6   7    .text    ascii   \vtPhXW
252  0x000063a7 0x0bbc63a7 5   6    .text    ascii   tAhHW
253  0x000063ef 0x0bbc63ef 4   5    .text    ascii   \vh`X
254  0x000065b8 0x0bbc65b8 6   7    .text    ascii   \v< |"<
255  0x000066f7 0x0bbc66f7 4   5    .text    ascii   ts<"
256  0x00006701 0x0bbc6701 6   7    .text    ascii   <\u_G;
257  0x0000673b 0x0bbc673b 5   6    .text    ascii   t#<0|
258  0x00006749 0x0bbc6749 10  11   .text    ascii   <F~\b<a|,<f
259  0x0000678c 0x0bbc678c 4   6    .text    utf8    ]ËU\f blocks=Basic Latin,Latin-1 Supplement
260  0x00006857 0x0bbc6857 4   5    .text    ascii   E\bSV
261  0x000068eb 0x0bbc68eb 4   6    .text    utf8    >3\tz
262  0x00006c4d 0x0bbc6c4d 4   5    .text    ascii   SVWh
263  0x00006f2c 0x0bbc6f2c 4   5    .text    ascii   \b_^[
264  0x00006fc7 0x0bbc6fc7 4   6    .text    utf8    3ɋt$ blocks=Basic Latin,Latin Extended-B
265  0x00006fed 0x0bbc6fed 4   5    .text    ascii   D$\f3
266  0x0000700a 0x0bbc700a 5   6    .text    ascii   D$lPj
267  0x00007011 0x0bbc7011 5   6    .text    ascii   D$LPj
268  0x00007028 0x0bbc7028 4   5    .text    ascii   E|$H
269  0x0000708b 0x0bbc708b 4   5    .text    ascii   D\xC
270  0x000070ae 0x0bbc70ae 4   5    .text    ascii   D$tP
271  0x00007106 0x0bbc7106 5   6    .text    ascii   D$,Pj
272  0x0000710c 0x0bbc710c 7   15   .text    utf16le jjjjjjj
273  0x00007147 0x0bbc7147 6   13   .text    utf16le jjjjjj
274  0x00007180 0x0bbc7180 4   5    .text    ascii   D$Lf
275  0x00007241 0x0bbc7241 4   5    .text    ascii   D$tP
276  0x000072c1 0x0bbc72c1 4   5    .text    ascii   D$tP
277  0x000072c6 0x0bbc72c6 4   5    .text    ascii   D$zP
278  0x000072e2 0x0bbc72e2 4   5    .text    ascii   D$ph
279  0x000072f3 0x0bbc72f3 4   5    .text    ascii   D$pP
280  0x00007310 0x0bbc7310 4   5    .text    ascii   D$h+
281  0x0000733f 0x0bbc733f 5   6    .text    ascii   D$tPj
282  0x0000737c 0x0bbc737c 4   5    .text    ascii   \vVWj
283  0x0000779c 0x0bbc779c 5   6    .text    ascii   \tu5Vj
284  0x000077ec 0x0bbc77ec 6   7    .text    ascii   SVWQj\b
285  0x00007821 0x0bbc7821 6   7    .text    ascii   \v9|$,t
286  0x0000783d 0x0bbc783d 6   7    .text    ascii   D$\f_^[
287  0x0000784d 0x0bbc784d 4   5    .text    ascii   D$\fV
288  0x00007859 0x0bbc7859 6   7    .text    ascii   D$\f_^[
289  0x00007879 0x0bbc7879 4   5    .text    ascii   SVWQ
290  0x00007bea 0x0bbc7bea 4   6    .text    utf8    \b\vȋu blocks=Basic Latin,Latin Extended-B
291  0x00007c1b 0x0bbc7c1b 4   6    .text    utf8    \b\vȉM blocks=Basic Latin,Latin Extended-B
292  0x00007c37 0x0bbc7c37 7   10   .text    utf8    \v3ȉ}܋z  blocks=Basic Latin,Latin Extended-B,Syriac
293  0x00007c78 0x0bbc7c78 4   6    .text    utf8    \r3ȋE blocks=Basic Latin,Latin Extended-B
294  0x00007c8a 0x0bbc7c8a 5   8    .text    utf8    #E܉E؋ blocks=Basic Latin,Syriac,Arabic
295  0x00007cc8 0x0bbc7cc8 5   9    .text    utf8    Ћ}ԋE؋ blocks=Cyrillic,Basic Latin,Cyrillic Supplement,Arabic
296  0x00007cd9 0x0bbc7cd9 4   6    .text    utf8    \r3ȋE blocks=Basic Latin,Latin Extended-B
297  0x00007ce2 0x0bbc7ce2 5   8    .text    utf8    3ȋE؉E blocks=Basic Latin,Latin Extended-B,Arabic
298  0x00007d3d 0x0bbc7d3d 4   6    .text    utf8    \r3ȉ] blocks=Basic Latin,Latin Extended-B
299  0x00007d49 0x0bbc7d49 4   7    .text    utf8    3ȋE؋ blocks=Basic Latin,Latin Extended-B,Arabic
300  0x00007d58 0x0bbc7d58 4   6    .text    utf8    #}ԋU blocks=Basic Latin,Cyrillic Supplement
301  0x00007d9f 0x0bbc7d9f 4   6    .text    utf8    \n3ȋE blocks=Basic Latin,Latin Extended-B
302  0x00007de6 0x0bbc7de6 4   5    .text    ascii   V93E
303  0x00007dfe 0x0bbc7dfe 6   9    .text    utf8    \r3ȉu؋E blocks=Basic Latin,Latin Extended-B,Arabic
304  0x00007e36 0x0bbc7e36 4   6    .text    utf8    \v3ȋ} blocks=Basic Latin,Latin Extended-B
305  0x00007e5f 0x0bbc7e5f 4   6    .text    utf8    \r3ȋE blocks=Basic Latin,Latin Extended-B
306  0x00007e94 0x0bbc7e94 4   6    .text    utf8    \v3ȋ] blocks=Basic Latin,Latin Extended-B
307  0x00007ebe 0x0bbc7ebe 4   6    .text    utf8    \r3ȋE blocks=Basic Latin,Latin Extended-B
308  0x00007f1b 0x0bbc7f1b 4   6    .text    utf8    \r3ȋE blocks=Basic Latin,Latin Extended-B
309  0x00007f24 0x0bbc7f24 4   7    .text    utf8    3ȋE܋ blocks=Basic Latin,Latin Extended-B,Syriac
310  0x00007f79 0x0bbc7f79 4   6    .text    utf8    \r3ȋE blocks=Basic Latin,Latin Extended-B
311  0x00007fd7 0x0bbc7fd7 6   9    .text    utf8    \r3ȉ}܋E blocks=Basic Latin,Latin Extended-B,Syriac
312  0x00007fe3 0x0bbc7fe3 4   7    .text    utf8    3ȋEԋ blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
313  0x00008006 0x0bbc8006 5   8    .text    utf8    \v3ȋǋ} blocks=Basic Latin,Latin Extended-B
314  0x0000803a 0x0bbc803a 4   6    .text    utf8    \r3ȉ] blocks=Basic Latin,Latin Extended-B
315  0x00008046 0x0bbc8046 4   7    .text    utf8    3ȋEԋ blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
316  0x00008072 0x0bbc8072 4   6    .text    utf8    \v3ȋu blocks=Basic Latin,Latin Extended-B
317  0x0000809e 0x0bbc809e 4   6    .text    utf8    \r3ȉu blocks=Basic Latin,Latin Extended-B
318  0x000080aa 0x0bbc80aa 4   7    .text    utf8    3ȋE؋ blocks=Basic Latin,Latin Extended-B,Arabic
319  0x000080b9 0x0bbc80b9 4   6    .text    utf8    #}ԋU blocks=Basic Latin,Cyrillic Supplement
320  0x000080d6 0x0bbc80d6 5   8    .text    utf8    \v3ȋƋu blocks=Basic Latin,Latin Extended-B
321  0x000080fd 0x0bbc80fd 6   9    .text    utf8    \r3ȋ}ԋE blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
322  0x0000810b 0x0bbc810b 5   8    .text    utf8    3ȉ}ԋE blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
323  0x0000813a 0x0bbc813a 7   11   .text    utf8    \v3ȋ]؋ǋ} blocks=Basic Latin,Latin Extended-B,Arabic
324  0x00008166 0x0bbc8166 6   9    .text    utf8    \r3ȉ]؋E blocks=Basic Latin,Latin Extended-B,Arabic
325  0x000081a1 0x0bbc81a1 5   8    .text    utf8    \v3ȋË] blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement
326  0x000081cd 0x0bbc81cd 4   6    .text    utf8    \r3ȋE blocks=Basic Latin,Latin Extended-B
327  0x00008202 0x0bbc8202 4   6    .text    utf8    \v3ȋ} blocks=Basic Latin,Latin Extended-B
328  0x0000822e 0x0bbc822e 4   6    .text    utf8    \r3ȉ} blocks=Basic Latin,Latin Extended-B
329  0x0000823a 0x0bbc823a 4   7    .text    utf8    3ȋE܋ blocks=Basic Latin,Latin Extended-B,Syriac
330  0x00008291 0x0bbc8291 4   6    .text    utf8    \v3ȉU blocks=Basic Latin,Latin Extended-B
331  0x000082c8 0x0bbc82c8 4   6    .text    utf8    \r3ȉ] blocks=Basic Latin,Latin Extended-B
