ii 1168 64
[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000000d 42   43   seg_001 ascii   !This program cannot be run in DOS mode.\n$
63   0x00004c3c 0x00004bfc 4    5            ascii   t\bSP
64   0x00004d55 0x00004d15 4    5            ascii   t\bSP
65   0x00004eca 0x00004e8a 4    5            ascii   t\bSP
66   0x0000506c 0x0000502c 4    5            ascii   t\bSP
67   0x00005a08 0x000059c8 4    5            ascii   4\n)5
68   0x00005ff3 0x00005fb3 4    5            ascii   t\bSP
69   0x00006382 0x00006342 4    5            ascii   t\bSP
70   0x000064a5 0x00006465 4    5            ascii   t\bSP
71   0x00006a0b 0x000069cb 4    5            ascii   t\bSP
72   0x00006a7c 0x00006a3c 4    5            ascii   t\bSP
73   0x00006da1 0x00006d61 4    5            ascii   t\bSP
74   0x00007175 0x00007135 4    5            ascii   t\bSP
75   0x000072c3 0x00007283 4    5            ascii   t\bSP
76   0x00007445 0x00007405 4    5            ascii   t\bSP
77   0x000075b5 0x00007575 4    5            ascii   t\bSP
78   0x00007780 0x00007740 4    5            ascii   t\bSP
79   0x000078e5 0x000078a5 4    5            ascii   t\bSP
80   0x000079b2 0x00007972 4    5            ascii   t\bSP
81   0x00007a46 0x00007a06 4    5            ascii   t\bSP
82   0x00007adf 0x00007a9f 4    5            ascii   t\bSP
83   0x00007c55 0x00007c15 4    5            ascii   t\bSP
84   0x00008037 0x00007ff7 4    5            ascii   t\bSP
85   0x000081ce 0x0000818e 4    5            ascii   t\bSP
86   0x00008294 0x00008254 4    5            ascii   t\bSP
87   0x0000842c 0x000083ec 4    5            ascii   t\bSP
88   0x000085ef 0x000085af 4    5            ascii   t\bSP
89   0x000086ad 0x0000866d 4    5            ascii   t\bSP
90   0x0000898a 0x0000894a 4    5            ascii   t\bSP
91   0x000089fc 0x000089bc 4    5            ascii   t\bSP
92   0x00008aea 0x00008aaa 4    5            ascii   t\bSP
93   0x00008ccf 0x00008c8f 4    5            ascii   t\bSP
94   0x0000902a 0x00008fea 4    5            ascii   t\bSP
95   0x00009165 0x00009125 4    5            ascii   t\bSP
96   0x000093f1 0x000093b1 4    5            ascii   t\bSP
97   0x000094ed 0x000094ad 4    5            ascii   t\bSP
98   0x0000958c 0x0000954c 4    5            ascii   t\bSP
99   0x0000976c 0x0000972c 4    5            ascii   t\bSP
100  0x0000980d 0x000097cd 4    5            ascii   t\bSP
101  0x00009c30 0x00009bf0 4    7            utf8    E؋M܃ blocks=Basic Latin,Arabic,Syriac
102  0x00009c46 0x00009c06 4    6            utf8    E܍U\b blocks=Basic Latin,Syriac
103  0x00009d5e 0x00009d1e 5    8            utf8    ;E䡄lE blocks=Basic Latin,CJK Unified Ideographs Extension A
104  0x00009dd6 0x00009d96 5    6            ascii   SHPSQ
105  0x00009df3 0x00009db3 4    5            ascii   JRPQ
106  0x00009e30 0x00009df0 4    5            ascii   t\tH;
107  0x00009e40 0x00009e00 5    7            utf8    t3:ËE blocks=Basic Latin,Latin-1 Supplement
108  0x00009e57 0x00009e17 5    6            ascii   SHPSV
109  0x00009e6b 0x00009e2b 4    5            ascii   IQRV
110  0x00009ea0 0x00009e60 4    5            ascii   SSVP
111  0x00009eaa 0x00009e6a 4    5            ascii   QRSP
112  0x00009f3b 0x00009efb 4    5            ascii   QPh\a
113  0x00009f6a 0x00009f2a 5    6            ascii   SRHPQ
114  0x00009f87 0x00009f47 4    5            ascii   RHPQ
115  0x0000a00c 0x00009fcc 4    5            ascii   <\b+E
116  0x0000a0cc 0x0000a08c 4    6            utf8    SPǅ< blocks=Basic Latin,Latin Extended-B
117  0x0000a122 0x0000a0e2 4    5            ascii   SPVS
118  0x0000a1c3 0x0000a183 4    5            ascii   |$\f3
119  0x0000a2dc 0x0000a29c 4    5            ascii   \aVPS
120  0x0000a300 0x0000a2c0 4    5            ascii   \fSUV
121  0x0000a309 0x0000a2c9 5    6            ascii   W9n\fv
122  0x0000a325 0x0000a2e5 4    5            ascii   USWP
123  0x0000a332 0x0000a2f2 4    5            ascii   _^][
124  0x0000a350 0x0000a310 4    5            ascii   \$\bU
125  0x0000a44b 0x0000a40b 5    6            ascii   v\rWSj
126  0x0000a481 0x0000a441 4    5            ascii   l$\fV
127  0x0000a4cc 0x0000a48c 4    5            ascii   _^][
128  0x0000a560 0x0000a520 4    5            ascii   \fSUV
129  0x0000a59a 0x0000a55a 4    5            ascii   \$,+
130  0x0000a5ab 0x0000a56b 6    7            ascii   L$$RPQ
131  0x0000a5b9 0x0000a579 4    5            ascii   ~\f;~
132  0x0000a5ee 0x0000a5ae 4    5            ascii   ;~\fs
133  0x0000a61e 0x0000a5de 4    5            ascii   9F\fw
134  0x0000a63c 0x0000a5fc 4    5            ascii   9~\fw
135  0x0000a67b 0x0000a63b 6    7            ascii   ~\fQWQR
136  0x0000a6d0 0x0000a690 5    6            ascii   l$\bVW
137  0x0000a780 0x0000a740 4    5            ascii   WUQP
138  0x0000a7b0 0x0000a770 4    5            ascii   \$\bV
139  0x0000a841 0x0000a801 4    5            ascii   l$\fW
140  0x0000a8b4 0x0000a874 4    6            utf8    +M\]
141  0x0000a8da 0x0000a89a 4    5            ascii   \fx_]
142  0x0000a938 0x0000a8f8 4    5            ascii   T$\f+
143  0x0000aa11 0x0000a9d1 5    7            utf8    ؋K\fVW blocks=Arabic,Basic Latin
144  0x0000aa98 0x0000aa58 4    5            ascii   PQPW
145  0x0000aaee 0x0000aaae 6    7            ascii   {\f_^][
146  0x0000ab57 0x0000ab17 4    5            ascii   _^][
147  0x0000ab87 0x0000ab47 4    5            ascii   QPQ+
148  0x0000aba9 0x0000ab69 4    5            ascii   _^][
149  0x0000ac1d 0x0000abdd 4    5            ascii   hp*E
150  0x0000ac23 0x0000abe3 4    5            ascii   L$$Q
151  0x0000ac82 0x0000ac42 4    5            ascii   L$\bQ
152  0x0000acda 0x0000ac9a 4    5            ascii   E\bSV
153  0x0000ad9f 0x0000ad5f 4    5            ascii   M\bSP
154  0x0000ae31 0x0000adf1 4    5            ascii   l$\fV
155  0x0000aefa 0x0000aeba 4    5            ascii   E\fSV
156  0x0000b0f8 0x0000b0b8 4    5            ascii   T$\b+
157  0x0000b17d 0x0000b13d 4    5            ascii   L$\bQ
158  0x0000b1af 0x0000b16f 6    7            ascii   v\fQWQR
159  0x0000b25e 0x0000b21e 4    5            ascii   hp*E
160  0x0000b358 0x0000b318 7    8            ascii   ^_u\b^_]
161  0x0000b4a2 0x0000b462 4    5            ascii   E\b^_
162  0x0000b4ae 0x0000b46e 4    5            ascii   E\b^_
163  0x0000b4c0 0x0000b480 4    5            ascii   E\b^_
164  0x0000b4da 0x0000b49a 4    5            ascii   E\b^_
165  0x0000b63e 0x0000b5fe 4    5            ascii   E\b^_
166  0x0000b64c 0x0000b60c 4    5            ascii   E\b^_
167  0x0000b662 0x0000b622 4    5            ascii   E\b^_
168  0x0000b67c 0x0000b63c 4    5            ascii   E\b^_
169  0x0000b690 0x0000b650 7    8            ascii   tG9}\bu\e
170  0x0000b6a0 0x0000b660 6    7            ascii   0WWWWW
171  0x0000b6b7 0x0000b677 4    5            ascii   9E\fs
172  0x0000b6db 0x0000b69b 6    9            utf8    _^]ËC` blocks=Basic Latin,Latin-1 Supplement
173  0x0000b6f7 0x0000b6b7 4    5            ascii   ]\bVW
174  0x0000b73c 0x0000b6fc 4    5            ascii   _^[]
175  0x0000b835 0x0000b7f5 4    5            ascii   t\tVP
176  0x0000b8a0 0x0000b860 4    5            ascii   u\b;5
177  0x0000b95b 0x0000b91b 6    7            ascii   u.j\f^9
178  0x0000bb12 0x0000bad2 4    5            ascii   D$\b_
179  0x0000bb28 0x0000bae8 5    7            utf8    D$\b_È blocks=Basic Latin,Latin-1 Supplement
180  0x0000bb30 0x0000baf0 5    7            utf8    D$\b_Ë blocks=Basic Latin,Latin-1 Supplement
181  0x0000bb3f 0x0000baff 4    5            ascii   \b@@f
182  0x0000bcae 0x0000bc6e 5    6            ascii   PPPPP
183  0x0000bcbc 0x0000bc7c 4    6            utf8    ̋T$\f blocks=Combining Diacritical Marks,Basic Latin
184  0x0000bcc7 0x0000bc87 7    9            utf8    ti3\nD$\b
185  0x0000bcf6 0x0000bcb6 5    7            utf8    t\f+ш\a blocks=Basic Latin,Cyrillic
186  0x0000bd2d 0x0000bced 7    9            utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
187  0x0000bd55 0x0000bd15 6    7            ascii   e9}\bu\e
188  0x0000bd64 0x0000bd24 6    7            ascii   0WWWWW
189  0x0000bd7b 0x0000bd3b 4    5            ascii   9u\fr
190  0x0000bda5 0x0000bd65 4    5            ascii   9u\fs
191  0x0000bdba 0x0000bd7a 5    7            utf8    X_^]Ë blocks=Basic Latin,Latin-1 Supplement
192  0x0000be15 0x0000bdd5 4    5            ascii   h\PE
193  0x0000beb9 0x0000be79 6    7            ascii   jXh8&E
194  0x0000bf59 0x0000bf19 4    5            ascii   }\bj\e
195  0x0000bf7f 0x0000bf3f 4    5            ascii   }\bj\b
196  0x0000bf90 0x0000bf50 4    5            ascii   }\bj\t
197  0x0000bfbc 0x0000bf7c 7    8            ascii   j\nYQPVh
198  0x0000bff5 0x0000bfb5 4    6            utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
199  0x0000c04a 0x0000c00a 7    8            ascii   E\bVWj\bY
200  0x0000c0cb 0x0000c08b 6    7            ascii   QQSVWd
201  0x0000c11f 0x0000c0df 4    5            ascii   \bSVW
202  0x0000c17f 0x0000c13f 4    6            utf8     ^]Ë blocks=Basic Latin,Latin-1 Supplement
203  0x0000c266 0x0000c226 5    6            ascii   H\b3M\f
204  0x0000c2ca 0x0000c28a 5    11           utf16le jjjjj
205  0x0000c2fe 0x0000c2be 4    5            ascii   QSVW
206  0x0000c32f 0x0000c2ef 4    5            ascii   ;H\b~
207  0x0000c353 0x0000c313 4    5            ascii   ;_\fw
208  0x0000c3ad 0x0000c36d 6    7            ascii   \b;M\bt\n
209  0x0000c427 0x0000c3e7 4    6            utf8    3KM\b
210  0x0000c48b 0x0000c44b 10   11           ascii   D$\f+d$\fSVW
211  0x0000c4be 0x0000c47e 10   11           ascii   D$\f+d$\fSVW
212  0x0000c516 0x0000c4d6 4    5            ascii   oV f
213  0x0000c51b 0x0000c4db 4    5            ascii   o^0f
214  0x0000c533 0x0000c4f3 4    5            ascii   of@f
215  0x0000c538 0x0000c4f8 4    5            ascii   onPf
216  0x0000c53d 0x0000c4fd 4    5            ascii   ov`f
217  0x0000c542 0x0000c502 4    5            ascii   o~pf
218  0x0000c588 0x0000c548 4    6            utf8    ȋE\b3 blocks=Latin Extended-B,Basic Latin
219  0x0000c655 0x0000c615 6    7            ascii   j\fh`&E
220  0x0000c758 0x0000c718 7    8            ascii   ^_u\b^_]
221  0x0000c8a2 0x0000c862 4    5            ascii   E\b^_
222  0x0000c8ae 0x0000c86e 4    5            ascii   E\b^_
223  0x0000c8c0 0x0000c880 4    5            ascii   E\b^_
224  0x0000c8da 0x0000c89a 4    5            ascii   E\b^_
225  0x0000ca3e 0x0000c9fe 4    5            ascii   E\b^_
226  0x0000ca4c 0x0000ca0c 4    5            ascii   E\b^_
227  0x0000ca62 0x0000ca22 4    5            ascii   E\b^_
228  0x0000ca7c 0x0000ca3c 4    5            ascii   E\b^_
229  0x0000caa3 0x0000ca63 5    7            utf8    j\rX]Ë blocks=Basic Latin,Latin-1 Supplement
230  0x0000cadd 0x0000ca9d 4    5            ascii   M\bS3
231  0x0000caf8 0x0000cab8 6    7            ascii   0SSSSS
232  0x0000cb3a 0x0000cafa 5    7            utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
233  0x0000cb46 0x0000cb06 4    5            ascii   9E\bj
234  0x0000cbaa 0x0000cb6a 5    7            utf8    @_^Ã$ blocks=Basic Latin,Latin-1 Supplement
235  0x0000cd36 0x0000ccf6 5    6            ascii   U\b+P\f
236  0x0000cdb6 0x0000cd76 5    6            ascii   ;K\buB
237  0x0000cdf5 0x0000cdb5 4    5            ascii   M\b!Y
238  0x0000ce44 0x0000ce04 5    6            ascii   u\fK^;
239  0x0000ce6a 0x0000ce2a 5    6            ascii   ;q\bu;
240  0x0000ce8a 0x0000ce4a 4    5            ascii   M\b!1
241  0x0000cea5 0x0000ce65 4    5            ascii   M\b!q
242  0x0000cef3 0x0000ceb3 5    6            ascii   ;N\bu`
243  0x0000cf40 0x0000cf00 4    5            ascii   M\b\tY
244  0x0000cfea 0x0000cfaa 4    5            ascii   ueSj
245  0x0000cff3 0x0000cfb3 4    6            utf8    ֡8cE blocks=Hebrew,Basic Latin
246  0x0000d11f 0x0000d0df 4    5            ascii   A\bSV
247  0x0000d1c4 0x0000d184 4    6            utf8    IuˋU blocks=Basic Latin,Spacing Modifier Letters
248  0x0000d1f9 0x0000d1b9 4    7            utf8    D\vE\b
249  0x0000d296 0x0000d256 5    6            ascii   ;_\buC
250  0x0000d2d9 0x0000d299 4    5            ascii   M\b!Y
251  0x0000d339 0x0000d2f9 5    6            ascii   ;Y\buW
252  0x0000d37d 0x0000d33d 4    5            ascii   M\b\tY
253  0x0000d3c7 0x0000d387 4    5            ascii   ]\f)u
254  0x0000d407 0x0000d3c7 5    6            ascii   ;O\buB
255  0x0000d446 0x0000d406 4    5            ascii   M\b!Y
256  0x0000d490 0x0000d450 5    6            ascii   ;K\buW
257  0x0000d4b7 0x0000d477 4    5            ascii   M\b\t9
258  0x0000d4d4 0x0000d494 4    5            ascii   M\b\ty
259  0x0000d4f7 0x0000d4b7 4    5            ascii   @_^[
260  0x0000d526 0x0000d4e6 5    6            ascii    VW}\v
261  0x0000d684 0x0000d644 4    5            ascii   j?^;
262  0x0000d692 0x0000d652 5    6            ascii   ;J\bu\
263  0x0000d6c1 0x0000d681 4    5            ascii   ]\b!\v
264  0x0000d72a 0x0000d6ea 5    6            ascii   ;J\bu^
265  0x0000d7cf 0x0000d78f 4    5            ascii   %8cE
266  0x0000d834 0x0000d7f4 5    6            ascii   Y__^[
267  0x0000d85b 0x0000d81b 4    5            ascii   s\b35
268  0x0000d930 0x0000d8f0 4    5            ascii   9csm
269  0x0000d93e 0x0000d8fe 4    5            ascii   t h 
270  0x0000d969 0x0000d929 6    7            ascii   E\f9X\ft
271  0x0000da1c 0x0000d9dc 4    5            ascii   5\bSE
272  0x0000da9c 0x0000da5c 4    5            ascii   ;u\br
273  0x0000dac0 0x0000da80 4    5            ascii   ;u\fr
274  0x0000db2b 0x0000daeb 4    5            ascii   Yt\eh
275  0x0000dc68 0x0000dc28 4    5            ascii   t\bj\b
276  0x0000dd1a 0x0000dcda 5    6            ascii   ]\bVW3
277  0x0000dd5e 0x0000dd1e 4    5            ascii   =`PE
278  0x0000dd91 0x0000dd51 7    8            ascii   t\rVVVVV
279  0x0000ddbc 0x0000dd7c 4    5            ascii   u&h\b
280  0x0000ddd7 0x0000dd97 5    6            ascii   PPPPP
281  0x0000ddee 0x0000ddae 4    5            ascii   <v8V
282  0x0000de1a 0x0000ddda 5    6            ascii   VVVVV
283  0x0000de3c 0x0000ddfc 7    8            ascii   t\rVVVVV
284  0x0000de61 0x0000de21 7    8            ascii   t\rVVVVV
285  0x0000ded6 0x0000de96 4    5            ascii   =`PE
286  0x0000dfa1 0x0000df61 4    5            ascii   E\b^]
287  0x0000e01c 0x0000dfdc 4    5            ascii   E\b^]
288  0x0000e0d3 0x0000e093 4    5            ascii   t$h<
289  0x0000e16e 0x0000e12e 4    5            ascii   u\bj\r
290  0x0000e2f4 0x0000e2b4 6    7            ascii   Y;=pUE
291  0x0000e32d 0x0000e2ed 4    5            ascii   u\bj\r
292  0x0000e336 0x0000e2f6 6    8            utf8    YËu\bj\f blocks=Basic Latin,Latin-1 Supplement
293  0x0000e51e 0x0000e4de 4    6            utf8    IuЋ} blocks=Basic Latin,Cyrillic
294  0x0000e58a 0x0000e54a 4    6            utf8    3\v}\b
295  0x0000e5ea 0x0000e5aa 4    5            ascii   9\bu,
296  0x0000e645 0x0000e605 4    5            ascii   t&:a
297  0x0000e6ba 0x0000e67a 4    5            ascii   QSVW
298  0x0000e796 0x0000e756 4    6            utf8    X^Ã& blocks=Basic Latin,Latin-1 Supplement
299  0x0000e7a0 0x0000e760 6    7            ascii   j\fh0'E
300  0x0000e7ef 0x0000e7af 4    6            utf8    YH]Ë blocks=Basic Latin,Latin-1 Supplement
301  0x0000e7fe 0x0000e7be 4    5            ascii   8csm
302  0x0000e869 0x0000e829 4    5            ascii   S99t
303  0x0000e883 0x0000e843 5    6            ascii   s\b99u
304  0x0000e982 0x0000e942 4    5            ascii   vdj\b
305  0x0000e9c8 0x0000e988 4    5            ascii   < w\b
306  0x0000e9d2 0x0000e992 8    10           utf8    t$<"u\t3Ʌ blocks=Basic Latin,Latin Extended-B
307  0x0000e9f3 0x0000e9b3 5    6            ascii   < w\aF
308  0x0000ea4b 0x0000ea0b 4    5            ascii   =LcE
309  0x0000ea67 0x0000ea27 6    7            ascii   >=Yt1j
310  0x0000ea7a 0x0000ea3a 5    6            ascii   tNVSP
311  0x0000ea8d 0x0000ea4d 5    6            ascii   PPPPP
312  0x0000eac5 0x0000ea85 4    5            ascii   Y[_^
313  0x0000eacb 0x0000ea8b 4    5            ascii   5LcE
314  0x0000ead6 0x0000ea96 4    5            ascii   %LcE
315  0x0000eafb 0x0000eabb 5    6            ascii   9E\bt\t
316  0x0000ebbb 0x0000eb7b 4    5            ascii   >"u&
317  0x0000ec05 0x0000ebc5 10   11           ascii   u\b< tK<\ttG
318  0x0000ec6c 0x0000ec2c 4    5            ascii   E\b^[
319  0x0000ecb3 0x0000ec73 4    5            ascii   5\cE
320  0x0000ed25 0x0000ece5 4    5            ascii   5DcE
321  0x0000ed70 0x0000ed30 4    5            ascii   xu\nj
322  0x0000eda5 0x0000ed65 4    5            ascii   @@f9
323  0x0000edac 0x0000ed6c 4    5            ascii   @@f9
324  0x0000edb9 0x0000ed79 4    5            ascii   SSS+
325  0x0000edc1 0x0000ed81 5    6            ascii   @PWSS
326  0x0000edde 0x0000ed9e 4    5            ascii   t!SS
327  0x0000ee27 0x0000ede7 4    5            ascii   t\n@8
328  0x0000ee6d 0x0000ee2d 6    7            ascii   jThP'E
329  0x0000ee8f 0x0000ee4f 6    7            ascii   j@j ^V
330  0x0000ef1e 0x0000eede 5    6            ascii   [j@j 
331  0x0000efa8 0x0000ef68 4    5            ascii   \bu\vQ
332  0x0000f24d 0x0000f20d 5    7            utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
333  0x0000f25e 0x0000f21e 4    5            ascii   =MOC
334  0x0000f265 0x0000f225 4    5            ascii   =csm
335  0x0000f29d 0x0000f25d 4    5            ascii   hp'E
336  0x0000f37f 0x0000f33f 4    5            ascii   8csm
337  0x0000f3d5 0x0000f395 4    5            ascii   9csm
338  0x0000f460 0x0000f420 4    5            ascii   ~SSV
339  0x0000f5cd 0x0000f58d 4    5            ascii   ;F\fs
340  0x0000f5dc 0x0000f59c 5    6            ascii   ~@;H\b
341  0x0000f5e9 0x0000f5a9 4    5            ascii   \bQVj
342  0x0000f655 0x0000f615 4    5            ascii   >csm
343  0x0000f671 0x0000f631 4    5            ascii   t\a="
344  0x0000f69f 0x0000f65f 6    7            ascii   j\fh8(E
345  0x0000f796 0x0000f756 4    5            ascii   taSV
346  0x0000f7b7 0x0000f777 4    5            ascii   YYPV
347  0x0000f7ce 0x0000f78e 4    5            ascii   t)SV
348  0x0000f81e 0x0000f7de 6    7            ascii   j\bhX(E
349  0x0000f85f 0x0000f81f 4    5            ascii   Hu4j
350  0x0000f913 0x0000f8d3 4    5            ascii   t\aVP
351  0x0000f954 0x0000f914 4    5            ascii   9\at+
352  0x0000f959 0x0000f919 4    5            ascii   >MOC
353  0x0000f9b1 0x0000f971 9    10           ascii   s[S;7|G;w
354  0x0000fa76 0x0000fa36 4    5            ascii   t\v="
355  0x0000face 0x0000fa8e 4    5            ascii   9>u&
356  0x0000fae4 0x0000faa4 4    5            ascii   t\a="
357  0x0000fb38 0x0000faf8 4    5            ascii   h4TE
358  0x0000fb5d 0x0000fb1d 4    5            ascii   YYh0
359  0x0000fb6c 0x0000fb2c 4    5            ascii   ht(E
360  0x0000fba0 0x0000fb60 4    5            ascii   t\v="
361  0x0000fe00 0x0000fdc0 6    7            ascii   tR99u2
362  0x0000fe0a 0x0000fdca 4    5            ascii   r,9Y
363  0x0000fe56 0x0000fe16 5    6            ascii   @_^[]
364  0x0000fee0 0x0000fea0 4    5            ascii   h_\nA
365  0x0001002b 0x0000ffeb 4    5            ascii   =\bhE
366  0x000100a0 0x00010060 4    5            ascii   u\bj\b
367  0x000100ff 0x000100bf 4    6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
368  0x0001014b 0x0001010b 4    6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
369  0x00010169 0x00010129 8    9            ascii   u,9E\ft'9
370  0x000101ac 0x0001016c 7    8            ascii   URPQQh0
371  0x000101c2 0x00010182 6    8            utf8    3ĉD$\bd blocks=Basic Latin,Latin Extended-A
372  0x000101d7 0x00010197 4    5            ascii   L$,3
373  0x00010229 0x000101e9 6    8            utf8    _^[ËL$ blocks=Basic Latin,Latin-1 Supplement
374  0x0001028f 0x0001024f 4    5            ascii   UVWS
375  0x000102a1 0x00010261 5    7            utf8    [_^]Ë blocks=Basic Latin,Latin-1 Supplement
376  0x000102c2 0x00010282 4    5            ascii   SVWj
377  0x000102d4 0x00010294 4    5            ascii   _^[]
378  0x000102db 0x0001029b 5    6            ascii   l$\bRQ
379  0x00010311 0x000102d1 4    6            utf8    ]ËA< blocks=Basic Latin,Latin-1 Supplement
380  0x00010317 0x000102d7 4    6            utf8    A8PE
381  0x0001037c 0x0001033c 4    5            ascii   _^[]
382  0x000103a7 0x00010367 4    5            ascii   \bSVW
383  0x00010410 0x000103d0 4    5            ascii   Y_^[
384  0x00010442 0x00010402 4    5            ascii   Y_^[
385  0x000104b0 0x00010470 4    5            ascii   M\b^;
386  0x000104cd 0x0001048d 6    7            ascii   j h0)E
387  0x000104df 0x0001049f 4    6            utf8    }؋]\b blocks=Basic Latin,Arabic
388  0x0001053f 0x000104ff 4    5            ascii   t+Ht
389  0x00010551 0x00010511 5    6            ascii   PPPPP
390  0x000105b6 0x00010576 4    6            utf8    Y3\tE
391  0x000105cf 0x0001058f 4    6            utf8    MԉG` blocks=Basic Latin,Cyrillic Supplement
392  0x00010665 0x00010625 4    6            utf8    EԉG` blocks=Basic Latin,Cyrillic Supplement
393  0x00010670 0x00010630 5    7            utf8    EЉGd3 blocks=Basic Latin,Cyrillic
394  0x000106b0 0x00010670 4    5            ascii   =\bkE
395  0x000107de 0x0001079e 4    5            ascii   5\bkE
396  0x0001080a 0x000107ca 4    5            ascii   E\bS3
397  0x00010825 0x000107e5 6    7            ascii   0SSSSS
398  0x00010853 0x00010813 4    5            ascii   \nBF:
399  0x00010873 0x00010833 5    7            utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
400  0x0001088e 0x0001084e 4    5            ascii   9]\fu
