Missing bin header dwarf
[Sections]

nth paddr         size vaddr        vsize perm name
―――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x00001000  0x2000 0x00401000  0x2000 -r-x .text
1   0x00003000  0x1000 0x00403000  0x1000 -r-- .rdata
2   0x00004000  0x1000 0x00404000  0x1000 -rw- .data
3   0x00005000  0x6000 0x00405000  0x6000 -r-- .rsrc

[Segments]

nth paddr  size vaddr  vsize perm name
――――――――――――――――――――――――――――――――――――――

[Entrypoints]
vaddr=0x00402c0c paddr=0x00002c0c haddr=0x00000118 type=program

1 entrypoints
[Constructors]

0 entrypoints
[Main]
vaddr=0x00402394 paddr=0x00002394
[Imports]
nth vaddr      bind type lib          name
――――――――――――――――――――――――――――――――――――――――――
1   0x00403010 NONE FUNC KERNEL32.dll ExpandEnvironmentStringsA
2   0x00403014 NONE FUNC KERNEL32.dll LockResource
3   0x00403018 NONE FUNC KERNEL32.dll LoadResource
4   0x0040301c NONE FUNC KERNEL32.dll SizeofResource
5   0x00403020 NONE FUNC KERNEL32.dll FindResourceA
6   0x00403024 NONE FUNC KERNEL32.dll LoadLibraryA
7   0x00403028 NONE FUNC KERNEL32.dll WriteFile
8   0x0040302c NONE FUNC KERNEL32.dll lstrcpyA
9   0x00403030 NONE FUNC KERNEL32.dll ResumeThread
10  0x00403034 NONE FUNC KERNEL32.dll QueueUserAPC
11  0x00403038 NONE FUNC KERNEL32.dll GetLastError
12  0x0040303c NONE FUNC KERNEL32.dll CreateFileMappingA
13  0x00403040 NONE FUNC KERNEL32.dll Sleep
14  0x00403044 NONE FUNC KERNEL32.dll CloseHandle
15  0x00403048 NONE FUNC KERNEL32.dll GetModuleFileNameA
16  0x0040304c NONE FUNC KERNEL32.dll lstrcatA
17  0x00403050 NONE FUNC KERNEL32.dll MultiByteToWideChar
18  0x00403054 NONE FUNC KERNEL32.dll GetStartupInfoA
19  0x00403058 NONE FUNC KERNEL32.dll GetModuleHandleA
1   0x00403000 NONE FUNC ADVAPI32.dll RegQueryValueExA
2   0x00403004 NONE FUNC ADVAPI32.dll RegCloseKey
3   0x00403008 NONE FUNC ADVAPI32.dll RegOpenKeyExA
1   0x004030c8 NONE FUNC PSAPI.DLL    GetModuleFileNameExA
2   0x004030cc NONE FUNC PSAPI.DLL    EnumProcessModules
1   0x00403060 NONE FUNC MSVCRT.dll   _stricmp
2   0x00403064 NONE FUNC MSVCRT.dll   strlen
3   0x00403068 NONE FUNC MSVCRT.dll   strcat
4   0x0040306c NONE FUNC MSVCRT.dll   strstr
5   0x00403070 NONE FUNC MSVCRT.dll   strcpy
6   0x00403074 NONE FUNC MSVCRT.dll   memset
7   0x00403078 NONE FUNC MSVCRT.dll   sym.imp.void __cdecl operator delete(void *)
8   0x0040307c NONE FUNC MSVCRT.dll   sprintf
9   0x00403080 NONE FUNC MSVCRT.dll   sym.imp.void * __cdecl operator new(unsigned int)
10  0x00403084 NONE FUNC MSVCRT.dll   strchr
11  0x00403088 NONE FUNC MSVCRT.dll   strcmp
12  0x0040308c NONE FUNC MSVCRT.dll   _exit
13  0x00403090 NONE FUNC MSVCRT.dll   _XcptFilter
14  0x00403094 NONE FUNC MSVCRT.dll   exit
15  0x00403098 NONE FUNC MSVCRT.dll   _acmdln
16  0x0040309c NONE FUNC MSVCRT.dll   __getmainargs
17  0x004030a0 NONE FUNC MSVCRT.dll   _initterm
18  0x004030a4 NONE FUNC MSVCRT.dll   __setusermatherr
19  0x004030a8 NONE FUNC MSVCRT.dll   _adjust_fdiv
20  0x004030ac NONE FUNC MSVCRT.dll   __p__commode
21  0x004030b0 NONE FUNC MSVCRT.dll   __p__fmode
22  0x004030b4 NONE FUNC MSVCRT.dll   __set_app_type
23  0x004030b8 NONE FUNC MSVCRT.dll   _except_handler3
24  0x004030bc NONE FUNC MSVCRT.dll   _controlfp
25  0x004030c0 NONE FUNC MSVCRT.dll   _strupr

[Symbols]

nth paddr      vaddr      bind type size lib          name
21  0x000030b0 0x004030b0 NONE FUNC 0    MSVCRT.dll   imp.__p__fmode
22  0x000030b4 0x004030b4 NONE FUNC 0    MSVCRT.dll   imp.__set_app_type
23  0x000030b8 0x004030b8 NONE FUNC 0    MSVCRT.dll   imp._except_handler3
24  0x000030bc 0x004030bc NONE FUNC 0    MSVCRT.dll   imp._controlfp
25  0x000030c0 0x004030c0 NONE FUNC 0    MSVCRT.dll   imp._strupr
[Strings]
nth paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000321e 0x0040321e 19  20   .rdata  ascii   MultiByteToWideChar
1   0x00003234 0x00403234 18  19   .rdata  ascii   GetModuleFileNameA
2   0x0000324a 0x0040324a 11  12   .rdata  ascii   CloseHandle
3   0x00003258 0x00403258 9   10   .rdata  ascii   WriteFile
4   0x00003264 0x00403264 25  26   .rdata  ascii   ExpandEnvironmentStringsA
5   0x00003280 0x00403280 12  13   .rdata  ascii   LockResource
6   0x00003290 0x00403290 12  13   .rdata  ascii   LoadResource
7   0x000032a0 0x004032a0 14  15   .rdata  ascii   SizeofResource
8   0x000032b2 0x004032b2 13  14   .rdata  ascii   FindResourceA
9   0x000032c2 0x004032c2 12  13   .rdata  ascii   LoadLibraryA
10  0x000032d2 0x004032d2 8   9    .rdata  ascii   lstrcatA
11  0x000032de 0x004032de 8   9    .rdata  ascii   lstrcpyA
12  0x000032ea 0x004032ea 12  13   .rdata  ascii   ResumeThread
13  0x000032fa 0x004032fa 12  13   .rdata  ascii   QueueUserAPC
14  0x0000330a 0x0040330a 12  13   .rdata  ascii   GetLastError
15  0x0000331a 0x0040331a 18  19   .rdata  ascii   CreateFileMappingA
16  0x00003330 0x00403330 5   6    .rdata  ascii   Sleep
17  0x00003336 0x00403336 12  13   .rdata  ascii   KERNEL32.dll
18  0x00003346 0x00403346 11  12   .rdata  ascii   RegCloseKey
19  0x00003354 0x00403354 16  17   .rdata  ascii   RegQueryValueExA
20  0x00003368 0x00403368 13  14   .rdata  ascii   RegOpenKeyExA
21  0x00003376 0x00403376 12  13   .rdata  ascii   ADVAPI32.dll
22  0x00003386 0x00403386 20  21   .rdata  ascii   GetModuleFileNameExA
23  0x0000339e 0x0040339e 18  19   .rdata  ascii   EnumProcessModules
24  0x000033b2 0x004033b2 9   10   .rdata  ascii   PSAPI.DLL
25  0x000033be 0x004033be 6   7    .rdata  ascii   strlen
26  0x000033c8 0x004033c8 6   7    .rdata  ascii   strcat
27  0x000033d2 0x004033d2 6   7    .rdata  ascii   strstr
28  0x000033dc 0x004033dc 6   7    .rdata  ascii   strcpy
29  0x000033e6 0x004033e6 6   7    .rdata  ascii   memset
30  0x000033f0 0x004033f0 12  13   .rdata  ascii   ??3@YAXPAX@Z
31  0x00003400 0x00403400 7   8    .rdata  ascii   sprintf
32  0x0000340a 0x0040340a 12  13   .rdata  ascii   ??2@YAPAXI@Z
33  0x0000341a 0x0040341a 6   7    .rdata  ascii   strchr
34  0x00003424 0x00403424 6   7    .rdata  ascii   strcmp
35  0x0000342c 0x0040342c 10  11   .rdata  ascii   MSVCRT.dll
36  0x0000343a 0x0040343a 5   6    .rdata  ascii   _exit
37  0x00003442 0x00403442 11  12   .rdata  ascii   _XcptFilter
38  0x00003450 0x00403450 4   5    .rdata  ascii   exit
39  0x00003458 0x00403458 7   8    .rdata  ascii   _acmdln
40  0x00003462 0x00403462 13  14   .rdata  ascii   __getmainargs
41  0x00003472 0x00403472 9   10   .rdata  ascii   _initterm
42  0x0000347e 0x0040347e 16  17   .rdata  ascii   __setusermatherr
43  0x00003492 0x00403492 12  13   .rdata  ascii   _adjust_fdiv
44  0x000034a2 0x004034a2 12  13   .rdata  ascii   __p__commode
45  0x000034b2 0x004034b2 10  11   .rdata  ascii   __p__fmode
46  0x000034c0 0x004034c0 14  15   .rdata  ascii   __set_app_type
47  0x000034d2 0x004034d2 16  17   .rdata  ascii   _except_handler3
48  0x000034e6 0x004034e6 10  11   .rdata  ascii   _controlfp
49  0x000034f4 0x004034f4 16  17   .rdata  ascii   GetModuleHandleA
50  0x00003508 0x00403508 15  16   .rdata  ascii   GetStartupInfoA
51  0x0000351a 0x0040351a 8   9    .rdata  ascii   _stricmp
52  0x00003526 0x00403526 7   8    .rdata  ascii   _strupr
0   0x00004010 0x00404010 10  11   .data   ascii   MYDLLBUFER
1   0x00004429 0x00404429 4   5    .data   ascii   6f9O
2   0x00004464 0x00404464 8   10   .data   utf8    ;|$(uދZ$ blocks=Basic Latin,Thaana
3   0x00004481 0x00404481 4   6    .data   utf8    aíPR blocks=Basic Latin,Latin-1 Supplement
4   0x000044e4 0x004044e4 272 273  .data   ascii   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
5   0x000045fc 0x004045fc 7   8    .data   ascii   AVP.EXE
6   0x00004604 0x00404604 10  11   .data   ascii   BDMCON.EXE
7   0x00004610 0x00404610 12  13   .data   ascii   UFSEAGNT.EXE
8   0x00004620 0x00404620 8   9    .data   ascii   EKRN.EXE
9   0x0000462c 0x0040462c 9   10   .data   ascii   AVGNT.EXE
10  0x00004638 0x00404638 12  13   .data   ascii   UDATERUI.EXE
11  0x00004648 0x00404648 10  11   .data   ascii   IAMAPP.EXE
12  0x00004654 0x00404654 12  13   .data   ascii   PCCGUIDE.EXE
13  0x00004664 0x00404664 10  11   .data   ascii   SHSTAT.EXE
14  0x00004670 0x00404670 12  13   .data   ascii   NAIMSERV.EXE
15  0x00004680 0x00404680 11  12   .data   ascii   BDAGENT.EXE
16  0x0000468c 0x0040468c 12  13   .data   ascii   DEFWATCH.EXE
17  0x0000469c 0x0040469c 7   8    .data   ascii   BKA.EXE
18  0x000046ac 0x004046ac 12  13   .data   ascii   WORKSTATIONS
19  0x000046c4 0x004046c4 4   5    .data   ascii   KAV8
20  0x000046cc 0x004046cc 34  35   .data   ascii   SOFTWARE\KasperskyLab\SetupFolders
21  0x000046f0 0x004046f0 7   8    .data   ascii   avp.exe
22  0x000046f8 0x004046f8 13  14   .data   ascii   %USERPROFILE%
23  0x00004708 0x00404708 12  13   .data   ascii   \UserSet.ini
24  0x00004718 0x00404718 11  12   .data   ascii   UserSet.ini
25  0x00004724 0x00404724 13  14   .data   ascii   %USERPROFILE%
26  0x00004734 0x00404734 7   8    .data   ascii   \config
27  0x0000473c 0x0040473c 9   10   .data   ascii   AAAAAAAAA
28  0x00004748 0x00404748 6   7    .data   ascii   config
29  0x00004750 0x00404750 23  24   .data   ascii   %USERPROFILE%\osuse.dll
30  0x00004768 0x00404768 9   10   .data   ascii   osuse.dll
31  0x00004778 0x00404778 8   9    .data   ascii   Dll = %d
32  0x00004784 0x00404784 12  13   .data   ascii   kernel32.dll
33  0x00004794 0x00404794 24  25   .data   ascii   CreateToolhelp32Snapshot
34  0x000047b0 0x004047b0 14  15   .data   ascii   CreateProcessW
35  0x000047c0 0x004047c0 12  13   .data   ascii   CreateThread
36  0x000047d0 0x004047d0 11  12   .data   ascii   OpenProcess
37  0x000047dc 0x004047dc 16  17   .data   ascii   TerminateProcess
38  0x000047f0 0x004047f0 10  11   .data   ascii   CreatePipe
39  0x000047fc 0x004047fc 8   9    .data   ascii   ReadFile
40  0x00004808 0x00404808 13  14   .data   ascii   PeekNamedPipe
41  0x00004818 0x00404818 9   10   .data   ascii   WriteFile
42  0x00004824 0x00404824 11  12   .data   ascii   CreateFileA
43  0x00004830 0x00404830 14  15   .data   ascii   Process32First
44  0x00004840 0x00404840 13  14   .data   ascii   Process32Next
45  0x00004850 0x00404850 25  26   .data   ascii   ExpandEnvironmentStringsA
46  0x0000486c 0x0040486c 4   5    .data   ascii   .dll
47  0x00004874 0x00404874 4   5    .data   ascii   LZSS
48  0x00004880 0x00404880 9   10   .data   ascii   ntdll.dll
49  0x0000488c 0x0040488c 18  19   .data   ascii   NtMapViewOfSection
50  0x000048a0 0x004048a0 12  13   .data   ascii   kernel32.dll
51  0x000048b0 0x004048b0 14  15   .data   ascii   CreateProcessA
52  0x000048c0 0x004048c0 10  11   .data   ascii   bdmcon.exe
53  0x000048cc 0x004048cc 10  11   .data   ascii   bdmcon.exe
54  0x000048d8 0x004048d8 10  11   .data   ascii   vsserv.exe
55  0x000048e4 0x004048e4 12  13   .data   ascii   UFSEAGNT.EXE
56  0x000048f4 0x004048f4 12  13   .data   ascii   UFSEAGNT.EXE
57  0x00004904 0x00404904 10  11   .data   ascii   SfFnUp.exe
58  0x00004910 0x00404910 10  11   .data   ascii   IAMAPP.exe
59  0x0000491c 0x0040491c 10  11   .data   ascii   IAMAPP.exe
60  0x00004928 0x00404928 12  13   .data   ascii   SymPxSvc.exe
61  0x00004938 0x00404938 12  13   .data   ascii   DefWatch.exe
62  0x00004948 0x00404948 12  13   .data   ascii   DefWatch.exe
63  0x00004958 0x00404958 12  13   .data   ascii   DefWatch.exe
64  0x00004968 0x00404968 11  12   .data   ascii   szUpdateEXE
65  0x00004974 0x00404974 33  34   .data   ascii   SOFTWARE\McAfee\DesktopProtection
66  0x00004998 0x00404998 45  46   .data   ascii   %ProgramFiles%\Internet Explorer\iexplore.exe
67  0x000049c8 0x004049c8 4   5    .data   ascii   KAV8
68  0x000049d0 0x004049d0 34  35   .data   ascii   SOFTWARE\KasperskyLab\SetupFolders
69  0x000049f4 0x004049f4 7   8    .data   ascii   avp.exe
70  0x000049fc 0x004049fc 11  12   .data   ascii   bdagent.exe
71  0x00004a08 0x00404a08 11  12   .data   ascii   bdagent.exe
72  0x00004a14 0x00404a14 10  11   .data   ascii   vsserv.exe
73  0x00004a20 0x00404a20 4   5    .data   ascii   KAV7
74  0x00004a28 0x00404a28 34  35   .data   ascii   SOFTWARE\KasperskyLab\SetupFolders
75  0x00004a4c 0x00404a4c 7   8    .data   ascii   avp.exe
0   0x0000505a 0x0040505a 10  22   .rsrc   utf16le BMT奍䕒体剕䕃奔䕐 blocks=Basic Latin,CJK Unified Ideographs,CJK Unified Ideographs Extension A
1   0x000050c1 0x004050c1 6   7    .rsrc   ascii   ByL@m7
2   0x000050d6 0x004050d6 4   5    .rsrc   ascii   MP ^
3   0x000050f0 0x004050f0 4   5    .rsrc   ascii   qt n
4   0x000050fd 0x004050fd 5   6    .rsrc   ascii   -A\nY\v
5   0x00005139 0x00405139 4   5    .rsrc   ascii   !\fe\t
6   0x000055b5 0x004055b5 4   5    .rsrc   ascii   Ql&\v
7   0x000055c7 0x004055c7 5   6    .rsrc   ascii   QH@,\e
8   0x00005639 0x00405639 5   7    .rsrc   utf8    @Ȣ`UP blocks=Basic Latin,Latin Extended-B
9   0x00005679 0x00405679 5   6    .rsrc   ascii   B\bVJ$
10  0x00005694 0x00405694 5   6    .rsrc   ascii   jDYT!
11  0x000056bc 0x004056bc 4   7    .rsrc   utf8    HcᏆ- blocks=Basic Latin,Cherokee
12  0x000056cb 0x004056cb 4   5    .rsrc   ascii   [\fp"
13  0x000056da 0x004056da 4   5    .rsrc   ascii   ;\e<l
14  0x00005721 0x00405721 7   9    .rsrc   utf8    \b!X\aP ̀ blocks=Basic Latin,Combining Diacritical Marks
15  0x0000575b 0x0040575b 4   6    .rsrc   utf8    `v,Ķ blocks=Basic Latin,Latin Extended-A
16  0x00005762 0x00405762 4   5    .rsrc   ascii   uFX6
17  0x000057a9 0x004057a9 4   6    .rsrc   utf8    u\n?α blocks=Basic Latin,Greek and Coptic
18  0x00005800 0x00405800 4   5    .rsrc   ascii   \f3!|
19  0x000058b8 0x004058b8 4   5    .rsrc   ascii   Pt#a
20  0x00005907 0x00405907 4   5    .rsrc   ascii   e\te_
21  0x00005939 0x00405939 4   5    .rsrc   ascii   N'wJ
22  0x0000595d 0x0040595d 4   5    .rsrc   ascii   Tj5)
23  0x00005a46 0x00405a46 6   8    .rsrc   utf8    ¬I=FRy blocks=Latin-1 Supplement,Basic Latin
24  0x00005a68 0x00405a68 4   5    .rsrc   ascii   \r@'C
25  0x00005a91 0x00405a91 5   8    .rsrc   utf8    Ա_YMд blocks=Armenian,Basic Latin,Cyrillic
26  0x00005b40 0x00405b40 8   11   .rsrc   utf8    N!B+cF⃡[ blocks=Basic Latin,Combining Diacritical Marks for Symbols
27  0x00005bb2 0x00405bb2 4   5    .rsrc   ascii   \ao0z
28  0x00005ca2 0x00405ca2 5   7    .rsrc   utf8    !\t(QҺ blocks=Basic Latin,Cyrillic
29  0x00005d33 0x00405d33 5   7    .rsrc   utf8    \vϱ/Gp blocks=Basic Latin,Greek and Coptic
30  0x00005d72 0x00405d72 4   5    .rsrc   ascii   \n,r+
31  0x00005da1 0x00405da1 6   7    .rsrc   ascii   &(:\n7I
32  0x00005dab 0x00405dab 5   7    .rsrc   utf8    ߤ6grn blocks=NKo,Basic Latin
33  0x00005dbe 0x00405dbe 5   6    .rsrc   ascii   '"e3P
34  0x00005ded 0x00405ded 5   6    .rsrc   ascii   $hfCF
35  0x00005df3 0x00405df3 4   5    .rsrc   ascii   C:\r{
36  0x00005e42 0x00405e42 4   5    .rsrc   ascii   4Z\eA
37  0x00005e47 0x00405e47 4   7    .rsrc   utf8    Z8)옭 blocks=Basic Latin,Hangul Syllables
38  0x00005e6f 0x00405e6f 4   6    .rsrc   utf8    x/ٛm blocks=Basic Latin,Arabic
39  0x00005ea3 0x00405ea3 4   5    .rsrc   ascii   Ev:[
40  0x00005eef 0x00405eef 5   6    .rsrc   ascii    hB@V
41  0x00005f13 0x00405f13 6   9    .rsrc   utf8    !ˉ^%gP blocks=Basic Latin,Spacing Modifier Letters
42  0x00005f4a 0x00405f4a 4   5    .rsrc   ascii   ^$4:
43  0x00005f55 0x00405f55 4   6    .rsrc   utf8    ٨\bXD blocks=Arabic,Basic Latin
44  0x00005fae 0x00405fae 4   5    .rsrc   ascii   lAem
45  0x00005fd2 0x00405fd2 4   5    .rsrc   ascii   Pt1`
46  0x0000600d 0x0040600d 4   5    .rsrc   ascii   s>3B
47  0x0000601e 0x0040601e 6   8    .rsrc   utf8    ;c"Ƥ\nJ blocks=Basic Latin,Latin Extended-B
48  0x0000603b 0x0040603b 4   5    .rsrc   ascii   h>D=
49  0x00006069 0x00406069 7   8    .rsrc   ascii   \a]e\aCHY
50  0x000060bf 0x004060bf 4   5    .rsrc   ascii   \v''\v
51  0x000060c6 0x004060c6 5   7    .rsrc   utf8    cxh0j
52  0x0000610f 0x0040610f 4   5    .rsrc   ascii   vL3X
53  0x0000612e 0x0040612e 4   5    .rsrc   ascii   \b=\n\r
54  0x0000614b 0x0040614b 13  16   .rsrc   utf8    ƬC}{aV%ڰRT^H, blocks=Latin Extended-B,Basic Latin,Arabic
55  0x00006161 0x00406161 6   7    .rsrc   ascii   C2\fr\:
56  0x00006181 0x00406181 5   6    .rsrc   ascii   fqJIy
57  0x000061a9 0x004061a9 4   5    .rsrc   ascii   9jC:
58  0x000061b1 0x004061b1 4   6    .rsrc   utf8    \b@,ݏ blocks=Basic Latin,Syriac
59  0x000061cf 0x004061cf 4   6    .rsrc   utf8    R& ˈ blocks=Basic Latin,Spacing Modifier Letters
60  0x00006272 0x00406272 4   5    .rsrc   ascii   S`t4
61  0x0000627b 0x0040627b 4   5    .rsrc   ascii   QcUg
62  0x000062d1 0x004062d1 4   5    .rsrc   ascii   \anN"
63  0x000062d7 0x004062d7 6   8    .rsrc   utf8    PD\tƠ\t` blocks=Basic Latin,Latin Extended-B
64  0x0000635b 0x0040635b 4   5    .rsrc   ascii   @r4\b
