ii 1168 64
[Strings]
nth  paddr      vaddr      len size section type    string
108  0x00001c61 0x00001c21 4   5            ascii   5!+]
109  0x00001c74 0x00001c34 9   10           ascii   \n\b :Yn4!R
110  0x00001c8d 0x00001c4d 7   9            utf8    \n\b yԽ>! blocks=Basic Latin,Armenian
111  0x00001cbf 0x00001c7f 4   5            ascii   \n\b 4
112  0x00001cd8 0x00001c98 8   9            ascii   \n\b ~<G$!
113  0x00001d55 0x00001d15 5   6            ascii   \n\b 62
114  0x00001d6e 0x00001d2e 4   5            ascii   \n\b Y
115  0x00001da4 0x00001d64 4   5            ascii   qY\b!
116  0x00001dae 0x00001d6e 4   5            ascii   x<(\a
117  0x00001db9 0x00001d79 4   5            ascii   \n\b q
118  0x00001dc4 0x00001d84 4   7            utf8    rD( blocks=Private Use Area,Basic Latin
119  0x00001df1 0x00001db1 4   5            ascii   t!"e
120  0x00001e1d 0x00001ddd 5   6            ascii   \n\b 5\t
121  0x00001e2b 0x00001deb 4   5            ascii   :p(\a
122  0x00001e3b 0x00001dfb 4   5            ascii   \tj!/
123  0x00001e43 0x00001e03 4   5            ascii   Dr|(
124  0x00001e6c 0x00001e2c 5   6            ascii   p"M!0
125  0x00001ed0 0x00001e90 4   5            ascii   wJU!
126  0x00001ee5 0x00001ea5 4   5            ascii   \n\b 0
127  0x00001eeb 0x00001eab 4   5            ascii   H!4U
128  0x00001f17 0x00001ed7 4   5            ascii   \n\b 0
129  0x00001f49 0x00001f09 8   9            ascii   \n\b J{:@!
130  0x00001f52 0x00001f12 6   9            utf8    su®ʫ(( blocks=Basic Latin,Latin-1 Supplement,IPA Extensions
131  0x00001f62 0x00001f22 5   6            ascii   \n\b Hm
132  0x00001f7b 0x00001f3b 9   10           ascii   \n\b AD\e\t!F
133  0x00001f94 0x00001f54 4   5            ascii   \n\b )
134  0x00001f99 0x00001f59 8   9            ascii   Ec!h+\f%+
135  0x00001fbb 0x00001f7b 4   5            ascii   >$(\b
136  0x00001ffd 0x00001fbd 4   5            ascii   .g!8
137  0x00002033 0x00001ff3 4   5            ascii   /=^\v
138  0x00002043 0x00002003 4   5            ascii   \n\b }
139  0x00002048 0x00002008 5   6            ascii   Sc!Oc
140  0x0000205c 0x0000201c 5   6            ascii   \n\b W}
141  0x00002062 0x00002022 4   5            ascii   P!TT
142  0x00002075 0x00002035 5   6            ascii   \n\b xJ
143  0x000020a7 0x00002067 4   5            ascii   \n\b s
144  0x000020c0 0x00002080 5   6            ascii   \n\b [B
145  0x0000210b 0x000020cb 4   5            ascii   \n\b {
146  0x00002124 0x000020e4 4   5            ascii   \n\b 9
147  0x0000213d 0x000020fd 4   5            ascii   \n\b N
148  0x0000216f 0x0000212f 4   5            ascii   \n\b C
149  0x00002188 0x00002148 4   5            ascii   \n\b e
150  0x000021a5 0x00002165 4   5            ascii   t?p!
151  0x000021ba 0x0000217a 8   9            ascii   \n\b iy8+!
152  0x000021d3 0x00002193 4   5            ascii   \n\b 0
153  0x000021f7 0x000021b7 4   5            ascii   hlG6
154  0x0000221e 0x000021de 4   5            ascii   \n\b v
155  0x00002237 0x000021f7 4   5            ascii   \n\b )
156  0x0000226e 0x0000222e 4   5            ascii   \n !O
157  0x00002282 0x00002242 4   5            ascii   \n\b s
158  0x0000228b 0x0000224b 7   9            utf8    E/hXۺ~( blocks=Basic Latin,Arabic
159  0x0000229b 0x0000225b 8   9            ascii   \n\b 'vjV!
160  0x000022be 0x0000227e 5   6            ascii   #+.+p
161  0x000022e6 0x000022a6 4   5            ascii   \n\b (
162  0x00002318 0x000022d8 6   7            ascii   \n\b aSu
163  0x00002331 0x000022f1 4   5            ascii   \n\b}\t
164  0x000023a8 0x00002368 4   5            ascii   DE-!
165  0x000023b1 0x00002371 4   5            ascii   )b1(
166  0x0000240e 0x000023ce 5   6            ascii   gFO!F
167  0x0000242c 0x000023ec 4   5            ascii   in6!
168  0x000024c6 0x00002486 4   5            ascii   \f\b\r\t
169  0x0000253a 0x000024fa 4   5            ascii   i.!\a
170  0x00002586 0x00002546 4   5            ascii   \v\a(1
171  0x0000258d 0x0000254d 4   5            ascii   \f\b(5
172  0x0000263a 0x000025fa 4   5            ascii   \v\a(1
173  0x00002641 0x00002601 4   5            ascii   \f\b(5
174  0x000026d5 0x00002695 4   5            ascii   E{h!
175  0x00002769 0x00002729 7   10           utf8    ,, 䱰_!3 blocks=Basic Latin,CJK Unified Ideographs Extension A
176  0x00002775 0x00002735 4   6            utf8    ʴ~+( blocks=Spacing Modifier Letters,Basic Latin
177  0x0000277d 0x0000273d 4   5            ascii   + 2E
178  0x000027a3 0x00002763 5   6            ascii   Zw\r(\b
179  0x000027aa 0x0000276a 4   5            ascii   + Zd
180  0x000027ee 0x000027ae 4   5            ascii   !F-(
181  0x000027f5 0x000027b5 4   5            ascii   + Q|
182  0x00002856 0x00002816 4   5            ascii   a!Ik
183  0x00002883 0x00002843 6   7            ascii   .9!/\bI
184  0x000028a0 0x00002860 6   7            ascii   !>_sP\v
185  0x000028dd 0x0000289d 4   5            ascii   AM!)
186  0x00002966 0x00002926 4   6            utf8    'Փ(\b blocks=Basic Latin,Armenian
187  0x0000299a 0x0000295a 5   7            utf8     -ׇ"! blocks=Basic Latin,Hebrew
188  0x000029d7 0x00002997 4   5            ascii   + xK
189  0x00002a1e 0x000029de 4   5            ascii   $!5X
190  0x00002a53 0x00002a13 5   6            ascii   \n*.~K
191  0x00002b04 0x00002ac4 4   5            ascii   <R!\
192  0x00002b1f 0x00002adf 6   7            ascii    f}?!!
193  0x00002b2a 0x00002aea 4   5            ascii   mnt(
194  0x00002b45 0x00002b05 4   5            ascii   \n\f+Q
195  0x00002b69 0x00002b29 4   5            ascii   \v\a(]
196  0x00002bf1 0x00002bb1 6   7            ascii    uy}?!
197  0x00002c09 0x00002bc9 7   10           utf8    ,2 ӻl!^ blocks=Basic Latin,Cyrillic
198  0x00002c3a 0x00002bfa 4   5            ascii   .3* 
199  0x00002c41 0x00002c01 4   5            ascii   F!<x
200  0x00002c54 0x00002c14 4   5            ascii   o!(<
201  0x00002cca 0x00002c8a 4   5            ascii   ,0 \r
202  0x00002cff 0x00002cbf 6   7            ascii   pO!]g9
203  0x00002dae 0x00002d6e 4   5            ascii   B`{!
204  0x00002dff 0x00002dbf 5   6            ascii   *NK6(
205  0x00002e1f 0x00002ddf 4   5            ascii   !PoP
206  0x00002e4f 0x00002e0f 5   6            ascii   \n\v\ao_
207  0x00002e7f 0x00002e3f 4   5            ascii   Tgp!
208  0x00002e84 0x00002e44 4   5            ascii   W_+<
209  0x00002e89 0x00002e49 4   5            ascii   GT(\b
210  0x00002ea1 0x00002e61 5   6            ascii   Ww\bF(
211  0x00002ec5 0x00002e85 4   5            ascii   &*  
212  0x00002f02 0x00002ec2 7   8            ascii    Q\SB!M
213  0x00002f1a 0x00002eda 8   10           utf8    ,0 إIu!v blocks=Basic Latin,Arabic
214  0x00002f2e 0x00002eee 4   5            ascii   + De
215  0x00002f4a 0x00002f0a 4   5            ascii   &*(M
216  0x00002fae 0x00002f6e 4   5            ascii   &* >
217  0x00002fb3 0x00002f73 4   5            ascii   lq!Q
218  0x000030a7 0x00003067 5   7            utf8     Z˞!! blocks=Basic Latin,Spacing Modifier Letters
219  0x000030fc 0x000030bc 7   9            utf8     jՎn!}" blocks=Basic Latin,Armenian
220  0x0000315b 0x0000311b 5   6            ascii   ~a!?\
221  0x00003161 0x00003121 5   7            utf8    `\nAٜ( blocks=Basic Latin,Arabic
222  0x000032ea 0x000032aa 4   5            ascii   M!:P
223  0x000033b8 0x00003378 4   5            ascii    9<J
224  0x000033c4 0x00003384 4   5            ascii   g>(\b
225  0x00003414 0x000033d4 4   5            ascii   ^on!
226  0x00003433 0x000033f3 4   5            ascii   -X!]
227  0x00003451 0x00003411 4   5            ascii   *A!}
228  0x00003551 0x00003511 8   10           utf8     !2:_!#  blocks=Basic Latin,Latin-1 Supplement
229  0x00003676 0x00003636 4   5            ascii   \v\a("
230  0x000036e3 0x000036a3 4   5            ascii   \f\b-[
231  0x00003708 0x000036c8 5   6            ascii   \r+$\b(
232  0x00003872 0x00003832 7   8            ascii   t!6-<MK
233  0x000038a2 0x00003862 5   6            ascii   |*!yd
234  0x000038c3 0x00003883 6   7            ascii   \!NrZr
235  0x000038d8 0x00003898 13  14           ascii   \v\a E9\r\e!*)IFi
236  0x0000396c 0x0000392c 4   5            ascii   i;!y
237  0x00003995 0x00003955 4   6            utf8    \f!Ï/ blocks=Basic Latin,Latin-1 Supplement
238  0x000039bc 0x0000397c 7   8            ascii   1m!ur*^
239  0x000039c4 0x00003984 4   5            ascii   \aNU(
240  0x00003a33 0x000039f3 4   5            ascii   \enf!
241  0x00003a5d 0x00003a1d 4   5            ascii   D!Iv
242  0x00003aac 0x00003a6c 5   6            ascii   sU!A~
243  0x00003ad7 0x00003a97 4   5            ascii   BV\e_
244  0x00003b20 0x00003ae0 4   5            ascii   \f.bN
245  0x00003b3f 0x00003aff 4   5            ascii   X\f\b\a
246  0x00003ca5 0x00003c65 6   7            ascii   ND!GLX
247  0x00003cde 0x00003c9e 4   5            ascii   +\b(g
248  0x00003d0d 0x00003ccd 4   5            ascii   +\b(g
249  0x00003dc0 0x00003d80 4   5            ascii   z!RZ
250  0x00003e07 0x00003dc7 4   5            ascii   ,T;s
251  0x00003e17 0x00003dd7 10  12           utf8    ,1 àJX!U\r` blocks=Basic Latin,Latin-1 Supplement
252  0x00003e47 0x00003e07 4   5            ascii   &+/ 
253  0x00003e81 0x00003e41 4   5            ascii   Fq}!
254  0x00003e8a 0x00003e4a 5   6            ascii   =\bf(\b
255  0x00003ef0 0x00003eb0 4   5            ascii   \v+C\b
256  0x00003f15 0x00003ed5 5   6            ascii   D#X!\e
257  0x00003f1c 0x00003edc 5   8            utf8    |:ꃟ(\b blocks=Basic Latin,Yi Syllables
258  0x00003f2b 0x00003eeb 4   5            ascii   -\t\a\t
259  0x0000407c 0x0000403c 5   6            ascii   q!2h"
260  0x0000409c 0x0000405c 5   7            utf8     ٫h~! blocks=Basic Latin,Arabic
261  0x00004195 0x00004155 5   7            utf8     Cߚg! blocks=Basic Latin,NKo
262  0x000041b9 0x00004179 5   6            ascii   B!N1\e
263  0x000041d9 0x00004199 4   5            ascii   9!sn
264  0x000042ae 0x0000426e 7   8            ascii    p:$<!;
265  0x000042cc 0x0000428c 7   8            ascii    spZV!e
266  0x000042e9 0x000042a9 7   8            ascii    G+Fi!\v
267  0x0000435f 0x0000431f 6   7            ascii   Y@Zi(X
268  0x000043d2 0x00004392 6   7            ascii   <C!R])
269  0x00004452 0x00004412 4   5            ascii   \t!wf
270  0x000046d9 0x00004699 5   6            ascii   OQi!\b
271  0x00004705 0x000046c5 8   10           utf8     \vV8\e!ֳ) blocks=Basic Latin,Hebrew
272  0x000047ae 0x0000476e 5   6            ascii   bB!i*
273  0x00004931 0x000048f1 4   5            ascii    \t*v
274  0x00004938 0x000048f8 5   6            ascii   wbLHh
275  0x00004aa3 0x00004a63 4   5            ascii   <\t!a
276  0x00004abf 0x00004a7f 12  14           utf8     =I2/!Ļ*+C!\b blocks=Basic Latin,Latin Extended-A
277  0x00004af0 0x00004ab0 4   5            ascii   cp!d
278  0x00004b78 0x00004b38 4   5            ascii   jTM(
279  0x00004bc5 0x00004b85 4   5            ascii   (s_(
280  0x00004be7 0x00004ba7 4   5            ascii   =:S!
281  0x00004bf0 0x00004bb0 4   5            ascii   \e}i(
282  0x00004c70 0x00004c30 7   10           utf8    \b!ᗽjPyA blocks=Basic Latin,Unified Canadian Aboriginal Syllabics
283  0x00004c9b 0x00004c5b 6   7            ascii    ik*-!
284  0x00004d2b 0x00004ceb 4   5            ascii   g~(\a
285  0x00004d5e 0x00004d1e 4   7            utf8    ؿm!ǀ blocks=Arabic,Basic Latin,Latin Extended-B
286  0x00004d66 0x00004d26 4   6            utf8    RyΠ( blocks=Basic Latin,Greek and Coptic
287  0x00004dd9 0x00004d99 5   6            ascii   |x}!\r
288  0x00004e98 0x00004e58 4   6            utf8    ?Ϧ;X blocks=Basic Latin,Greek and Coptic
289  0x00004ec2 0x00004e82 4   5            ascii   \bv6!
290  0x00004ecb 0x00004e8b 4   5            ascii   @#H(
291  0x0000504b 0x0000500b 5   7            utf8     ׅb}! blocks=Basic Latin,Hebrew
292  0x0000511a 0x000050da 4   5            ascii   1D/!
293  0x00005206 0x000051c6 5   7            utf8    !ˀ{*n blocks=Basic Latin,Spacing Modifier Letters
294  0x00005442 0x00005402 4   5            ascii   -&s\b
295  0x000054a7 0x00005467 4   5            ascii   \r\t\b(
296  0x000054eb 0x000054ab 4   5            ascii   )tz!
297  0x000054ff 0x000054bf 6   8            utf8    kK!MA̤ blocks=Basic Latin,Combining Diacritical Marks
298  0x0000555b 0x0000551b 6   8            utf8    + Qbu!
299  0x0000558e 0x0000554e 6   8            utf8    Ez`!ΜH blocks=Basic Latin,Greek and Coptic
300  0x0000561c 0x000055dc 5   6            ascii   \n+1 W
301  0x0000563b 0x000055fb 4   5            ascii    !MU
302  0x00005655 0x00005615 4   5            ascii   \v\a(v
303  0x000056bc 0x0000567c 4   5            ascii   \v\a(v
304  0x000056e8 0x000056a8 4   5            ascii   N\n(\b
305  0x0000574c 0x0000570c 5   7            utf8     =ɕn! blocks=Basic Latin,IPA Extensions
306  0x00005773 0x00005733 6   8            utf8    \t 1ڦ?! blocks=Basic Latin,Arabic
307  0x0000578b 0x0000574b 4   5            ascii   V@!#
308  0x00005793 0x00005753 4   5            ascii   ;V[(
309  0x000057a2 0x00005762 4   6            utf8    Ű4!) blocks=Latin Extended-A,Basic Latin
310  0x000057fb 0x000057bb 4   5            ascii   \f\b9@
311  0x00005845 0x00005805 8   10           utf8    zR!;N*Ǝr blocks=Basic Latin,Latin Extended-B
312  0x000058e9 0x000058a9 4   5            ascii   b"(\a
313  0x000058f7 0x000058b7 6   7            ascii   S\e@!7$
314  0x00005926 0x000058e6 5   7            utf8    ڌF\b(\b blocks=Arabic,Basic Latin
315  0x0000595c 0x0000591c 4   5            ascii   ,. Q
316  0x00005961 0x00005921 4   5            ascii   /]!$
317  0x00005a28 0x000059e8 6   7            ascii    }{-3!
318  0x00005a90 0x00005a50 8   9            ascii    \t!V?!6`
319  0x00005ab9 0x00005a79 4   5            ascii   DUE(
320  0x00005ad9 0x00005a99 4   5            ascii   \f\b G
321  0x00005b30 0x00005af0 4   5            ascii   ,m~V
322  0x00005b41 0x00005b01 5   6            ascii   B*B$(
323  0x00005b59 0x00005b19 4   5            ascii   ,D~V
324  0x00005b64 0x00005b24 5   7            utf8    `!6HŦ blocks=Basic Latin,Latin Extended-A
325  0x00005b6b 0x00005b2b 4   6            utf8    Eъ(\a blocks=Basic Latin,Cyrillic
326  0x00005bc0 0x00005b80 9   11           utf8    *f ˬ+z!ko blocks=Basic Latin,Spacing Modifier Letters
327  0x00005c16 0x00005bd6 5   6            ascii   "!4`Q
328  0x00005c5a 0x00005c1a 8   9            ascii   \n Ti7(!U
329  0x00005c66 0x00005c26 4   5            ascii   1*J(
330  0x00005cf3 0x00005cb3 4   5            ascii   \f\b\r+
331  0x00005d0f 0x00005ccf 5   6            ascii   X\r\t\bY
332  0x00005d19 0x00005cd9 6   7            ascii    Y3K8!
333  0x00005ddd 0x00005d9d 4   5            ascii   q!\(
334  0x00005e54 0x00005e14 7   8            ascii   o/E\r\.(
335  0x00005e61 0x00005e21 7   8            ascii   Oj$!oIv
336  0x00005ebc 0x00005e7c 4   5            ascii   \v\a }
337  0x00005ec1 0x00005e81 5   6            ascii   ~]!d&
338  0x00005f19 0x00005ed9 4   6            utf8    \nF!އ blocks=Basic Latin,Thaana
339  0x00005f20 0x00005ee0 6   7            ascii   d-\H(\a
340  0x00005f2d 0x00005eed 7   8            ascii   Z!%/Z*"
341  0x00005f4c 0x00005f0c 4   5            ascii   j8\f!
342  0x00005f51 0x00005f11 8   9            ascii   oI]?6'=(
343  0x00005f81 0x00005f41 4   5            ascii   96m!
344  0x00005f99 0x00005f59 6   7            ascii    oOTR!
345  0x00005fb1 0x00005f71 8   10           utf8    * ō!k!d` blocks=Basic Latin,Latin Extended-A
346  0x00005fda 0x00005f9a 5   6            ascii   \n+]~T
347  0x000060b1 0x00006071 7   8            ascii   \r\t,>\t(,
348  0x00006170 0x00006130 5   6            ascii   \v+o~T
349  0x000061a5 0x00006165 4   5            ascii   \r\t(,
350  0x000061d4 0x00006194 4   5            ascii   \r&~K
351  0x000061ed 0x000061ad 5   6            ascii   ,\r\a~T
352  0x00006246 0x00006206 6   7            ascii   49g!o@
353  0x00006285 0x00006245 4   5            ascii   \t /B
354  0x000062dd 0x0000629d 4   5            ascii   \t%(I
355  0x00006304 0x000062c4 4   5            ascii   \b\t(I
356  0x00006371 0x00006331 4   5            ascii   \r&~K
357  0x0000638a 0x0000634a 5   6            ascii   ,\r\a~T
358  0x00006415 0x000063d5 4   5            ascii   l!dt
359  0x00006436 0x000063f6 4   5            ascii   \r\t(]
360  0x0000653a 0x000064fa 4   5            ascii   =!]S
361  0x00006541 0x00006501 4   6            utf8    :܃(\b blocks=Basic Latin,Syriac
362  0x0000654c 0x0000650c 6   7            ascii    |\xq!
363  0x00006555 0x00006515 4   5            ascii   NgSP
364  0x0000657f 0x0000653f 4   5            ascii   \n*Vs
365  0x000065b6 0x00006576 5   6            ascii   nZm\r!
366  0x000065cc 0x0000658c 4   5            ascii   a\tnZ
367  0x000065e6 0x000065a6 4   5            ascii   \n!'0
368  0x0000660e 0x000065ce 4   5            ascii   !%#"
369  0x00006617 0x000065d7 5   6            ascii   \v+]\a!
370  0x00006637 0x000065f7 4   5            ascii   YZ\v\a
371  0x00006641 0x00006601 7   9            utf8    a ϬkW z blocks=Basic Latin,Greek and Coptic
372  0x0000664b 0x0000660b 4   5            ascii   5a &
373  0x00006655 0x00006615 8   9            ascii   P,XanZX\v
374  0x000066f0 0x000066b0 5   6            ascii   \fn\bjX
375  0x000066f6 0x000066b6 5   8            utf8    j]ԑaҁ blocks=Basic Latin,Cyrillic Supplement,Cyrillic
376  0x0000679e 0x0000675e 5   6            ascii   nZm\n!
377  0x000067c7 0x00006787 6   7            ascii   Y!0ihz
378  0x000067dc 0x0000679c 4   5            ascii   !,C%
379  0x000067f5 0x000067b5 4   5            ascii   \r!dB
380  0x0000681d 0x000067dd 5   6            ascii   \r!%#"
381  0x00006849 0x00006809 7   8            ascii   w\rzanZX
382  0x00006883 0x00006843 5   6            ascii   uYdm\v
383  0x000068b5 0x00006875 4   5            ascii   \bn(|
384  0x000068c0 0x00006880 4   5            ascii   \n\f\bo
385  0x000068f2 0x000068b2 5   8            utf8    j]ԑaҁ blocks=Basic Latin,Cyrillic Supplement,Cyrillic
386  0x000069f6 0x000069b6 5   6            ascii   \f!%#"
387  0x00006a16 0x000069d6 6   7            ascii   \ra &,<
388  0x00006a20 0x000069e0 9   10           ascii   >g &6{BY 
389  0x00006a2d 0x000069ed 6   7            ascii   YanZX\n
390  0x00006a5d 0x00006a1d 4   5            ascii    dm\v
391  0x00006a62 0x00006a22 4   5            ascii   \bm\r~
392  0x00006a8a 0x00006a4a 5   6            ascii   j\tn(|
393  0x00006ac0 0x00006a80 6   7            ascii   \t\an\bjX
394  0x00006ac7 0x00006a87 5   8            utf8    j]ԑaҁ blocks=Basic Latin,Cyrillic Supplement,Cyrillic
395  0x00006b72 0x00006b32 4   5            ascii   \f!^K
396  0x00006b7d 0x00006b3d 5   6            ascii   \fnZ\v!
397  0x00006ba7 0x00006b67 4   5            ascii   !-6l
398  0x00006bb0 0x00006b70 4   5            ascii   XX\n!
399  0x00006bb6 0x00006b76 4   5            ascii   /K{1
400  0x00006bdb 0x00006b9b 9   10           ascii   \t\a\aZ\v!%#"
401  0x00006c0b 0x00006bcb 5   6            ascii   0IX ;
402  0x00006c12 0x00006bd2 5   6            ascii   bXnZX
403  0x00006c73 0x00006c33 4   5            ascii   \vn(|
404  0x00006cb3 0x00006c73 5   8            utf8    j]ԑaҁ blocks=Basic Latin,Cyrillic Supplement,Cyrillic
405  0x00006d5a 0x00006d1a 8   9            ascii   nZm\v!:\f%
406  0x00006d64 0x00006d24 4   5            ascii   wh\t!
407  0x00006d70 0x00006d30 4   5            ascii   X\anZ
408  0x00006d88 0x00006d48 6   7            ascii   a!n\v.\b
409  0x00006d92 0x00006d52 5   6            ascii   X!uN\a
410  0x00006d9c 0x00006d5c 4   5            ascii   X!i\v
411  0x00006da6 0x00006d66 4   5            ascii   X!@P
412  0x00006db0 0x00006d70 4   5            ascii   Y\n!:
413  0x00006dbb 0x00006d7b 4   5            ascii   !xjk
414  0x00006dc8 0x00006d88 4   5            ascii   \nZ\n\b
