Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000001e0 0x000001e0 5   6            ascii   .text
2    0x00000207 0x00000207 6   7            ascii   `.data
3    0x00000230 0x00000230 5   6            ascii   .rsrc
148  0x00002660 0x00403260 6   7    .text   ascii   Q?P\fT}
149  0x00002678 0x00403278 4   5    .text   ascii   \eH|K
150  0x00002692 0x00403292 6   7    .text   ascii   \f8Dy)=
151  0x000026ac 0x004032ac 4   5    .text   ascii   b"%E
152  0x000026d1 0x004032d1 7   9    .text   utf8    \rY;\nޓC{ blocks=Basic Latin,Thaana
153  0x000026dc 0x004032dc 7   8    .text   ascii   \n2jN+\v\e
154  0x00002717 0x00403317 5   7    .text   utf8    őC^\tr blocks=Latin Extended-A,Basic Latin
155  0x000027d0 0x004033d0 8   9    .text   ascii   .Wn\aT`I8
156  0x0000282e 0x0040342e 4   5    .text   ascii   k5ed
157  0x00002883 0x00403483 5   6    .text   ascii   .@KKg
158  0x00002889 0x00403489 4   6    .text   utf8    \tyaջ blocks=Basic Latin,Armenian
159  0x000028a2 0x004034a2 6   9    .text   utf8    RKYeQ blocks=Basic Latin,Private Use Area
160  0x000028d3 0x004034d3 4   5    .text   ascii   M66Q
161  0x000028f0 0x004034f0 4   7    .text   utf8    〓+3U blocks=CJK Symbols and Punctuation,Basic Latin
162  0x0000294a 0x0040354a 4   5    .text   ascii   \e/\n&
163  0x00002952 0x00403552 4   5    .text   ascii   R%aZ
164  0x00002967 0x00403567 7   8    .text   ascii   ~=b:Sq<
165  0x00002974 0x00403574 4   5    .text   ascii   ts5<
166  0x0000297a 0x0040357a 5   6    .text   ascii   H\bn48
167  0x00002987 0x00403587 4   6    .text   utf8    =)х2 blocks=Basic Latin,Cyrillic
168  0x000029b0 0x004035b0 11  13   .text   utf8    \tʙb&5|\fb*[" blocks=Basic Latin,IPA Extensions
169  0x000029c9 0x004035c9 5   6    .text   ascii   :deS"
170  0x000029e9 0x004035e9 4   8    .text   utf8    𨀠W?0 blocks=CJK Unified Ideographs Extension B,Basic Latin
171  0x00002a15 0x00403615 5   6    .text   ascii   Sd\r'f
172  0x00002a5f 0x0040365f 4   5    .text   ascii   w^{\v
173  0x00002a87 0x00403687 4   5    .text   ascii   ZDJ~
174  0x00002a94 0x00403694 4   5    .text   ascii   )\b.p
175  0x00002ad5 0x004036d5 5   6    .text   ascii   2}QwK
176  0x00002ae5 0x004036e5 4   6    .text   utf8    j!Vع blocks=Basic Latin,Arabic
177  0x00002afe 0x004036fe 4   5    .text   ascii   (T9\a
178  0x00002b16 0x00403716 5   7    .text   utf8    [<ͅ3Y blocks=Basic Latin,Combining Diacritical Marks
179  0x00002b26 0x00403726 4   5    .text   ascii   o-?l
180  0x00002b2f 0x0040372f 4   5    .text   ascii   eHo7
181  0x00002b39 0x00403739 4   6    .text   utf8    iӜ[' blocks=Basic Latin,Cyrillic
182  0x00002b46 0x00403746 4   5    .text   ascii   \bEFL
183  0x00002b5e 0x0040375e 5   6    .text   ascii   \sk0l
184  0x00002b79 0x00403779 6   7    .text   ascii   0jTQH\n
185  0x00002b8f 0x0040378f 4   7    .text   utf8    [:济c blocks=Basic Latin,CJK Unified Ideographs
186  0x00002b9f 0x0040379f 4   5    .text   ascii   lQR\n
187  0x00002bfa 0x004037fa 5   7    .text   utf8    BȸVFg blocks=Basic Latin,Latin Extended-B
188  0x00002c07 0x00403807 4   5    .text   ascii   Bg9U
189  0x00002c36 0x00403836 4   6    .text   utf8    ɫ,w` blocks=IPA Extensions,Basic Latin
190  0x00002c45 0x00403845 4   6    .text   utf8    ]Ql~
191  0x00002c9d 0x0040389d 6   7    .text   ascii   \f0{ltB
192  0x00002d47 0x00403947 4   5    .text   ascii   (]lS
193  0x00002e06 0x00403a06 4   5    .text   ascii   h98q
194  0x00002e21 0x00403a21 4   6    .text   utf8    ܣ\v~C blocks=Syriac,Basic Latin
195  0x00002e33 0x00403a33 4   5    .text   ascii   Lig7
196  0x00002e47 0x00403a47 6   7    .text   ascii   Z^ ;r9
197  0x00002e5b 0x00403a5b 4   6    .text   utf8    ̲#t+ blocks=Combining Diacritical Marks,Basic Latin
198  0x00002e92 0x00403a92 4   5    .text   ascii   N3x{
199  0x00002f00 0x00403b00 4   5    .text   ascii   (0h/
200  0x00002f25 0x00403b25 4   5    .text   ascii   Uf=W
201  0x00002f9e 0x00403b9e 5   6    .text   ascii   \ei<@\v
202  0x00003014 0x00403c14 4   6    .text   utf8    hR-b
203  0x00003023 0x00403c23 5   6    .text   ascii   A%%4S
204  0x00003033 0x00403c33 4   5    .text   ascii   5#0o
205  0x000030ca 0x00403cca 6   9    .text   utf8    dǼIzjћ blocks=Basic Latin,Latin Extended-B,Cyrillic
206  0x00003114 0x00403d14 6   7    .text   ascii   #gl\b6V
207  0x00003163 0x00403d63 4   6    .text   utf8    )ҥGJ blocks=Basic Latin,Cyrillic
208  0x000031a7 0x00403da7 5   8    .text   utf8    +ůާ\n9 blocks=Basic Latin,Latin Extended-A,Thaana
209  0x000031c7 0x00403dc7 6   7    .text   ascii   I"@'>{
210  0x000031ea 0x00403dea 4   5    .text   ascii   :7dZ
211  0x00003204 0x00403e04 5   6    .text   ascii   ^3\eN(
212  0x0000324b 0x00403e4b 4   5    .text   ascii   \f_E_
213  0x000032d4 0x00403ed4 4   5    .text   ascii   %]m_
214  0x000032e3 0x00403ee3 4   5    .text   ascii   %u``
215  0x00003304 0x00403f04 6   7    .text   ascii   qP,2b1
216  0x00003321 0x00403f21 4   5    .text   ascii   @y6-
217  0x00003337 0x00403f37 4   9    .text   utf8    IpbÛ blocks=Basic Latin,Latin-1 Supplement
218  0x000033c6 0x00403fc6 4   5    .text   ascii   i{?S
219  0x000033f7 0x00403ff7 7   11   .text   utf8    r͗ە*ű I blocks=Basic Latin,Combining Diacritical Marks,Arabic,Latin Extended-A
220  0x00003425 0x00404025 6   8    .text   utf8    _jY xЭ blocks=Basic Latin,Cyrillic
221  0x00003438 0x00404038 4   6    .text   utf8    ԋ/nP blocks=Cyrillic Supplement,Basic Latin
222  0x00003490 0x00404090 7   8    .text   ascii   N\n'^5JF
223  0x000034a2 0x004040a2 5   6    .text   ascii   \np]lL
224  0x000034df 0x004040df 5   6    .text   ascii   \n^xLJ
225  0x00003523 0x00404123 5   8    .text   utf8    Cͩzо\t blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
226  0x00003553 0x00404153 4   5    .text   ascii    0;Y
227  0x00003561 0x00404161 4   5    .text   ascii   Pg$$
228  0x00003567 0x00404167 6   9    .text   utf8    UyЁ[BӪ blocks=Basic Latin,Cyrillic
229  0x000035a4 0x004041a4 5   7    .text   utf8    Qh-0ԝ blocks=Basic Latin,Cyrillic Supplement
230  0x000035b8 0x004041b8 4   5    .text   ascii   _Tu!
231  0x000035f0 0x004041f0 4   5    .text   ascii   .8D,
232  0x00003608 0x00404208 8   9    .text   ascii   9\tbD7mcT
233  0x00003660 0x00404260 4   6    .text   utf8    u(U\e
234  0x0000366c 0x0040426c 8   10   .text   utf8    صK;>|3"9 blocks=Arabic,Basic Latin
235  0x00003682 0x00404282 5   6    .text   ascii   x+.'P
236  0x000036af 0x004042af 5   6    .text   ascii   "P)\b=
237  0x00003707 0x00404307 6   8    .text   utf8    LURӕyw blocks=Basic Latin,Cyrillic
238  0x00003711 0x00404311 4   5    .text   ascii   U[+D
239  0x0000373e 0x0040433e 6   7    .text   ascii   +2&!(6
240  0x0000378d 0x0040438d 10  11   .text   ascii   3Er_d\n0Im\
241  0x000037a9 0x004043a9 4   5    .text   ascii   FF\bY
242  0x000037c8 0x004043c8 5   6    .text   ascii   *~Mn$
243  0x000037f3 0x004043f3 9   10   .text   ascii   yt`~{R`d,
244  0x00003802 0x00404402 5   6    .text   ascii   ",nVx
245  0x00003819 0x00404419 5   7    .text   utf8    ڈ\v\tQ! blocks=Arabic,Basic Latin
246  0x00003824 0x00404424 4   6    .text   utf8    ^X,ћ blocks=Basic Latin,Cyrillic
247  0x0000384a 0x0040444a 6   7    .text   ascii   p9Bw7{
248  0x00003870 0x00404470 4   5    .text   ascii   G}0\
249  0x000038ab 0x004044ab 4   5    .text   ascii   w\eFW
250  0x000038ce 0x004044ce 5   7    .text   utf8    iJ?HԌ blocks=Basic Latin,Cyrillic Supplement
251  0x000038dc 0x004044dc 4   5    .text   ascii   p\K0
252  0x000038e2 0x004044e2 4   6    .text   utf8    ɱ.wT blocks=IPA Extensions,Basic Latin
253  0x000038e8 0x004044e8 5   9    .text   utf8    8Sm剡ү blocks=Basic Latin,CJK Unified Ideographs,Cyrillic
254  0x000038f1 0x004044f1 5   6    .text   ascii   -g;:b
255  0x000038f7 0x004044f7 4   5    .text   ascii   5"7=
256  0x000038ff 0x004044ff 5   6    .text   ascii   v_X?~
257  0x0000390d 0x0040450d 5   8    .text   utf8    |Ǘggʾ blocks=Basic Latin,Latin Extended-B,Spacing Modifier Letters
258  0x00003962 0x00404562 4   7    .text   utf8    i(R沙 blocks=Basic Latin,CJK Unified Ideographs
259  0x00003977 0x00404577 4   5    .text   ascii   A2Q=
260  0x00003993 0x00404593 4   5    .text   ascii   z>\aJ
261  0x000039b1 0x004045b1 4   6    .text   utf8    T=TX
262  0x000039c9 0x004045c9 5   6    .text   ascii   {m\rbC
263  0x000039fb 0x004045fb 7   8    .text   ascii   F9Ivef6
264  0x00003a1d 0x0040461d 5   6    .text   ascii   5;#Pk
265  0x00003a36 0x00404636 4   5    .text   ascii   S(y9
266  0x00003a43 0x00404643 4   5    .text   ascii   )!eO
267  0x00003a9b 0x0040469b 5   6    .text   ascii   q'bp%
268  0x00003b9c 0x0040479c 4   5    .text   ascii   BhF&
269  0x00003ba8 0x004047a8 4   5    .text   ascii   6wcq
270  0x00003bef 0x004047ef 6   8    .text   utf8    u9\vۙwq blocks=Basic Latin,Arabic
271  0x00003bff 0x004047ff 4   7    .text   utf8    숁('W blocks=Hangul Syllables,Basic Latin
272  0x00003c1a 0x0040481a 4   5    .text   ascii   mrdx
273  0x00003c5d 0x0040485d 4   5    .text   ascii   =s?U
274  0x00003c89 0x00404889 4   5    .text   ascii   XX6@
275  0x00003cb0 0x004048b0 4   7    .text   utf8    \a6]ꑺ blocks=Basic Latin,Yi Syllables
276  0x00003d34 0x00404934 4   5    .text   ascii   y~`t
277  0x00003d3d 0x0040493d 4   6    .text   utf8    9)ϐX blocks=Basic Latin,Greek and Coptic
278  0x00003d5d 0x0040495d 4   6    .text   utf8    \bN܀f blocks=Basic Latin,Syriac
279  0x00003d66 0x00404966 5   6    .text   ascii   \v%;{*
280  0x00003db3 0x004049b3 5   6    .text   ascii   Dy*s\v
281  0x00003de9 0x004049e9 5   6    .text   ascii   66\!D
282  0x00003e25 0x00404a25 4   5    .text   ascii   |:W!
283  0x00003e93 0x00404a93 5   6    .text   ascii   u;-"\n
284  0x00003ea6 0x00404aa6 7   8    .text   ascii   b#1a>Bv
285  0x00003ed7 0x00404ad7 4   5    .text   ascii   Q}{g
286  0x00003efd 0x00404afd 4   7    .text   utf8    0IC켭 blocks=Basic Latin,Hangul Syllables
287  0x00003f3a 0x00404b3a 4   5    .text   ascii   &S&V
288  0x00003fa2 0x00404ba2 4   5    .text   ascii   bae$
289  0x00003fa7 0x00404ba7 4   5    .text   ascii   b@hv
290  0x00003fad 0x00404bad 4   5    .text   ascii   ,jG;
291  0x00004017 0x00404c17 4   5    .text   ascii   cm6d
292  0x00004056 0x00404c56 6   8    .text   utf8    ^>N\f\fF
293  0x0000406b 0x00404c6b 4   5    .text   ascii   r=R&
294  0x000040d5 0x00404cd5 6   8    .text   utf8    2)UȥH| blocks=Basic Latin,Latin Extended-B
295  0x000040ea 0x00404cea 4   6    .text   utf8    -kװd blocks=Basic Latin,Hebrew
296  0x00004117 0x00404d17 4   5    .text   ascii   YZ~l
297  0x00004122 0x00404d22 5   6    .text   ascii   z^raF
298  0x0000413b 0x00404d3b 4   5    .text   ascii   $F\nl
299  0x00004152 0x00404d52 4   5    .text   ascii   RZ>w
300  0x0000417c 0x00404d7c 4   5    .text   ascii   1!Hb
301  0x000041ae 0x00404dae 4   5    .text   ascii    O$j
302  0x000041b7 0x00404db7 5   6    .text   ascii   @0[D9
303  0x000041c6 0x00404dc6 6   7    .text   ascii   \eeX{,\a
304  0x000041ff 0x00404dff 4   5    .text   ascii   7_DR
305  0x00004207 0x00404e07 4   6    .text   utf8    = P̊ blocks=Basic Latin,Combining Diacritical Marks
306  0x0000427c 0x00404e7c 5   6    .text   ascii   7MKnx
307  0x000042f0 0x00404ef0 4   5    .text   ascii   xg03
308  0x000042f5 0x00404ef5 4   5    .text   ascii   |Z|\b
309  0x00004302 0x00404f02 4   6    .text   utf8    #XՇS blocks=Basic Latin,Armenian
310  0x0000436c 0x00404f6c 4   6    .text   utf8    99Ɖo blocks=Basic Latin,Latin Extended-B
311  0x000043ac 0x00404fac 4   5    .text   ascii   CSx\t
312  0x0000440b 0x0040500b 4   5    .text   ascii   V6\fD
313  0x00004446 0x00405046 5   7    .text   utf8    Dt·`S blocks=Basic Latin,Greek and Coptic
314  0x0000446d 0x0040506d 4   5    .text   ascii   y|_)
315  0x000044ba 0x004050ba 4   5    .text   ascii   z>VC
316  0x000044d6 0x004050d6 6   7    .text   ascii   \nV|;J$
317  0x00004524 0x00405124 4   5    .text   ascii   *jU{
318  0x00004540 0x00405140 4   5    .text   ascii   ~!SQ
319  0x000045b8 0x004051b8 6   7    .text   ascii   ]='{wa
320  0x000045d6 0x004051d6 4   5    .text   ascii   BL{\f
321  0x00004649 0x00405249 4   6    .text   utf8    o'tk
322  0x00004675 0x00405275 5   6    .text   ascii   1w+J7
323  0x000046c4 0x004052c4 5   6    .text   ascii   XNec(
324  0x000046d8 0x004052d8 5   7    .text   utf8    +1Og۩ blocks=Basic Latin,Arabic
325  0x00004716 0x00405316 4   5    .text   ascii   #ofR
326  0x00004734 0x00405334 4   5    .text   ascii   ZB+3
327  0x0000481e 0x0040541e 4   6    .text   utf8    E\rIȥ blocks=Basic Latin,Latin Extended-B
328  0x0000482e 0x0040542e 4   5    .text   ascii   ZXX\b
329  0x00004892 0x00405492 4   5    .text   ascii   'EjL
330  0x000048b0 0x004054b0 5   7    .text   utf8    ywȭtM blocks=Basic Latin,Latin Extended-B
331  0x00004909 0x00405509 4   5    .text   ascii   yYv\f
332  0x00004927 0x00405527 4   6    .text   utf8    ҜiC1 blocks=Cyrillic,Basic Latin
333  0x0000498b 0x0040558b 4   5    .text   ascii   hO*\n
334  0x000049d3 0x004055d3 4   5    .text   ascii   /M\e=
335  0x00004a15 0x00405615 5   6    .text   ascii   sC@yR
336  0x00004a57 0x00405657 5   6    .text   ascii   Ic-fA
337  0x00004a67 0x00405667 4   6    .text   utf8    0ܔ"I blocks=Basic Latin,Syriac
338  0x00004a9c 0x0040569c 4   5    .text   ascii   hIfJ
339  0x00004b2f 0x0040572f 4   5    .text   ascii   "R}O
340  0x00004b43 0x00405743 4   5    .text   ascii   V>\e*
341  0x00004b76 0x00405776 6   9    .text   utf8    ò}`̸>o blocks=Latin-1 Supplement,Basic Latin,Combining Diacritical Marks
342  0x00004b81 0x00405781 4   6    .text   utf8    u+jȗ blocks=Basic Latin,Latin Extended-B
343  0x00004bbd 0x004057bd 6   7    .text   ascii   I0pIQ-
344  0x00004bdd 0x004057dd 4   5    .text   ascii   5l3U
345  0x00004bfb 0x004057fb 4   5    .text   ascii   9m t
