ii 1168 64
[Strings]
nth  paddr      vaddr      len size section type    string
101  0x00003b55 0x00003b15 4   5            ascii   PNG\n
102  0x00003b5e 0x00003b1e 5   6            ascii   \rIHDR
103  0x00003b78 0x00003b38 4   5            ascii   gAMA
104  0x00003b87 0x00003b47 5   6            ascii    cHRM
105  0x00003bb2 0x00003b72 27  28           ascii   \n9iCCPPhotoshop ICC profile
106  0x00003bfd 0x00003bbd 4   6            utf8    "HPĀ blocks=Basic Latin,Latin Extended-A
107  0x00003c03 0x00003bc3 4   5            ascii   P$VD
108  0x00003c0c 0x00003bcc 5   6            ascii   \a$\b(1
109  0x00003c12 0x00003bd2 5   7            utf8    ET,oF
110  0x00003cae 0x00003c6e 4   6            utf8    L!GĈ blocks=Basic Latin,Latin Extended-A
111  0x00003ce0 0x00003ca0 4   5            ascii   H\t_q
112  0x00003ce8 0x00003ca8 6   8            utf8    d\vėrIK blocks=Basic Latin,Latin Extended-A
113  0x00003d24 0x00003ce4 4   5            ascii   4432
114  0x00003d8c 0x00003d4c 7   9            utf8    \e+-%Mȧg blocks=Basic Latin,Latin Extended-B
115  0x00003dd0 0x00003d90 4   5            ascii   u*@~
116  0x00003de3 0x00003da3 4   5            ascii   0 ~y
117  0x00003e5a 0x00003e1a 4   5            ascii   a!2D
118  0x00003ebf 0x00003e7f 4   5            ascii   6<\n?
119  0x00003f06 0x00003ec6 5   6            ascii   zQ7Qc
120  0x00003f35 0x00003ef5 5   6            ascii   xb"1I
121  0x00003f79 0x00003f39 5   6            ascii   &q\vx)
122  0x00003faf 0x00003f6f 4   5            ascii   D.q#
123  0x00003fb9 0x00003f79 4   5            ascii   8F|K
124  0x00003fc4 0x00003f84 4   5            ascii   $!i\a
125  0x00003ff5 0x00003fb5 4   5            ascii   $^RS
126  0x00004006 0x00003fc6 6   7            ascii   3Rx)-)
127  0x00004015 0x00003fd5 4   5            ascii   R#Rs
128  0x0000402b 0x00003feb 6   7            ascii   2Z2n2l
129  0x0000403e 0x00003ffe 5   6            ascii   BaQ6S
130  0x00004055 0x00004015 5   6            ascii   Pgeed
131  0x0000406d 0x0000402d 5   6            ascii   VJ;N\e
132  0x0000408e 0x0000404e 4   6            utf8    ݖ{'O blocks=Arabic Supplement,Basic Latin
133  0x000040cf 0x0000408f 4   5            ascii   tAiF
134  0x000040db 0x0000409b 4   5            ascii   |FyZ
135  0x000040e4 0x000040a4 4   5            ascii   U)W9
136  0x000040f5 0x000040b5 6   7            ascii   YUEUOU
137  0x0000410e 0x000040ce 4   5            ascii   :C=^
138  0x00004115 0x000040d5 5   6            ascii   G}VCE
139  0x0000412b 0x000040eb 8   9            ascii   Os^K[+\k
140  0x000041a3 0x00004163 4   5            ascii   w3=3
141  0x000041bc 0x0000417c 4   6            utf8    _vǂb blocks=Basic Latin,Latin Extended-B
142  0x00004250 0x00004210 4   5            ascii   g=,<
143  0x00004262 0x00004222 4   5            ascii   by5{
144  0x00004297 0x00004257 5   6            ascii   c &0 
145  0x000042a1 0x00004261 9   10           ascii   iP^P_0%8&
146  0x00004314 0x000042d4 6   7            ascii   glGv9{
147  0x00004344 0x00004304 7   10           utf8    J\tOiKťƦ blocks=Basic Latin,Latin Extended-A,Latin Extended-B
148  0x0000438b 0x0000434b 5   6            ascii   ?G/g{
149  0x00004396 0x00004356 6   7            ascii   kQkYk{
150  0x0000439f 0x0000435f 5   8            utf8    6卭sZW blocks=Basic Latin,CJK Unified Ideographs
151  0x000043ec 0x000043ac 4   5            ascii   ]-6)
152  0x0000441b 0x000043db 5   6            ascii   QN//*
153  0x00004429 0x000043e9 4   5            ascii   u{\t{
154  0x0000442e 0x000043ee 5   6            ascii   {G+}+
155  0x00004469 0x00004429 5   7            utf8    IcXc߷ blocks=Basic Latin,NKo
156  0x000044c4 0x00004484 4   5            ascii   vEv\r
157  0x000044e0 0x000044a0 5   7            utf8    LYOgs
158  0x000044e7 0x000044a7 6   8            utf8    ΝK?7s> blocks=Greek and Coptic,Basic Latin
159  0x00004505 0x000044c5 6   7            ascii   \v}N}g/
160  0x00004550 0x00004510 5   8            utf8    ;SwS blocks=Basic Latin,Private Use Area
161  0x00004564 0x00004524 4   5            ascii   V<R|
162  0x000045b7 0x00004577 4   6            utf8    K^ʿ< blocks=Basic Latin,Spacing Modifier Letters
163  0x000045f8 0x000045b8 5   6            ascii   \tpHYs
164  0x0000460d 0x000045cd 7   8            ascii   AIDATx^
165  0x0000462b 0x000045eb 5   6            ascii   +*""v
166  0x0000463b 0x000045fb 5   6            ascii   \b$$!\t
167  0x0000465b 0x0000461b 4   5            ascii   g Lf
168  0x00004687 0x00004647 4   5            ascii   ?@tt
169  0x0000468d 0x0000464d 7   8            ascii   QQQODFF
170  0x000046b6 0x00004676 4   5            ascii   wDBB
171  0x000046bb 0x0000467b 5   6            ascii   yd \f\t
172  0x000046e1 0x000046a1 4   5            ascii   '%%E
173  0x000046ea 0x000046aa 11  12           ascii   \e7.";;;"???
174  0x00004703 0x000046c3 4   5            ascii   9111
175  0x00004728 0x000046e8 4   5            ascii   HLL4
176  0x0000472d 0x000046ed 4   5            ascii   gffF
177  0x00004746 0x00004706 4   6            utf8    yʖ-[ blocks=Basic Latin,IPA Extensions
178  0x00004758 0x00004718 5   6            ascii   FTTTD
179  0x000047ea 0x000047aa 4   5            ascii   OPPP
180  0x000047f1 0x000047b1 4   5            ascii   oGoo
181  0x00004817 0x000047d7 4   6            utf8    tiܦM blocks=Basic Latin,Syriac
182  0x0000483d 0x000047fd 4   6            utf8    Vnܸ1 blocks=Basic Latin,Syriac
183  0x00004857 0x00004817 6   9            utf8    >bĈVÆ\r blocks=Basic Latin,Latin Extended-A,Latin-1 Supplement
184  0x00004874 0x00004834 4   5            ascii   #n{y
185  0x000048aa 0x0000486a 8   9            ascii   PxxxD@@@
186  0x000048bd 0x0000487d 5   7            utf8    \fynРA blocks=Basic Latin,Cyrillic
187  0x000048d5 0x00004895 8   9            ascii    fb.555b
188  0x000048f9 0x000048b9 8   12           utf8    :̠ٸnݺ)lK blocks=Basic Latin,Combining Diacritical Marks,Arabic,Arabic Supplement
189  0x0000492c 0x000048ec 4   5            ascii   0iO|
190  0x00004939 0x000048f9 8   10           utf8    ˳L7RJTwr blocks=Spacing Modifier Letters,Basic Latin
191  0x00004945 0x00004905 4   5            ascii   M\b\bU
192  0x0000494a 0x0000490a 4   6            utf8    BÌ-[ blocks=Basic Latin,Latin-1 Supplement
193  0x00004956 0x00004916 6   8            utf8    ګ0Pp)\f blocks=Arabic,Basic Latin
194  0x00004987 0x00004947 7   8            ascii   S/_ZZjz
195  0x0000498f 0x0000494f 4   7            utf8    e˖%l blocks=Basic Latin,Spacing Modifier Letters
196  0x000049b3 0x00004973 4   5            ascii   FV(E
197  0x00004a12 0x000049d2 5   6            ascii   ^]U^^
198  0x00004a52 0x00004a12 4   6            utf8    ڵk={ blocks=Arabic,Basic Latin
199  0x00004a77 0x00004a37 6   7            ascii   ~P\bFFF
200  0x00004ab0 0x00004a70 4   7            utf8    c坄w^ blocks=Basic Latin,CJK Unified Ideographs
201  0x00004ac0 0x00004a80 6   8            utf8    >g۶m\v) blocks=Basic Latin,Arabic
202  0x00004ac8 0x00004a88 5   6            ascii   9E'I$
203  0x00004b11 0x00004ad1 4   5            ascii   v4$/
204  0x00004b5e 0x00004b1e 4   5            ascii   I0w"
205  0x00004b7d 0x00004b3d 4   6            utf8    ,YˡB blocks=Basic Latin,Spacing Modifier Letters
206  0x00004ba9 0x00004b69 4   6            utf8    6QUӎ blocks=Basic Latin,Cyrillic
207  0x00004bcc 0x00004b8c 5   8            utf8    >̈Ν;G blocks=Basic Latin,Combining Diacritical Marks,Greek and Coptic
208  0x00004be0 0x00004ba0 4   5            ascii   ,Q/'
209  0x00004c23 0x00004be3 5   6            ascii   <???C
210  0x00004c53 0x00004c13 5   6            ascii   &&+++
211  0x00004c61 0x00004c21 5   6            ascii   $n[sw
212  0x00004c7e 0x00004c3e 5   7            utf8    "2AХK blocks=Basic Latin,Cyrillic
213  0x00004c9d 0x00004c5d 4   5            ascii   y}pp
214  0x00004cde 0x00004c9e 4   5            ascii   DM!`
215  0x00004d29 0x00004ce9 4   5            ascii   kutj
216  0x00004d31 0x00004cf1 4   8            utf8    iӦMᱲ blocks=Basic Latin,Cyrillic,Ol Chiki
217  0x00004d69 0x00004d29 4   5            ascii   !jGq
218  0x00004e0b 0x00004dcb 4   6            utf8    Ia͚5 blocks=Basic Latin,Combining Diacritical Marks
219  0x00004e20 0x00004de0 4   5            ascii   >?M*
220  0x00004e5d 0x00004e1d 7   9            utf8    >gٲes%= blocks=Basic Latin,Arabic
221  0x00004e8d 0x00004e4d 4   5            ascii   %5X6
222  0x00004eb0 0x00004e70 4   5            ascii   PhG\v
223  0x00004ec5 0x00004e85 4   5            ascii   kVY\a
224  0x00004edd 0x00004e9d 4   5            ascii   9UjZ
225  0x00004f07 0x00004ec7 7   11           utf8    о}صv\r6͛ blocks=Cyrillic,Basic Latin,Arabic,Combining Diacritical Marks
226  0x00004f12 0x00004ed2 8   10           utf8    USJ\r?sߺ{ blocks=Basic Latin,NKo
227  0x00004f54 0x00004f14 5   6            ascii   >KUm\n
228  0x00004f7e 0x00004f3e 6   7            ascii   ZzMv$Z
229  0x00004f86 0x00004f46 4   5            ascii   YYYY
230  0x00004f91 0x00004f51 4   6            utf8    Wn۶m blocks=Basic Latin,Arabic
231  0x00004fa5 0x00004f65 4   6            utf8    frĝ; blocks=Basic Latin,Latin Extended-A
232  0x00004fb2 0x00004f72 4   5            ascii   /d)m
233  0x00004ff3 0x00004fb3 6   7            ascii   \aMviii
234  0x00004ffb 0x00004fbb 4   6            utf8    _˞e7 blocks=Basic Latin,Spacing Modifier Letters
235  0x0000506b 0x0000502b 4   5            ascii   Uv\n|
236  0x0000507a 0x0000503a 4   5            ascii   :vt\f
237  0x0000508c 0x0000504c 5   6            ascii   aFYYY
238  0x000050f9 0x000050b9 4   5            ascii   L~Hy
239  0x00005115 0x000050d5 4   5            ascii   .\\b&
240  0x0000514d 0x0000510d 4   5            ascii   E(]`
241  0x0000515b 0x0000511b 4   5            ascii   xN!J
242  0x00005256 0x00005216 4   5            ascii   \nP8;
243  0x00005261 0x00005221 4   6            utf8    %غs+ blocks=Basic Latin,Arabic
244  0x00005285 0x00005245 5   8            utf8    5a\tQ blocks=Basic Latin,Private Use Area
245  0x0000529e 0x0000525e 4   6            utf8    lѢEG blocks=Basic Latin,Cyrillic
246  0x000052e2 0x000052a2 4   5            ascii   UMxg
247  0x00005394 0x00005354 7   8            ascii   TL9j/oI
248  0x000053c0 0x00005380 4   5            ascii   I(Z@
249  0x000053c6 0x00005386 4   5            ascii   |J?/
250  0x000053d1 0x00005391 5   6            ascii   E~U.&
251  0x000053f2 0x000053b2 4   6            utf8    j}֮! blocks=Basic Latin,Hebrew
252  0x00005423 0x000053e3 5   7            utf8    nݺ$11 blocks=Basic Latin,Arabic Supplement
253  0x00005467 0x00005427 4   5            ascii   7XPt
254  0x00005497 0x00005457 4   5            ascii   pA.\n
255  0x000054af 0x0000546f 4   5            ascii   ;3\e9
256  0x000054b9 0x00005479 10  11           ascii   I3r1cq%Vo\
257  0x00005560 0x00005520 4   5            ascii   Od\bP
258  0x00005566 0x00005526 4   7            utf8    نܪ,\e blocks=Arabic,Syriac,Basic Latin
259  0x000055a3 0x00005563 5   7            utf8    غ}+f- blocks=Arabic,Basic Latin
260  0x000055fb 0x000055bb 6   9            utf8    ZyLᝥ?^ blocks=Basic Latin,Tagbanwa
261  0x00005664 0x00005624 4   6            utf8    "Ð9% blocks=Basic Latin,Latin-1 Supplement
262  0x0000569b 0x0000565b 5   7            utf8    O\bAɬ" blocks=Basic Latin,IPA Extensions
263  0x000056b0 0x00005670 4   5            ascii   aaam
264  0x000056de 0x0000569e 4   6            utf8    E*ʱy blocks=Basic Latin,Spacing Modifier Letters
265  0x0000570c 0x000056cc 4   5            ascii   \rd}I
266  0x00005760 0x00005720 4   5            ascii   cBe:
267  0x0000576e 0x0000572e 4   6            utf8    7%Ր^ blocks=Basic Latin,Armenian
268  0x0000585d 0x0000581d 5   6            ascii   \fCVU:
269  0x00005866 0x00005826 5   6            ascii   Yi6fR
270  0x00005873 0x00005833 7   8            ascii   S0nZ\n2*
271  0x00005887 0x00005847 4   5            ascii   1H!c
272  0x0000588f 0x0000584f 8   11           utf8    (\t㧌CiU1* blocks=Basic Latin,CJK Unified Ideographs Extension A
273  0x000058a7 0x00005867 5   8            utf8    +ᅻcPl blocks=Basic Latin,Hangul Jamo
274  0x000058de 0x0000589e 4   6            utf8    0iҤ  blocks=Basic Latin,Cyrillic
275  0x00005912 0x000058d2 4   5            ascii   \rsfs
276  0x00005975 0x00005935 6   8            utf8    ^֫wW// blocks=Basic Latin,Hebrew
277  0x0000599c 0x0000595c 4   5            ascii   *J?+
278  0x000059ac 0x0000596c 6   8            utf8    OOFڴ1H blocks=Basic Latin,Arabic
279  0x000059cc 0x0000598c 4   6            utf8    ǘ"29 blocks=Latin Extended-B,Basic Latin
280  0x000059d4 0x00005994 4   5            ascii   qH$\t
281  0x000059fa 0x000059ba 4   7            utf8    ,\aS斛 blocks=Basic Latin,CJK Unified Ideographs
282  0x00005a06 0x000059c6 4   5            ascii   G"";
283  0x00005a0f 0x000059cf 5   7            utf8    DʞCrE blocks=Basic Latin,IPA Extensions
284  0x00005a64 0x00005a24 4   5            ascii   Z8\v\
285  0x00005a83 0x00005a43 5   7            utf8    דud\rQ blocks=Hebrew,Basic Latin
286  0x00005aac 0x00005a6c 5   6            ascii   Px2q>
287  0x00005ac6 0x00005a86 4   6            utf8    Xdζ1 blocks=Basic Latin,Greek and Coptic
288  0x00005afb 0x00005abb 5   6            ascii   \tEdr\f
289  0x00005b1a 0x00005ada 7   8            ascii   Fn("rB\f
290  0x00005b58 0x00005b18 4   5            ascii   %%%9
291  0x00005bb4 0x00005b74 5   7            utf8    ¯#k\nr blocks=Latin-1 Supplement,Basic Latin
292  0x00005bdd 0x00005b9d 4   5            ascii   \t\tO&
293  0x00005beb 0x00005bab 5   6            ascii   \nog\U
294  0x00005bf8 0x00005bb8 4   5            ascii   $\ai3
295  0x00005c03 0x00005bc3 4   5            ascii   0vz<
296  0x00005c0e 0x00005bce 6   7            ascii   1Sc1f\n
297  0x00005c1d 0x00005bdd 4   5            ascii   hCBI
298  0x00005ca8 0x00005c68 4   5            ascii   ^Mxg
299  0x00005d57 0x00005d17 4   5            ascii   B\n_H
300  0x00005d63 0x00005d23 4   5            ascii   \8\nA
301  0x00005d7e 0x00005d3e 4   7            utf8    [OŶm blocks=Basic Latin,Latin Extended-A
302  0x00005db7 0x00005d77 4   5            ascii   \ty,\
303  0x00005dbf 0x00005d7f 6   7            ascii   \g$y5,
304  0x00005dd8 0x00005d98 4   5            ascii   ,>aO
305  0x00005e10 0x00005dd0 4   5            ascii   ^~>e
306  0x00005e2c 0x00005dec 4   5            ascii   S|\e)
307  0x00005e46 0x00005e06 4   6            utf8    ĊHC| blocks=Latin Extended-A,Basic Latin
308  0x00005e4e 0x00005e0e 6   7            ascii   j#nJ8b
309  0x00005ebc 0x00005e7c 9   12           utf8    lѢE@LL\fƍ\e blocks=Basic Latin,Cyrillic,Latin Extended-B
310  0x00005f50 0x00005f10 6   7            ascii   \rI3(|%
311  0x00005f88 0x00005f48 4   5            ascii   B({H
312  0x00005fc5 0x00005f85 4   5            ascii   r39-
313  0x00005fd5 0x00005f95 4   5            ascii   a\t\t\t
314  0x00005fe2 0x00005fa2 4   5            ascii   Nvwh
315  0x0000605a 0x0000601a 6   8            utf8    ,|ƜDC: blocks=Basic Latin,Latin Extended-B
316  0x00006071 0x00006031 5   6            ascii   \fI3$}
317  0x0000608e 0x0000604e 7   8            ascii    \aQS(}y
318  0x000060d1 0x00006091 4   6            utf8    #ӆ`x blocks=Basic Latin,Cyrillic
319  0x000060d7 0x00006097 4   7            utf8    `lܴѭ blocks=Basic Latin,Syriac,Cyrillic
320  0x00006127 0x000060e7 4   5            ascii   {w\vW
321  0x0000614d 0x0000610d 4   5            ascii   wlw+
322  0x0000615d 0x0000611d 4   6            utf8    :EGѫ blocks=Basic Latin,Cyrillic
323  0x00006175 0x00006135 9   10           ascii   gQxb\t?ff$
324  0x00006183 0x00006143 4   5            ascii   \f\n_I
325  0x00006191 0x00006151 4   5            ascii   `CLE
326  0x00006199 0x00006159 7   8            ascii   @DM\r0DN
327  0x000061c3 0x00006183 8   12           utf8    _L鋇¯h(|\v blocks=Basic Latin,CJK Unified Ideographs,Latin-1 Supplement
328  0x000061d2 0x00006192 5   6            ascii   \b|r\a3
329  0x000061e0 0x000061a0 4   8            utf8    İāذi blocks=Latin Extended-A,Arabic,Basic Latin
330  0x0000621a 0x000061da 4   6            utf8    ډ-.H blocks=Arabic,Basic Latin
331  0x000062ae 0x0000626e 7   8            ascii   DO\v4DUP
332  0x000062b8 0x00006278 4   5            ascii   n'b*
333  0x000062cd 0x0000628d 8   9            ascii   y;\b.c/_:
334  0x000062f2 0x000062b2 5   6            ascii   ;o Ff
335  0x00006362 0x00006322 5   8            utf8    oț`ؔ; blocks=Basic Latin,Latin Extended-B,Arabic
336  0x0000637d 0x0000633d 4   6            utf8    cɄ\f, blocks=Basic Latin,Latin Extended-B
337  0x000063f3 0x000063b3 5   8            utf8    r\n_Fቫ blocks=Basic Latin,Ethiopic
338  0x0000648c 0x0000644c 8   10           utf8    B,ѷXPva\t blocks=Basic Latin,Cyrillic
339  0x000064c8 0x00006488 7   9            utf8    \v?׆Mz\nO blocks=Basic Latin,Hebrew
340  0x000064d1 0x00006491 5   8            utf8    \t_Eቄ7 blocks=Basic Latin,Ethiopic
341  0x000064e0 0x000064a0 4   6            utf8    \n7$Τ blocks=Basic Latin,Greek and Coptic
342  0x000064ea 0x000064aa 4   5            ascii   \f\nO$
343  0x00006501 0x000064c1 4   5            ascii   n'l*
344  0x00006595 0x00006555 4   6            utf8    ӫ\t~, blocks=Cyrillic,Basic Latin
345  0x000065b9 0x00006579 4   7            utf8    \ey㫓+ blocks=Basic Latin,CJK Unified Ideographs Extension A
346  0x000065ca 0x0000658a 5   7            utf8    dCV:֑ blocks=Basic Latin,Hebrew
347  0x000065fe 0x000065be 4   5            ascii   hCJU
348  0x0000660f 0x000065cf 4   6            utf8    IҬ0C blocks=Basic Latin,Cyrillic
349  0x00006657 0x00006617 4   5            ascii   %|\te
350  0x000066d6 0x00006696 4   5            ascii   $=%w
351  0x000066e6 0x000066a6 5   6            ascii   \e(y5(
352  0x00006702 0x000066c2 6   7            ascii   uduf\nV
353  0x0000670f 0x000066cf 5   7            utf8    MOƾm[ blocks=Basic Latin,Latin Extended-B
354  0x00006718 0x000066d8 4   6            utf8    Jl<$
355  0x00006725 0x000066e5 4   5            ascii   Tr\f?
356  0x00006762 0x00006722 4   5            ascii   DL\eE
357  0x00006792 0x00006752 4   6            utf8    \nzcؤ blocks=Basic Latin,Arabic
358  0x000067ad 0x0000676d 4   5            ascii   UnEw
359  0x000067d7 0x00006797 5   6            ascii   <Z\bl[
360  0x00006819 0x000067d9 4   5            ascii   \\n/(
361  0x00006822 0x000067e2 4   5            ascii   %;\r[
362  0x00006832 0x000067f2 6   9            utf8    OẔX1. blocks=Basic Latin,Combining Diacritical Marks
363  0x00006864 0x00006824 5   6            ascii   W9\t?;
364  0x0000687a 0x0000683a 4   5            ascii   \rq3(
365  0x00006885 0x00006845 5   6            ascii   3DUJz
366  0x000068c0 0x00006880 6   7            ascii   J(}I?\a
367  0x000068f9 0x000068b9 5   6            ascii   ]HxWt
368  0x00006902 0x000068c2 7   8            ascii   +N333u[
369  0x0000694b 0x0000690b 4   6            utf8    ?Aمd blocks=Basic Latin,Arabic
370  0x000069bc 0x0000697c 4   7            utf8    (郑8; blocks=Basic Latin,CJK Unified Ideographs
371  0x000069c3 0x00006983 4   6            utf8    A¬@C blocks=Basic Latin,Latin-1 Supplement
372  0x00006a13 0x000069d3 6   7            ascii   cTi?\a>
373  0x00006a1c 0x000069dc 5   6            ascii   ]bcdI
374  0x00006a2f 0x000069ef 4   5            ascii   =\fC\v
375  0x00006a34 0x000069f4 5   6            ascii   cH~w\f
376  0x00006ab6 0x00006a76 4   6            utf8    S\r۲S blocks=Basic Latin,Arabic
377  0x00006ac0 0x00006a80 4   5            ascii   @&$c
378  0x00006ad1 0x00006a91 5   6            ascii   5dEZ"
379  0x00006aea 0x00006aaa 4   6            utf8    Ċ\b$U blocks=Latin Extended-A,Basic Latin
380  0x00006b1e 0x00006ade 4   5            ascii   P|o\a
381  0x00006b4e 0x00006b0e 4   5            ascii   2\nO|
382  0x00006b8e 0x00006b4e 4   5            ascii   Gtt+
