Metadata Signature: 0x2e38 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 1148
Stream name: #~ 4
DirectoryAddress: 11b4 Size: 12f8
Stream name: #Strings 12
DirectoryAddress: 24ac Size: 538
Stream name: #US 4
DirectoryAddress: 29e4 Size: 10
Stream name: #GUID 8
DirectoryAddress: 29f4 Size: 7c8
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len size section type    string
84  0x00002b08 0x00404908 4   5    .text   ascii   v.'\t
85  0x00002b0d 0x0040490d 4   5    .text   ascii   w."\t
86  0x00002b26 0x00404926 4   5    .text   ascii   #.\t\t
87  0x00002b58 0x00404958 4   5    .text   ascii   .:\t 
88  0x00002b60 0x00404960 4   5    .text   ascii   .2\t 
89  0x00002b6d 0x0040496d 4   5    .text   ascii   .%\t 
90  0x00002b8a 0x0040498a 4   5    .text   ascii   .\b\t 
91  0x00002ba1 0x004049a1 4   5    .text   ascii    3\vr
92  0x00002c0e 0x00404a0e 4   5    .text   ascii   B%((
93  0x00002c14 0x00404a14 4   5    .text   ascii   \n\f\a,
94  0x00002c2c 0x00404a2c 4   5    .text   ascii   \n\n()
95  0x00002c48 0x00404a48 4   5    .text   ascii   \n\n()
96  0x00002c94 0x00404a94 4   5    .text   ascii   \n\n()
97  0x00002cc1 0x00404ac1 4   5    .text   ascii   \n\v()
98  0x00002ccb 0x00404acb 4   5    .text   ascii   \f\b(>
99  0x00002e38 0x00404c38 4   5    .text   ascii   BSJB
100 0x00002e48 0x00404c48 10  11   .text   ascii   v2.0.50727
101 0x00002e6c 0x00404c6c 8   9    .text   ascii   #Strings
102 0x00002e8c 0x00404c8c 5   6    .text   ascii   #GUID
103 0x00002e9c 0x00404c9c 5   6    .text   ascii   #Blob
104 0x00002ec0 0x00404cc0 9   40   .text   utf32le a\b CGÛ+\a% blocks=Basic Latin,Latin-1 Supplement
105 0x000037f0 0x004055f0 5   12   .text   utf16le !H\n1H
106 0x00003e5c 0x00405c5c 10  11   .text   ascii   ;\aC\ac\as\a}\a
107 0x00003eb2 0x00405cb2 13  14   .text   ascii   1\r>\rI\rR\rY\r_\r7
108 0x00003ec0 0x00405cc0 6   13   .text   utf16le JU]dkr
109 0x00003fe2 0x00405de2 4   10   .text   utf16le !@!X
110 0x00003fed 0x00405ded 8   9    .text   ascii   <Module>
111 0x00003ff6 0x00405df6 31  32   .text   ascii   System.Runtime.CompilerServices
112 0x00004016 0x00405e16 29  30   .text   ascii   RuntimeCompatibilityAttribute
113 0x00004034 0x00405e34 5   6    .text   ascii   .ctor
114 0x0000403a 0x00405e3a 31  32   .text   ascii   CompilationRelaxationsAttribute
115 0x0000405a 0x00405e5a 41  42   .text   ascii   Microsoft.VisualBasic.ApplicationServices
116 0x00004084 0x00405e84 15  16   .text   ascii   ApplicationBase
117 0x00004094 0x00405e94 21  22   .text   ascii   System.ComponentModel
118 0x000040aa 0x00405eaa 24  25   .text   ascii   EditorBrowsableAttribute
119 0x000040c3 0x00405ec3 20  21   .text   ascii   EditorBrowsableState
120 0x000040d8 0x00405ed8 23  24   .text   ascii   System.CodeDom.Compiler
121 0x000040f0 0x00405ef0 22  23   .text   ascii   GeneratedCodeAttribute
122 0x00004107 0x00405f07 29  30   .text   ascii   Microsoft.VisualBasic.Devices
123 0x00004125 0x00405f25 8   9    .text   ascii   Computer
124 0x0000412e 0x00405f2e 18  19   .text   ascii   System.Diagnostics
125 0x00004141 0x00405f41 23  24   .text   ascii   DebuggerHiddenAttribute
126 0x00004159 0x00405f59 6   7    .text   ascii   System
127 0x00004160 0x00405f60 6   7    .text   ascii   Object
128 0x00004167 0x00405f67 38  39   .text   ascii   Microsoft.VisualBasic.CompilerServices
129 0x0000418e 0x00405f8e 23  24   .text   ascii   StandardModuleAttribute
130 0x000041a6 0x00405fa6 21  22   .text   ascii   Microsoft.VisualBasic
131 0x000041bc 0x00405fbc 23  24   .text   ascii   HideModuleNameAttribute
132 0x000041d4 0x00405fd4 26  27   .text   ascii   MyGroupCollectionAttribute
133 0x000041ef 0x00405fef 14  15   .text   ascii   RuntimeHelpers
134 0x000041fe 0x00405ffe 14  15   .text   ascii   GetObjectValue
135 0x0000420d 0x0040600d 6   7    .text   ascii   Equals
136 0x00004214 0x00406014 11  12   .text   ascii   GetHashCode
137 0x00004220 0x00406020 4   5    .text   ascii   Type
138 0x00004225 0x00406025 17  18   .text   ascii   RuntimeTypeHandle
139 0x00004237 0x00406037 17  18   .text   ascii   GetTypeFromHandle
140 0x00004249 0x00406049 8   9    .text   ascii   ToString
141 0x00004252 0x00406052 9   10   .text   ascii   Activator
142 0x0000425c 0x0040605c 14  15   .text   ascii   CreateInstance
143 0x0000426b 0x0040606b 30  31   .text   ascii   System.Runtime.InteropServices
144 0x0000428a 0x0040608a 19  20   .text   ascii   ComVisibleAttribute
145 0x0000429e 0x0040609e 21  22   .text   ascii   ThreadStaticAttribute
146 0x000042b4 0x004060b4 26  27   .text   ascii   CompilerGeneratedAttribute
147 0x000042cf 0x004060cf 19  20   .text   ascii   m_ThreadStaticValue
148 0x000042e3 0x004060e3 4   5    .text   ascii   User
149 0x000042e8 0x004060e8 15  16   .text   ascii   get_GetInstance
150 0x000042f8 0x004060f8 28  29   .text   ascii   System.ComponentModel.Design
151 0x00004315 0x00406115 20  21   .text   ascii   HelpKeywordAttribute
152 0x0000432a 0x0040612a 16  17   .text   ascii   System.Threading
153 0x0000433b 0x0040613b 5   6    .text   ascii   Mutex
154 0x00004341 0x00406141 9   10   .text   ascii   System.IO
155 0x0000434b 0x0040614b 8   9    .text   ascii   FileInfo
156 0x00004354 0x00406154 18  19   .text   ascii   System.Net.Sockets
157 0x00004367 0x00406167 9   10   .text   ascii   TcpClient
158 0x00004371 0x00406171 11  12   .text   ascii   Conversions
159 0x0000437d 0x0040617d 9   10   .text   ascii   ToBoolean
160 0x00004387 0x00406187 17  18   .text   ascii   System.Reflection
161 0x00004399 0x00406199 8   9    .text   ascii   Assembly
162 0x000043a2 0x004061a2 20  21   .text   ascii   GetExecutingAssembly
163 0x000043b7 0x004061b7 12  13   .text   ascii   get_Location
164 0x000043c4 0x004061c4 9   10   .text   ascii   Exception
165 0x000043ce 0x004061ce 32  33   .text   ascii   Microsoft.VisualBasic.MyServices
166 0x000043ef 0x004061ef 13  14   .text   ascii   RegistryProxy
167 0x000043fd 0x004061fd 14  15   .text   ascii   ServerComputer
168 0x0000440c 0x0040620c 12  13   .text   ascii   get_Registry
169 0x00004419 0x00406219 15  16   .text   ascii   Microsoft.Win32
170 0x00004429 0x00406229 11  12   .text   ascii   RegistryKey
171 0x00004435 0x00406235 15  16   .text   ascii   get_CurrentUser
172 0x00004445 0x00406245 6   7    .text   ascii   String
173 0x0000444c 0x0040624c 6   7    .text   ascii   Concat
174 0x00004453 0x00406253 12  13   .text   ascii   CreateSubKey
175 0x00004460 0x00406260 11  12   .text   ascii   DeleteValue
176 0x0000446c 0x0040626c 11  12   .text   ascii   ProjectData
177 0x00004478 0x00406278 15  16   .text   ascii   SetProjectError
178 0x00004488 0x00406288 17  18   .text   ascii   ClearProjectError
179 0x0000449a 0x0040629a 8   9    .text   ascii   GetValue
180 0x000044a3 0x004062a3 8   9    .text   ascii   SetValue
181 0x000044ac 0x004062ac 7   8    .text   ascii   Boolean
182 0x000044b4 0x004062b4 9   10   .text   ascii   Operators
183 0x000044be 0x004062be 13  14   .text   ascii   CompareString
184 0x000044cc 0x004062cc 11  12   .text   ascii   Environment
185 0x000044d8 0x004062d8 15  16   .text   ascii   get_MachineName
186 0x000044e8 0x004062e8 12  13   .text   ascii   get_UserName
187 0x000044f5 0x004062f5 12  13   .text   ascii   ComputerInfo
188 0x00004502 0x00406302 8   9    .text   ascii   get_Info
189 0x0000450b 0x0040630b 14  15   .text   ascii   get_OSFullName
190 0x0000451a 0x0040631a 7   8    .text   ascii   Replace
191 0x00004522 0x00406322 22  23   .text   ascii   GetEnvironmentVariable
192 0x00004539 0x00406339 7   8    .text   ascii   ToLower
193 0x00004541 0x00406341 26  27   .text   ascii   RegistryKeyPermissionCheck
194 0x0000455c 0x0040635c 13  14   .text   ascii   GetValueNames
195 0x0000456a 0x0040636a 10  11   .text   ascii   get_Length
196 0x00004575 0x00406375 8   9    .text   ascii   DateTime
197 0x0000457e 0x0040637e 14  15   .text   ascii   FileSystemInfo
198 0x0000458d 0x0040638d 17  18   .text   ascii   get_LastWriteTime
199 0x0000459f 0x0040639f 11  12   .text   ascii   System.Text
200 0x000045ab 0x004063ab 8   9    .text   ascii   Encoding
201 0x000045b4 0x004063b4 8   9    .text   ascii   get_UTF8
202 0x000045bd 0x004063bd 8   9    .text   ascii   GetBytes
203 0x000045c6 0x004063c6 7   8    .text   ascii   Convert
204 0x000045ce 0x004063ce 14  15   .text   ascii   ToBase64String
205 0x000045dd 0x004063dd 16  17   .text   ascii   FromBase64String
206 0x000045ee 0x004063ee 9   10   .text   ascii   GetString
207 0x000045f8 0x004063f8 6   7    .text   ascii   Random
208 0x000045ff 0x004063ff 4   5    .text   ascii   Next
209 0x00004604 0x00406404 9   10   .text   ascii   get_Chars
210 0x0000460e 0x0040640e 11  12   .text   ascii   get_Default
211 0x0000461a 0x0040641a 5   6    .text   ascii   Array
212 0x00004620 0x00406420 26  27   .text   ascii   System.Collections.Generic
213 0x0000463b 0x0040643b 6   7    .text   ascii   List`1
214 0x00004642 0x00406442 12  13   .text   ascii   MemoryStream
215 0x0000464f 0x0040644f 7   8    .text   ascii   Strings
216 0x00004657 0x00406457 13  14   .text   ascii   CompareMethod
217 0x00004665 0x00406465 5   6    .text   ascii   Split
218 0x0000466b 0x0040646b 5   6    .text   ascii   Write
219 0x00004671 0x00406471 7   8    .text   ascii   ToArray
220 0x0000467d 0x0040647d 6   7    .text   ascii   Stream
221 0x00004684 0x00406484 7   8    .text   ascii   Dispose
222 0x0000468c 0x0040648c 21  22   .text   ascii   System.IO.Compression
223 0x000046a2 0x004064a2 10  11   .text   ascii   GZipStream
224 0x000046ad 0x004064ad 15  16   .text   ascii   CompressionMode
225 0x000046bd 0x004064bd 12  13   .text   ascii   set_Position
226 0x000046ca 0x004064ca 4   5    .text   ascii   Byte
227 0x000046cf 0x004064cf 4   5    .text   ascii   Read
228 0x000046d4 0x004064d4 12  13   .text   ascii   BitConverter
229 0x000046e1 0x004064e1 7   8    .text   ascii   ToInt32
230 0x000046e9 0x004064e9 5   6    .text   ascii   Space
231 0x000046ef 0x004064ef 13  14   .text   ascii   StringBuilder
232 0x000046fd 0x004064fd 12  13   .text   ascii   get_Capacity
233 0x0000470a 0x0040650a 9   10   .text   ascii   Substring
234 0x00004714 0x00406514 6   7    .text   ascii   IntPtr
235 0x0000471b 0x0040651b 4   5    .text   ascii   Zero
236 0x00004720 0x00406520 11  12   .text   ascii   op_Equality
237 0x0000472c 0x0040652c 11  12   .text   ascii   op_Explicit
238 0x00004738 0x00406538 6   7    .text   ascii   StrDup
239 0x0000473f 0x0040653f 7   8    .text   ascii   Process
240 0x00004747 0x00406547 14  15   .text   ascii   GetProcessById
241 0x00004756 0x00406556 19  20   .text   ascii   get_MainWindowTitle
242 0x0000476a 0x0040656a 11  12   .text   ascii   Interaction
243 0x00004776 0x00406576 7   8    .text   ascii   Environ
244 0x0000477e 0x0040657e 10  11   .text   ascii   Conversion
245 0x0000478d 0x0040658d 18  19   .text   ascii   STAThreadAttribute
246 0x000047a0 0x004065a0 22  23   .text   ascii   SessionEndingEventArgs
247 0x000047b7 0x004065b7 6   7    .text   ascii   Thread
248 0x000047be 0x004065be 7   8    .text   ascii   Command
249 0x000047c6 0x004065c6 9   10   .text   ascii   ToInteger
250 0x000047d0 0x004065d0 11  12   .text   ascii   WaitForExit
251 0x000047dc 0x004065dc 9   10   .text   ascii   Component
252 0x000047e6 0x004065e6 5   6    .text   ascii   Sleep
253 0x000047ec 0x004065ec 12  13   .text   ascii   GetProcesses
254 0x000047f9 0x004065f9 13  14   .text   ascii   ProcessModule
255 0x00004807 0x00406607 14  15   .text   ascii   get_MainModule
256 0x00004816 0x00406616 12  13   .text   ascii   get_FileName
257 0x00004823 0x00406623 6   7    .text   ascii   get_Id
258 0x0000482a 0x0040662a 17  18   .text   ascii   GetCurrentProcess
259 0x0000483c 0x0040663c 6   7    .text   ascii   EndApp
260 0x00004843 0x00406643 12  13   .text   ascii   OpenExisting
261 0x00004850 0x00406650 11  12   .text   ascii   ThreadStart
262 0x0000485c 0x0040665c 5   6    .text   ascii   Start
263 0x00004862 0x00406662 25  26   .text   ascii   SessionEndingEventHandler
264 0x0000487c 0x0040667c 12  13   .text   ascii   SystemEvents
265 0x00004889 0x00406689 17  18   .text   ascii   add_SessionEnding
266 0x0000489b 0x0040669b 10  11   .text   ascii   OpenSubKey
267 0x000048a6 0x004066a6 12  13   .text   ascii   get_FullName
268 0x000048b3 0x004066b3 16  17   .text   ascii   get_LocalMachine
269 0x000048c4 0x004066c4 13  14   .text   ascii   SpecialFolder
270 0x000048d2 0x004066d2 13  14   .text   ascii   GetFolderPath
271 0x000048e0 0x004066e0 4   5    .text   ascii   File
272 0x000048e5 0x004066e5 4   5    .text   ascii   Copy
273 0x000048ea 0x004066ea 4   5    .text   ascii   Load
274 0x000048ef 0x004066ef 10  11   .text   ascii   System.Net
275 0x000048fa 0x004066fa 9   10   .text   ascii   WebClient
276 0x00004904 0x00406704 14  15   .text   ascii   System.Drawing
277 0x00004913 0x00406713 8   9    .text   ascii   Graphics
278 0x0000491c 0x0040671c 6   7    .text   ascii   Bitmap
279 0x00004923 0x00406723 9   10   .text   ascii   Rectangle
280 0x0000492d 0x0040672d 4   5    .text   ascii   Size
281 0x00004932 0x00406732 15  16   .text   ascii   get_ProcessName
282 0x00004942 0x00406742 10  11   .text   ascii   StartsWith
283 0x0000494d 0x0040674d 5   6    .text   ascii   Int32
284 0x00004953 0x00406753 14  15   .text   ascii   NewLateBinding
285 0x00004962 0x00406762 12  13   .text   ascii   LateIndexGet
286 0x0000496f 0x0040676f 12  13   .text   ascii   DownloadData
287 0x0000497c 0x0040677c 13  14   .text   ascii   WriteAllBytes
288 0x0000498a 0x0040678a 7   8    .text   ascii   LateSet
289 0x00004992 0x00406792 8   9    .text   ascii   LateCall
290 0x0000499b 0x0040679b 7   8    .text   ascii   LateGet
291 0x000049a3 0x004067a3 18  19   .text   ascii   CompareObjectEqual
292 0x000049b6 0x004067b6 8   9    .text   ascii   OrObject
293 0x000049bf 0x004067bf 20  21   .text   ascii   System.Windows.Forms
294 0x000049d4 0x004067d4 6   7    .text   ascii   Screen
295 0x000049db 0x004067db 17  18   .text   ascii   get_PrimaryScreen
296 0x000049ed 0x004067ed 10  11   .text   ascii   get_Bounds
297 0x000049f8 0x004067f8 9   10   .text   ascii   get_Width
298 0x00004a02 0x00406802 10  11   .text   ascii   get_Height
299 0x00004a0d 0x0040680d 5   6    .text   ascii   Image
300 0x00004a13 0x00406813 9   10   .text   ascii   FromImage
301 0x00004a1d 0x0040681d 18  19   .text   ascii   CopyPixelOperation
302 0x00004a30 0x00406830 14  15   .text   ascii   CopyFromScreen
303 0x00004a3f 0x0040683f 6   7    .text   ascii   Cursor
304 0x00004a46 0x00406846 7   8    .text   ascii   Cursors
305 0x00004a4e 0x0040684e 5   6    .text   ascii   Point
306 0x00004a54 0x00406854 12  13   .text   ascii   get_Position
307 0x00004a61 0x00406861 4   5    .text   ascii   Draw
308 0x00004a66 0x00406866 22  23   .text   ascii   GetThumbnailImageAbort
309 0x00004a7d 0x0040687d 17  18   .text   ascii   GetThumbnailImage
310 0x00004a8f 0x0040688f 22  23   .text   ascii   System.Drawing.Imaging
311 0x00004aa6 0x004068a6 11  12   .text   ascii   ImageFormat
312 0x00004ab2 0x004068b2 8   9    .text   ascii   get_Jpeg
313 0x00004abb 0x004068bb 4   5    .text   ascii   Save
314 0x00004ac0 0x004068c0 5   6    .text   ascii   Clone
315 0x00004ac6 0x004068c6 29  30   .text   ascii   ConditionalCompareObjectEqual
316 0x00004ae4 0x004068e4 11  12   .text   ascii   get_Message
317 0x00004af0 0x004068f0 10  11   .text   ascii   get_Handle
318 0x00004afb 0x004068fb 6   7    .text   ascii   Socket
319 0x00004b02 0x00406902 10  11   .text   ascii   get_Client
320 0x00004b0d 0x0040690d 11  12   .text   ascii   SocketFlags
321 0x00004b19 0x00406919 4   5    .text   ascii   Send
322 0x00004b1e 0x0040691e 13  14   .text   ascii   get_Connected
323 0x00004b2c 0x0040692c 7   8    .text   ascii   Monitor
324 0x00004b34 0x00406934 5   6    .text   ascii   Enter
325 0x00004b3a 0x0040693a 10  11   .text   ascii   SelectMode
326 0x00004b45 0x00406945 4   5    .text   ascii   Poll
327 0x00004b4a 0x0040694a 13  14   .text   ascii   get_Available
328 0x00004b58 0x00406958 4   5    .text   ascii   Exit
329 0x00004b5d 0x0040695d 7   8    .text   ascii   Receive
330 0x00004b65 0x00406965 8   9    .text   ascii   Contains
331 0x00004b6e 0x0040696e 24  25   .text   ascii   ParameterizedThreadStart
332 0x00004b87 0x00406987 10  11   .text   ascii   Disconnect
333 0x00004b92 0x00406992 18  19   .text   ascii   set_ReceiveTimeout
334 0x00004ba5 0x004069a5 15  16   .text   ascii   set_SendTimeout
335 0x00004bb5 0x004069b5 18  19   .text   ascii   set_SendBufferSize
336 0x00004bc8 0x004069c8 21  22   .text   ascii   set_ReceiveBufferSize
337 0x00004bde 0x004069de 7   8    .text   ascii   Connect
338 0x00004be6 0x004069e6 11  12   .text   ascii   AppWinStyle
339 0x00004bf2 0x004069f2 5   6    .text   ascii   Shell
340 0x00004bf8 0x004069f8 6   7    .text   ascii   Delete
341 0x00004bff 0x004069ff 12  13   .text   ascii   DeleteSubKey
342 0x00004c0c 0x00406a0c 13  14   .text   ascii   DirectoryInfo
343 0x00004c1a 0x00406a1a 8   9    .text   ascii   get_Name
344 0x00004c23 0x00406a23 13  14   .text   ascii   get_Directory
345 0x00004c31 0x00406a31 10  11   .text   ascii   get_Parent
346 0x00004c3c 0x00406a3c 6   7    .text   ascii   Exists
347 0x00004c43 0x00406a43 28  29   .text   ascii   DebuggerStepThroughAttribute
348 0x00004c60 0x00406a60 4   5    .text   ascii   Keys
349 0x00004c65 0x00406a65 5   6    .text   ascii   Clock
350 0x00004c6b 0x00406a6b 8   9    .text   ascii   Keyboard
351 0x00004c74 0x00406a74 12  13   .text   ascii   StreamWriter
352 0x00004c81 0x00406a81 13  14   .text   ascii   get_LocalTime
353 0x00004c8f 0x00406a8f 4   5    .text   ascii   Enum
354 0x00004c94 0x00406a94 16  17   .text   ascii   get_ShiftKeyDown
355 0x00004ca5 0x00406aa5 12  13   .text   ascii   get_CapsLock
356 0x00004cb2 0x00406ab2 7   8    .text   ascii   ToUpper
357 0x00004cba 0x00406aba 4   5    .text   ascii   ChrW
358 0x00004cbf 0x00406abf 4   5    .text   ascii   Char
359 0x00004cc4 0x00406ac4 11  12   .text   ascii   ReadAllText
360 0x00004cd0 0x00406ad0 10  11   .text   ascii   AppendText
361 0x00004cdb 0x00406adb 13  14   .text   ascii   set_AutoFlush
362 0x00004ce9 0x00406ae9 6   7    .text   ascii   Remove
363 0x00004cf0 0x00406af0 5   6    .text   ascii   Close
364 0x00004cf6 0x00406af6 10  11   .text   ascii   TextWriter
365 0x00004d01 0x00406b01 12  13   .text   ascii   WriteAllText
366 0x00004d0e 0x00406b0e 14  15   .text   ascii   rsmoidduyp.exe
367 0x00004d1d 0x00406b1d 12  13   .text   ascii   avicap32.dll
368 0x00004d2a 0x00406b2a 10  11   .text   ascii   user32.dll
369 0x00004d35 0x00406b35 8   9    .text   ascii   kernel32
370 0x00004d3e 0x00406b3e 6   7    .text   ascii   user32
371 0x00004d45 0x00406b45 5   6    .text   ascii   ntdll
372 0x00004d4b 0x00406b4b 12  13   .text   ascii   kernel32.dll
373 0x00004d58 0x00406b58 8   9    .text   ascii   mscorlib
374 0x00004d61 0x00406b61 13  14   .text   ascii   MyApplication
375 0x00004d6f 0x00406b6f 13  14   .text   ascii   rsmoidduyp.My
376 0x00004d7d 0x00406b7d 10  11   .text   ascii   MyComputer
377 0x00004d88 0x00406b88 9   10   .text   ascii   MyProject
378 0x00004d92 0x00406b92 13  14   .text   ascii   MyWebServices
379 0x00004da0 0x00406ba0 26  27   .text   ascii   ThreadSafeObjectProvider`1
380 0x00004dbf 0x00406bbf 10  11   .text   ascii   rsmoidduyp
381 0x00004dcd 0x00406bcd 24  25   .text   ascii   m_ComputerObjectProvider
382 0x00004de6 0x00406be6 19  20   .text   ascii   m_AppObjectProvider
383 0x00004dfa 0x00406bfa 20  21   .text   ascii   m_UserObjectProvider
384 0x00004e0f 0x00406c0f 29  30   .text   ascii   m_MyWebServicesObjectProvider
385 0x00004e2d 0x00406c2d 6   7    .text   ascii   .cctor
386 0x00004e34 0x00406c34 12  13   .text   ascii   get_Computer
387 0x00004e41 0x00406c41 15  16   .text   ascii   get_Application
388 0x00004e51 0x00406c51 8   9    .text   ascii   get_User
389 0x00004e5a 0x00406c5a 15  16   .text   ascii   get_WebServices
390 0x00004e6c 0x00406c6c 7   8    .text   ascii   GetType
391 0x00004e74 0x00406c74 18  19   .text   ascii   Create__Instance__
392 0x00004e87 0x00406c87 8   9    .text   ascii   instance
393 0x00004e90 0x00406c90 19  20   .text   ascii   Dispose__Instance__
394 0x000052e6 0x004070e6 7   15   .text   utf16le [endof]
395 0x000052f6 0x004070f6 10  21   .text   utf16le Trojan.exe
396 0x0000530c 0x0040710c 4   9    .text   utf16le TEMP
397 0x00005316 0x00407116 32  65   .text   utf16le 5cd8f17f4086744065eb0992a09e05a2
